@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.630
@SPECTRUM spectrum_05D2ci_795.dat
@SN-NAME 05D2ci
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.630
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
    0	   4258.630	       0.01795 	      0.01586
     1	   4273.630	       0.00321 	      0.01322
     2	   4288.630	       0.00553 	      0.01070
     3	   4303.630	       0.00138 	      0.00905
     4	   4318.630	      -0.00245 	      0.00805
     5	   4333.630	       0.00058 	      0.00728
     6	   4348.630	       0.00667 	      0.00666
     7	   4363.630	       0.00419 	      0.00664
     8	   4378.630	       0.00523 	      0.00576
     9	   4393.630	      -0.00469 	      0.00539
    10	   4408.630	       0.00194 	      0.00530
    11	   4423.630	       0.00524 	      0.00514
    12	   4438.630	      -0.00732 	      0.00482
    13	   4453.630	      -0.00267 	      0.00466
    14	   4468.630	       0.00443 	      0.00456
    15	   4483.630	       0.00269 	      0.00444
    16	   4498.630	       0.00481 	      0.00430
    17	   4513.630	      -0.00294 	      0.00424
    18	   4528.630	       0.00581 	      0.00426
    19	   4543.630	       0.00462 	      0.00413
    20	   4558.630	       0.00038 	      0.00406
    21	   4573.630	      -0.00017 	      0.00399
    22	   4588.630	      -0.00107 	      0.00389
    23	   4603.630	      -0.00063 	      0.00430
    24	   4618.630	       0.01196 	      0.00377
    25	   4633.630	       0.00479 	      0.00373
    26	   4648.630	      -0.00274 	      0.00363
    27	   4663.630	       0.00107 	      0.00362
    28	   4678.630	       0.00132 	      0.00356
    29	   4693.630	       0.00544 	      0.00353
    30	   4708.630	      -0.00270 	      0.00345
    31	   4723.630	      -0.00444 	      0.00381
    32	   4738.630	       0.00168 	      0.00344
    33	   4753.630	       0.00208 	      0.00344
    34	   4768.630	      -0.00111 	      0.00334
    35	   4783.630	       0.00580 	      0.00340
    36	   4798.630	       0.00128 	      0.00337
    37	   4813.630	      -0.00301 	      0.00334
    38	   4828.630	       0.00277 	      0.00364
    39	   4843.630	      -0.00405 	      0.00325
    40	   4858.630	       0.00048 	      0.00321
    41	   4873.630	       0.00120 	      0.00310
    42	   4888.630	      -0.00179 	      0.00316
    43	   4903.630	      -0.00222 	      0.00341
    44	   4918.630	       0.00401 	      0.00313
    45	   4933.630	      -0.00166 	      0.00302
    46	   4948.630	      -0.00099 	      0.00302
    47	   4963.630	       0.00284 	      0.00304
    48	   4978.630	       0.00063 	      0.00326
    49	   4993.630	      -0.00359 	      0.00302
    50	   5008.630	       0.00235 	      0.00293
    51	   5023.630	      -0.00322 	      0.00293
    52	   5038.630	       0.00040 	      0.00293
    53	   5053.630	       0.00054 	      0.00316
    54	   5068.630	       0.00180 	      0.00284
    55	   5083.630	       0.00584 	      0.00288
    56	   5098.630	       0.00657 	      0.00286
    57	   5113.630	       0.00036 	      0.00308
    58	   5128.630	       0.00299 	      0.00288
    59	   5143.630	       0.00223 	      0.00283
    60	   5158.630	       0.00595 	      0.00283
    61	   5173.630	      -0.00208 	      0.00275
    62	   5188.630	       0.00057 	      0.00303
    63	   5203.630	      -0.00171 	      0.00282
    64	   5218.630	      -0.00479 	      0.00283
    65	   5233.630	       0.00411 	      0.00302
    66	   5248.630	       0.00227 	      0.00279
    67	   5263.630	       0.00197 	      0.00275
    68	   5278.630	      -0.00059 	      0.00277
    69	   5293.630	      -0.00124 	      0.00298
    70	   5308.630	      -0.00126 	      0.00271
    71	   5323.630	      -0.00106 	      0.00271
    72	   5338.630	      -0.00362 	      0.00275
    73	   5353.630	       0.00146 	      0.00297
    74	   5368.630	       0.00268 	      0.00269
    75	   5383.630	       0.00085 	      0.00267
    76	   5398.630	       0.00240 	      0.00291
    77	   5413.630	       0.00543 	      0.00268
    78	   5428.630	      -0.00179 	      0.00266
    79	   5443.630	      -0.00158 	      0.00266
    80	   5458.630	       0.00430 	      0.00284
    81	   5473.630	       0.00186 	      0.00256
    82	   5488.630	      -0.00103 	      0.00262
    83	   5503.630	       0.00436 	      0.00288
    84	   5518.630	       0.00264 	      0.00266
    85	   5533.630	       0.00797 	      0.00268
    86	   5548.630	       0.00255 	      0.00293
    87	   5563.630	      -0.00129 	      0.00268
    88	   5578.630	      -0.00640 	      0.00346
    89	   5593.630	       0.00229 	      0.00299
    90	   5608.630	       0.00147 	      0.00267
    91	   5623.630	       0.00045 	      0.00259
    92	   5638.630	      -0.00061 	      0.00285
    93	   5653.630	       0.00265 	      0.00263
    94	   5668.630	      -0.00041 	      0.00264
    95	   5683.630	       0.00159 	      0.00288
    96	   5698.630	       0.00470 	      0.00268
    97	   5713.630	       0.00153 	      0.00264
    98	   5728.630	       0.00367 	      0.00291
    99	   5743.630	       0.00178 	      0.00264
   100	   5758.630	       0.00627 	      0.00264
   101	   5773.630	       0.00527 	      0.00289
   102	   5788.630	       0.00208 	      0.00263
   103	   5803.630	       0.00299 	      0.00262
   104	   5818.630	      -0.00157 	      0.00289
   105	   5833.630	       0.00183 	      0.00260
   106	   5848.630	       0.00376 	      0.00265
   107	   5863.630	      -0.00084 	      0.00290
   108	   5878.630	       0.00263 	      0.00273
   109	   5893.630	      -0.00035 	      0.00294
   110	   5908.630	       0.00512 	      0.00298
   111	   5923.630	       0.00575 	      0.00277
   112	   5938.630	       0.00489 	      0.00299
   113	   5953.630	      -0.00252 	      0.00269
   114	   5968.630	       0.00321 	      0.00269
   115	   5983.630	       0.00288 	      0.00291
   116	   5998.630	       0.00064 	      0.00260
   117	   6013.630	       0.00120 	      0.00260
   118	   6028.630	       0.00119 	      0.00278
   119	   6043.630	      -0.00202 	      0.00254
   120	   6058.630	       0.00460 	      0.00280
   121	   6073.630	      -0.00073 	      0.00256
   122	   6088.630	       0.00458 	      0.00257
