#
# Generated by xtellcor (General), Wed Jun  1 13:55:16 2016
#
# A0VBmag = 8.98000  - B-band magnitude of A0 V star
# A0VVmag = 8.93000  - V-band magnitude of A0 V star
# FWHM = 3.75000 - FWHM of gaussian kernel in XUNITS
# Vrot = 0.00000 - Rotation speed of standard star in km s-1
# VEGADV = 80.0000 - Vega velocity shift in km s-1
# XUNITS = A - Wavelength units
# YUNITS = ergs s-1 cm-2 A-1 - Intensity units
#
      11530.0    2.13449e-17    2.37657e-17
      11531.3    1.98217e-17    2.38493e-17
      11532.6    2.54047e-17    2.45752e-17
      11533.9    2.68166e-17    2.59798e-17
      11535.2    2.10724e-17    2.70762e-17
      11536.5    2.77681e-17    2.75562e-17
      11537.8    2.06499e-17    2.79394e-17
      11539.1    2.10766e-17    2.74575e-17
      11540.4    3.36620e-17    2.68434e-17
      11541.7    2.26850e-17    2.70056e-17
      11543.0    2.31410e-17    2.61195e-17
      11544.3    2.14574e-17    2.34250e-17
      11545.6    1.86731e-17    2.20607e-17
      11546.9    1.95672e-17    2.25714e-17
      11548.2    2.14114e-17    2.34323e-17
      11549.5    2.00361e-17    2.32427e-17
      11550.9    1.99514e-17    2.18720e-17
      11552.2    2.28622e-17    2.17688e-17
      11553.5    2.33319e-17    2.25611e-17
      11554.8    2.54142e-17    2.45113e-17
      11556.1    1.69912e-17    2.51216e-17
      11557.4    1.67059e-17    2.27014e-17
      11558.7    1.86718e-17    2.03718e-17
      11560.0    2.11081e-17    1.95198e-17
      11561.3    2.29576e-17    1.99727e-17
      11562.6    2.26888e-17    2.10695e-17
      11563.9    1.87994e-17    2.10461e-17
      11565.2    2.49757e-17    1.97390e-17
      11566.5    2.27340e-17    1.87474e-17
      11567.8    2.20503e-17    1.85796e-17
      11569.1    2.06461e-17    1.89683e-17
      11570.4    2.14194e-17    1.94593e-17
      11571.7    1.72679e-17    1.94321e-17
      11573.0    2.05256e-17    1.91232e-17
      11574.3    2.21767e-17    1.96491e-17
      11575.6    1.73144e-17    2.11562e-17
      11576.9    1.53761e-17    2.14534e-17
      11578.2    1.96593e-17    1.96500e-17
      11579.5    1.96793e-17    1.80452e-17
      11580.8    1.87173e-17    1.76498e-17
      11582.1    2.00012e-17    1.78460e-17
      11583.4    1.81855e-17    1.77610e-17
      11584.7    1.81149e-17    1.74437e-17
      11586.0    2.22401e-17    1.79436e-17
      11587.3    2.25736e-17    1.92347e-17
      11588.6    2.28044e-17    1.93035e-17
      11589.9    1.43102e-17    1.78893e-17
      11591.2    1.86106e-17    1.68584e-17
      11592.6    2.10458e-17    1.69116e-17
