# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 21gea
# CHANNEL = B+R
# EXPNUM = 21_079_038
# MJD-OBS = 59293.471869
# DATE-OBS = 2021-03-20T11:19:34
# EXPTIME = 900.0s
# AIRMASS = 1.70
# RA = 13:33:18.03
# DEC = -33:05:47.00
# wl fl err
# [A] [erg/s/cm2/A]
3402.860000 2.393235e-17 2.631936e-17
3405.860000 2.888435e-17 2.744570e-17
3408.860000 2.285734e-17 2.487444e-17
3411.860000 1.924432e-17 2.338359e-17
3414.860000 1.658780e-17 2.603132e-17
3417.860000 3.378156e-17 2.673671e-17
3420.860000 3.618406e-17 2.400033e-17
3423.860000 7.747345e-18 2.337042e-17
3426.860000 8.619724e-18 2.644972e-17
3429.860000 5.653504e-17 2.680303e-17
3432.860000 -2.260825e-17 2.278003e-17
3435.860000 -1.035679e-17 2.283666e-17
3438.860000 3.652658e-17 2.618580e-17
3441.860000 -1.512835e-17 2.521538e-17
3444.860000 2.385070e-17 2.268901e-17
3447.860000 5.380332e-17 2.360859e-17
3450.860000 5.058928e-18 2.534216e-17
3453.860000 9.332733e-18 2.462417e-17
3456.860000 9.337234e-18 2.206347e-17
3459.860000 4.363853e-17 2.363261e-17
3462.860000 3.913831e-17 2.534814e-17
3465.860000 1.154027e-17 2.357799e-17
3468.860000 3.931904e-17 2.219970e-17
3471.860000 2.370446e-17 2.389635e-17
3474.860000 3.968940e-17 2.513054e-17
3477.860000 -8.339935e-20 2.280457e-17
3480.860000 3.646960e-17 2.199241e-17
3483.860000 5.473864e-17 2.455171e-17
3486.860000 6.337448e-17 2.534238e-17
3489.860000 6.566600e-17 2.276472e-17
3492.860000 3.975570e-17 2.211814e-17
3495.860000 4.397798e-17 2.485978e-17
3498.860000 3.210337e-17 2.470451e-17
3501.860000 3.663281e-17 2.201675e-17
3504.860000 2.474578e-17 2.179264e-17
3507.860000 9.224040e-18 2.414930e-17
3510.860000 -5.059968e-18 2.366671e-17
3513.860000 3.269327e-17 2.082263e-17
3516.860000 5.695523e-17 2.141863e-17
3519.860000 6.015170e-17 2.370298e-17
3522.860000 4.907182e-17 2.282805e-17
3525.860000 6.311274e-17 2.056451e-17
3528.860000 7.078877e-17 2.182396e-17
3531.860000 4.891314e-17 2.332327e-17
3534.860000 2.959417e-17 2.215715e-17
3537.860000 2.280706e-17 2.024129e-17
3540.860000 3.018823e-17 2.191794e-17
3543.860000 3.225588e-17 2.324747e-17
3546.860000 5.124227e-17 2.181557e-17
3549.860000 5.207914e-17 2.084650e-17
3552.860000 3.414346e-17 2.282671e-17
3555.860000 7.388092e-17 2.393831e-17
3558.860000 4.209914e-17 2.137128e-17
3561.860000 5.602396e-17 2.080994e-17
3564.860000 8.759041e-17 2.395989e-17
3567.860000 9.667201e-17 2.398856e-17
3570.860000 6.577860e-17 2.094905e-17
3573.860000 5.572779e-17 2.069580e-17
3576.860000 4.346691e-17 2.306617e-17
3579.860000 3.767806e-17 2.260634e-17
3582.860000 7.519989e-17 2.040961e-17
3585.860000 7.630317e-17 2.065806e-17
3588.860000 8.342686e-17 2.287027e-17
3591.860000 8.686551e-17 2.222076e-17
3594.860000 5.976495e-17 1.944059e-17
3597.860000 4.827469e-17 2.038367e-17
3600.860000 2.439317e-17 2.200849e-17
3603.860000 6.839395e-17 2.111010e-17
3606.860000 7.350631e-17 1.935562e-17
3609.860000 8.751705e-17 2.095853e-17
3612.860000 6.861505e-17 2.169553e-17
3615.860000 5.215534e-17 2.011739e-17
3618.860000 3.651426e-17 1.872751e-17
3621.860000 6.341963e-17 2.091755e-17
3624.860000 5.240562e-17 2.170561e-17
3627.860000 8.742955e-17 1.999131e-17
3630.860000 8.572453e-17 1.947833e-17
3633.860000 6.974205e-17 2.181406e-17
3636.860000 5.762235e-17 2.194343e-17
3639.860000 6.220139e-17 1.960924e-17
3642.860000 8.478055e-17 1.940355e-17
3645.860000 9.008543e-17 2.169326e-17
3648.860000 5.002119e-17 2.136468e-17
3651.860000 5.909148e-17 1.871927e-17
3654.860000 7.368868e-17 1.914918e-17
3657.860000 5.214866e-17 2.112791e-17
3660.860000 5.505452e-17 2.060724e-17
3663.860000 8.158977e-17 1.843332e-17
3666.860000 4.074703e-17 1.862462e-17
3669.860000 6.093340e-20 2.007013e-17
3672.860000 5.717215e-17 1.984041e-17
3675.860000 4.865720e-17 1.793879e-17
3678.860000 6.407010e-17 1.918827e-17
3681.860000 4.722911e-17 2.024805e-17
3684.860000 3.863116e-17 1.895691e-17
3687.860000 2.891050e-17 1.762102e-17
3690.860000 2.548134e-17 1.908881e-17
3693.860000 4.854715e-17 2.009133e-17
3696.860000 6.330897e-17 1.847110e-17
3699.860000 5.501937e-17 1.762228e-17
3702.860000 6.788853e-17 2.001543e-17
3705.860000 7.982602e-17 2.056891e-17
3708.860000 5.213897e-17 1.811544e-17
3711.860000 9.196241e-17 1.809322e-17
3714.860000 9.029335e-17 2.041734e-17
3717.860000 9.282243e-17 2.065783e-17
3720.860000 7.535927e-17 1.802620e-17
3723.860000 5.532397e-17 1.808887e-17
3726.860000 8.190126e-17 2.055901e-17
3729.860000 9.422647e-17 2.022028e-17
3732.860000 8.006949e-17 1.795510e-17
3735.860000 7.284793e-17 1.840540e-17
3738.860000 7.100726e-17 2.002482e-17
3741.860000 9.467169e-17 1.948405e-17
3744.860000 8.745927e-17 1.786039e-17
3747.860000 1.235476e-16 1.926609e-17
3750.860000 1.235156e-16 2.045492e-17
3753.860000 9.399059e-17 1.896489e-17
3756.860000 1.127704e-16 1.779548e-17
3759.860000 1.140802e-16 1.924429e-17
3762.860000 9.922973e-17 1.984754e-17
3765.860000 9.703261e-17 1.858393e-17
3768.860000 8.737180e-17 1.754584e-17
3771.860000 9.077506e-17 1.936209e-17
3774.860000 6.389058e-17 1.970375e-17
3777.860000 4.562350e-17 1.759218e-17
3780.860000 5.880441e-17 1.716097e-17
3783.860000 7.805420e-17 1.937875e-17
3786.860000 8.995447e-17 1.950304e-17
3789.860000 7.612440e-17 1.711064e-17
3792.860000 7.561351e-17 1.708780e-17
3795.860000 7.444466e-17 1.917653e-17
3798.860000 8.174358e-17 1.903443e-17
3801.860000 7.924160e-17 1.656819e-17
3804.860000 6.916241e-17 1.691438e-17
3807.860000 6.627983e-17 1.860837e-17
3810.860000 5.875638e-17 1.768370e-17
3813.860000 7.742393e-17 1.613485e-17
3816.860000 7.845158e-17 1.710835e-17
3819.860000 7.267375e-17 1.827704e-17
3822.860000 8.005199e-17 1.743420e-17
3825.860000 8.791656e-17 1.606823e-17
3828.860000 7.781665e-17 1.717055e-17
3831.860000 6.051898e-17 1.799828e-17
3834.860000 5.350351e-17 1.674768e-17
3837.860000 5.990814e-17 1.591946e-17
3840.860000 8.544249e-17 1.792963e-17
3843.860000 7.717446e-17 1.819587e-17
3846.860000 5.301838e-17 1.617929e-17
3849.860000 6.756700e-17 1.582715e-17
3852.860000 6.442393e-17 1.800349e-17
3855.860000 7.225009e-17 1.849520e-17
3858.860000 5.978217e-17 1.620406e-17
3861.860000 6.813302e-17 1.624964e-17
3864.860000 5.889363e-17 1.835901e-17
3867.860000 8.473432e-17 1.822747e-17
3870.860000 7.761871e-17 1.608128e-17
3873.860000 8.960451e-17 1.655383e-17
3876.860000 9.052872e-17 1.832253e-17
3879.860000 1.044686e-16 1.772251e-17
3882.860000 8.773431e-17 1.572224e-17
3885.860000 7.028003e-17 1.639318e-17
3888.860000 7.336820e-17 1.786337e-17
3891.860000 1.036937e-16 1.704109e-17
3894.860000 1.152107e-16 1.579277e-17
3897.860000 1.163026e-16 1.697059e-17
3900.860000 1.066678e-16 1.774899e-17
3903.860000 1.009327e-16 1.630378e-17
3906.860000 9.345749e-17 1.533568e-17
3909.860000 8.294672e-17 1.670973e-17
3912.860000 1.050439e-16 1.746639e-17
3915.860000 1.241765e-16 1.603541e-17
3918.860000 1.200332e-16 1.549371e-17
3921.860000 1.187942e-16 1.744028e-17
3924.860000 9.064786e-17 1.748460e-17
3927.860000 8.736433e-17 1.545228e-17
3930.860000 8.084101e-17 1.535344e-17
3933.860000 7.743182e-17 1.733895e-17
3936.860000 7.833387e-17 1.730589e-17
3939.860000 8.303052e-17 1.529293e-17
3942.860000 7.679001e-17 1.538833e-17
3945.860000 7.406524e-17 1.704598e-17
3948.860000 8.980721e-17 1.682843e-17
3951.860000 7.539804e-17 1.515019e-17
3954.860000 8.069958e-17 1.595819e-17
3957.860000 8.908261e-17 1.713771e-17
3960.860000 9.952716e-17 1.645339e-17
3963.860000 8.940668e-17 1.509720e-17
3966.860000 1.030191e-16 1.644023e-17
3969.860000 8.051358e-17 1.729075e-17
3972.860000 6.023725e-17 1.607747e-17
3975.860000 9.531858e-17 1.552912e-17
3978.860000 1.008645e-16 1.739506e-17
3981.860000 8.605693e-17 1.819262e-17
3984.860000 9.483062e-17 1.697454e-17
3987.860000 9.212281e-17 1.651813e-17
3990.860000 4.901946e-17 1.813415e-17
3993.860000 6.404476e-17 1.842088e-17
3996.860000 1.010446e-16 1.645967e-17
3999.860000 9.200560e-17 1.600264e-17
4002.860000 9.499412e-17 1.787337e-17
4005.860000 8.447836e-17 1.757294e-17
4008.860000 8.746028e-17 1.515195e-17
4011.860000 9.366116e-17 1.529213e-17
4014.860000 9.354545e-17 1.669765e-17
4017.860000 7.485725e-17 1.606048e-17
4020.860000 7.864335e-17 1.438211e-17
4023.860000 8.399961e-17 1.497663e-17
4026.860000 7.485324e-17 1.587756e-17
4029.860000 7.646519e-17 1.526505e-17
4032.860000 7.397336e-17 1.398187e-17
4035.860000 9.857503e-17 1.495496e-17
4038.860000 8.440721e-17 1.575080e-17
4041.860000 9.826879e-17 1.494386e-17
4044.860000 8.024365e-17 1.379558e-17
4047.860000 7.144721e-17 1.500041e-17
4050.860000 7.508980e-17 1.579151e-17
4053.860000 8.549095e-17 1.455366e-17
4056.860000 9.855910e-17 1.390859e-17
4059.860000 1.161626e-16 1.584043e-17
4062.860000 9.997137e-17 1.591497e-17
4065.860000 9.174641e-17 1.427868e-17
4068.860000 1.016085e-16 1.419767e-17
4071.860000 1.173877e-16 1.641439e-17
4074.860000 1.154823e-16 1.662022e-17
4077.860000 9.379378e-17 1.454865e-17
4080.860000 8.305011e-17 1.473439e-17
4083.860000 1.065747e-16 1.676141e-17
4086.860000 1.244286e-16 1.663855e-17
4089.860000 1.158592e-16 1.482501e-17
4092.860000 8.705273e-17 1.526790e-17
4095.860000 9.409704e-17 1.674650e-17
4098.860000 1.299533e-16 1.642152e-17
4101.860000 1.141887e-16 1.477408e-17
4104.860000 9.989270e-17 1.548524e-17
4107.860000 1.205659e-16 1.666097e-17
4110.860000 1.132223e-16 1.560642e-17
4113.860000 9.636309e-17 1.415519e-17
4116.860000 1.133598e-16 1.551909e-17
4119.860000 1.088645e-16 1.598735e-17
4122.860000 9.715181e-17 1.457859e-17
4125.860000 1.037591e-16 1.385989e-17
4128.860000 9.197204e-17 1.528841e-17
4131.860000 1.101901e-16 1.580321e-17
4134.860000 1.045438e-16 1.406751e-17
4137.860000 9.724028e-17 1.368474e-17
4140.860000 1.158152e-16 1.571775e-17
4143.860000 9.193487e-17 1.552181e-17
4146.860000 9.290706e-17 1.346870e-17
4149.860000 1.016248e-16 1.370808e-17
4152.860000 1.082739e-16 1.526407e-17
4155.860000 1.040290e-16 1.504766e-17
4158.860000 7.808334e-17 1.320461e-17
4161.860000 8.322795e-17 1.363596e-17
4164.860000 9.582176e-17 1.499116e-17
4167.860000 1.218855e-16 1.479350e-17
4170.860000 1.052953e-16 1.334971e-17
4173.860000 1.234906e-16 1.426778e-17
4176.860000 1.250067e-16 1.515693e-17
4179.860000 1.293430e-16 1.445328e-17
4182.860000 1.156937e-16 1.329007e-17
4185.860000 1.067570e-16 1.427952e-17
4188.860000 9.377886e-17 1.498357e-17
4191.860000 1.122729e-16 1.407026e-17
