#Wavelength_Angstrom Flux_egs
4898.8299 5.148682403564454e-16
4900.1199 5.146975708007813e-16
4901.4099 5.16981658935547e-16
4902.6999 5.26197624206543e-16
4903.9899 5.080257797241211e-16
4905.2799 5.221015167236328e-16
4906.5699 5.202979278564454e-16
4907.8599 5.169049835205078e-16
4909.1499 5.123228073120118e-16
4910.4399 5.404197311401368e-16
4911.7299 5.257519149780274e-16
4913.0199 5.217283248901367e-16
4914.3099 5.350270080566407e-16
4915.5999 5.113917541503907e-16
4916.8899 5.054544448852539e-16
4918.1799 5.081017303466797e-16
4919.4699 5.111692047119141e-16
4920.7599 5.170953369140625e-16
4922.0499 4.956930541992188e-16
4923.3399 5.112886047363282e-16
4924.6299 5.033850479125977e-16
4925.9199 5.37328224182129e-16
4927.2099 5.092108917236329e-16
4928.4999 5.051473999023438e-16
4929.7899 5.126947784423829e-16
4931.0799 4.93093376159668e-16
4932.3699 4.857464599609376e-16
4933.6599 4.794813919067383e-16
4934.9499 5.043696212768555e-16
4936.2399 4.971223068237305e-16
4937.5299 4.845799636840821e-16
4938.8199 4.843098068237305e-16
4940.1099 4.861248016357423e-16
4941.3999 4.697098159790039e-16
4942.6899 4.621687698364258e-16
4943.9799 4.524979782104492e-16
4945.2699 4.883768844604492e-16
4946.5599 4.631319427490235e-16
4947.8499 4.687831497192383e-16
4949.1399 5.051910400390626e-16
4950.4299 4.851740264892579e-16
4951.7199 4.870888137817383e-16
4953.0099 4.548705673217774e-16
4954.2999 4.4355667114257816e-16
4955.5899 4.407522964477539e-16
4956.8799 4.486685562133789e-16
4958.1699 4.469500350952149e-16
4959.4599 4.564560699462891e-16
4960.7499 4.717470550537109e-16
4962.0399 4.637753295898438e-16
4963.3299 4.628485870361328e-16
4964.6199 4.662688446044923e-16
4965.9099 4.586494445800782e-16
4967.1999 4.627891159057617e-16
4968.4899 4.611942291259766e-16
4969.7799 4.679428482055664e-16
4971.0699 4.710395050048828e-16
4972.3599 4.694850158691407e-16
4973.6499 4.675133132934571e-16
4974.9399 4.740584564208985e-16
4976.2299 4.683684921264649e-16
4977.5199 4.520677947998047e-16
4978.8099 4.661359786987305e-16
4980.0999 4.656085968017579e-16
4981.3899 4.610478973388672e-16
4982.6799 4.7863483428955085e-16
4983.9699 4.834458541870117e-16
4985.2599 4.599138641357422e-16
4986.5499 4.840800094604493e-16
4987.8399 5.014307022094727e-16
4989.1299 4.869767761230469e-16
4990.4199 4.845360946655274e-16
4991.7099 4.794953536987305e-16
4992.9999 4.759289932250977e-16
4994.2899 4.879885864257813e-16
4995.5799 4.846476364135743e-16
4996.8699 4.860764694213867e-16
4998.1599 4.804536437988282e-16
4999.4499 4.832057571411133e-16
5000.7399 4.801221466064453e-16
5002.0299 4.854604721069336e-16
5003.3199 4.898862838745118e-16
5004.6099 5.027597808837891e-16
5005.8999 5.04306755065918e-16
5007.1899 5.017646408081055e-16
5008.4799 4.921949005126953e-16
5009.7699 4.82779884338379e-16
5011.0599 4.971063613891602e-16
5012.3499 5.105174636840821e-16
5013.6399 5.083527755737305e-16
5014.9299 4.978725433349609e-16
5016.2199 5.075396347045899e-16
5017.5099 5.1361083984375e-16
5018.7999 5.091803359985352e-16
5020.0899 5.014572906494141e-16
5021.3799 4.982909393310547e-16
5022.6699 4.94015007019043e-16
5023.9599 4.848574447631836e-16
5025.2499 4.98360710144043e-16
5026.5399 5.114792251586914e-16
5027.8299 5.011484146118164e-16
5029.1199 4.896332550048829e-16
5030.4099 4.951137924194336e-16
5031.6999 4.995915603637696e-16
5032.9899 4.850940322875976e-16
5034.2799 4.761990737915039e-16
5035.5699 4.805797195434571e-16
5036.8599 4.794518280029297e-16
5038.1499 4.894561004638673e-16
5039.4399 5.035908126831055e-16
5040.7299 4.849962997436524e-16
5042.0199 4.921662521362306e-16
5043.3099 4.970530319213868e-16
5044.5999 4.836330032348634e-16
5045.8899 4.980711364746094e-16
5047.1799 5.011974716186524e-16
5048.4699 4.721514511108398e-16
5049.7599 4.572482299804688e-16
5051.0499 4.463965606689453e-16
5052.3399 4.673888397216797e-16
5053.6299 5.358333206176758e-16
5054.9199 6.395593261718751e-16
5056.2099 6.63801498413086e-16
5057.4999 5.95390853881836e-16
5058.7899 5.358100128173828e-16
5060.0799 4.512360382080078e-16
5061.3699 4.3943454742431643e-16
5062.6599 4.4365085601806643e-16
5063.9499 4.494027328491211e-16
5065.2399 4.3737731933593754e-16
5066.5299 4.634220886230469e-16
5067.8199 4.796700286865235e-16
5069.1099 4.508599472045898e-16
5070.3999 4.614806747436524e-16
5071.6899 4.757152557373047e-16
5072.9799 4.543716812133789e-16
5074.2699 4.54343376159668e-16
5075.5599 4.522051620483398e-16
5076.8499 4.721600723266602e-16
5078.1399 4.774837875366211e-16
5079.4299 4.543863677978516e-16
5080.7199 4.655618667602539e-16
5082.0099 4.791314315795898e-16
5083.2999 4.65518913269043e-16
5084.5899 4.407612228393555e-16
5085.8799 4.3389846801757814e-16
5087.1699 4.349042129516602e-16
5088.4599 4.688899612426758e-16
5089.7499 4.620181655883789e-16
5091.0399 4.543123245239259e-16
5092.3299 4.948107528686524e-16
5093.6199 4.751964950561524e-16
5094.9099 4.483335113525391e-16
5096.1999 4.475373840332032e-16
5097.4899 4.561396408081055e-16
5098.7799 4.4333503723144535e-16
5100.0699 4.747751998901368e-16
5101.3599 4.529890823364258e-16
5102.6499 4.2273983001708986e-16
5103.9399 4.547451400756836e-16
5105.2299 4.610683059692383e-16
5106.5199 4.616996383666992e-16
5107.8099 4.599624633789063e-16
5109.0999 4.482626342773438e-16
5110.3899 4.669906616210938e-16
5111.6799 4.569293975830078e-16
5112.9699 4.531205368041993e-16
5114.2599 4.531770706176759e-16
5115.5499 4.501739883422852e-16
5116.8399 4.3445941925048833e-16
5118.1299 4.38852767944336e-16
5119.4199 4.197026824951172e-16
5120.7099 4.4273086547851567e-16
5121.9999 4.533472061157227e-16
5123.2899 4.584379577636719e-16
5124.5799 4.458774185180664e-16
5125.8699 4.636973953247071e-16
5127.1599 4.813143539428711e-16
5128.4499 4.627362823486329e-16
5129.7399 4.618039703369141e-16
5131.0299 4.638887405395508e-16
5132.3199 4.609455108642578e-16
5133.6099 4.615534973144531e-16
5134.8999 4.571867752075196e-16
5136.1899 4.694431686401367e-16
5137.4799 4.515518188476563e-16
5138.7699 4.654273223876953e-16
5140.0599 4.69025993347168e-16
5141.3499 4.760018157958984e-16
5142.6399 4.908148574829102e-16
5143.9299 4.9173095703125e-16
5145.2199 4.940740585327149e-16
5146.5099 4.891670227050782e-16
5147.7999 4.738398742675782e-16
5149.0899 4.76091423034668e-16
5150.3799 4.812090301513672e-16
5151.6699 4.952762603759766e-16
5152.9599 4.94647331237793e-16
5154.2499 4.883697128295899e-16
5155.5399 4.848247146606446e-16
5156.8299 4.928403472900391e-16
5158.1199 5.116094207763673e-16
5159.4099 5.050818252563477e-16
5160.6999 4.932428359985352e-16
5161.9899 4.94536247253418e-16
5163.2799 4.849725723266601e-16
5164.5699 5.002375793457031e-16
5165.8599 4.988054275512696e-16
5167.1499 4.823148727416992e-16
5168.4399 4.894761657714844e-16
5169.7299 5.051089477539063e-16
5171.0199 5.058946609497071e-16
5172.3099 4.99140739440918e-16
5173.5999 5.074750137329102e-16
5174.8899 5.079975891113282e-16
5176.1799 5.108616256713868e-16
5177.4699 4.9781005859375e-16
5178.7599 4.844905090332032e-16
5180.0499 4.881998825073242e-16
5181.3399 4.79192123413086e-16
5182.6299 4.758315658569336e-16
5183.9199 4.720838928222656e-16
5185.2099 4.848147583007813e-16
5186.4999 4.983299255371094e-16
5187.7899 4.969146728515625e-16
5189.0799 4.952196502685547e-16
5190.3699 4.959179306030274e-16
5191.6599 4.962630462646485e-16
5192.9499 4.954378509521485e-16
5194.2399 5.020879364013672e-16
5195.5299 4.966298675537109e-16
5196.8199 5.113675689697266e-16
5198.1099 5.154168701171875e-16
5199.3999 4.956172943115235e-16
5200.6899 4.999578094482422e-16
5201.9799 4.917658615112305e-16
5203.2699 4.876820373535156e-16
5204.5599 5.048031234741211e-16
5205.8499 5.395548629760743e-16
5207.1399 5.428464508056641e-16
5208.4299 5.292779922485352e-16
5209.7199 5.266134262084961e-16
5211.0099 5.056552124023437e-16
5212.2999 5.072565460205079e-16
5213.5899 5.058345413208008e-16
5214.8799 4.729865646362305e-16
5216.1699 4.794425201416016e-16
5217.4599 4.889278793334961e-16
5218.7499 5.081806182861328e-16
5220.0399 4.9095905303955085e-16
5221.3299 4.922272109985352e-16
5222.6199 4.882759475708008e-16
5223.9099 5.107113265991212e-16
5225.1999 4.886419677734376e-16
5226.4899 4.685914993286133e-16
5227.7799 4.966429901123047e-16
5229.0699 4.840412902832032e-16
5230.3599 4.814846801757813e-16
5231.6499 5.124819946289063e-16
5232.9399 5.017523574829102e-16
5234.2299 5.128472137451172e-16
5235.5199 5.203171539306641e-16
5236.8099 4.986861419677735e-16
5238.0999 5.315055465698243e-16
5239.3899 5.044052124023438e-16
5240.6799 4.792756652832032e-16
5241.9699 5.225097274780274e-16
5243.2599 4.540201568603516e-16
5244.5499 4.913554000854492e-16
5245.8399 5.019765853881836e-16
5247.1299 5.188497924804688e-16
5248.4199 5.05760726928711e-16
5249.7099 5.121847152709961e-16
5250.9999 5.134953308105469e-16
5252.2899 5.144971466064453e-16
5253.5799 5.073515319824219e-16
5254.8699 5.122999572753907e-16
5256.1599 5.143991088867188e-16
5257.4499 4.968992233276368e-16
5258.7399 4.868246841430664e-16
5260.0299 5.168366622924805e-16
5261.3199 5.390903091430664e-16
5262.6099 5.199260330200195e-16
5263.8999 5.122842407226563e-16
5265.1899 5.128639602661133e-16
5266.4799 5.378178024291993e-16
5267.7699 5.180463027954101e-16
5269.0599 5.157881164550782e-16
5270.3499 5.09216194152832e-16
5271.6399 5.460828399658203e-16
5272.9299 5.29138412475586e-16
5274.2199 5.309310531616211e-16
5275.5099 5.243938064575196e-16
5276.7999 5.037161254882813e-16
5278.0899 5.441757965087891e-16
5279.3799 5.599873733520509e-16
5280.6699 5.434566879272461e-16
5281.9599 5.259567260742188e-16
5283.2499 5.281905364990235e-16
5284.5399 5.285547637939454e-16
5285.8299 5.425879669189453e-16
5287.1199 5.183296585083009e-16
5288.4099 5.280369186401368e-16
5289.6999 5.56435890197754e-16
5290.9899 5.536228561401367e-16
5292.2799 5.633044052124024e-16
5293.5699 5.38356056213379e-16
5294.8599 5.306332778930664e-16
5296.1499 5.638223266601563e-16
5297.4399 5.70028419494629e-16
5298.7299 5.440214157104493e-16
5300.0199 5.490122985839844e-16
5301.3099 5.548016357421875e-16
5302.5999 5.51254997253418e-16
5303.8899 5.504488372802735e-16
5305.1799 5.416216278076172e-16
5306.4699 5.511958312988281e-16
5307.7599 5.693064880371094e-16
5309.0499 5.664301681518555e-16
5310.3399 5.575714111328125e-16
5311.6299 5.588723754882812e-16
5312.9199 5.682536697387695e-16
5314.2099 5.79395637512207e-16
5315.4999 5.8754413604736335e-16
5316.7899 5.757587051391602e-16
5318.0799 5.713107299804688e-16
5319.3699 5.791836929321289e-16
5320.6599 5.654939270019532e-16
5321.9499 5.640644836425782e-16
5323.2399 5.847067260742188e-16
5324.5299 6.069325637817384e-16
5325.8199 6.082234573364259e-16
5327.1099 5.973702239990235e-16
5328.3999 5.714628219604492e-16
5329.6899 5.645682525634766e-16
5330.9799 5.731122970581055e-16
5332.2699 5.663591003417969e-16
5333.5599 5.637768554687501e-16
5334.8499 5.85357780456543e-16
5336.1399 5.949940490722656e-16
5337.4299 5.954824829101563e-16
5338.7199 5.698778915405274e-16
5340.0099 5.859605026245118e-16
5341.2999 5.971285629272461e-16
5342.5899 6.084236526489259e-16
5343.8799 5.634551239013672e-16
5345.1699 5.860143280029297e-16
5346.4599 5.813904190063477e-16
5347.7499 5.835968780517578e-16
5349.0399 5.919316101074219e-16
5350.3299 5.84288444519043e-16
5351.6199 5.586299514770508e-16
5352.9099 5.882588195800781e-16
5354.1999 5.891174697875977e-16
5355.4899 5.713199996948242e-16
5356.7799 6.045498275756837e-16
5358.0699 5.819965744018555e-16
5359.3599 5.839952087402344e-16
5360.6499 5.890195465087891e-16
5361.9399 5.913633728027344e-16
5363.2299 5.893302154541016e-16
5364.5199 5.797929763793945e-16
5365.8099 5.93955307006836e-16
5367.0999 6.001303100585938e-16
5368.3899 6.006745147705079e-16
5369.6799 6.022994995117188e-16
5370.9699 5.603818893432618e-16
5372.2599 5.636533355712891e-16
5373.5499 5.424594879150391e-16
5374.8399 5.625257110595703e-16
5376.1299 5.445452880859376e-16
5377.4199 5.740891265869141e-16
5378.7099 5.742236328125001e-16
5379.9999 5.467033767700195e-16
5381.2899 5.634579086303711e-16
5382.5799 5.566241455078125e-16
5383.8699 6.139452743530274e-16
5385.1599 5.859369659423829e-16
5386.4499 5.843175506591797e-16
5387.7399 5.987648391723633e-16
5389.0299 5.8775020599365235e-16
5390.3199 5.986613082885743e-16
5391.6099 5.724574661254884e-16
5392.8999 6.09095687866211e-16
5394.1899 6.051279449462891e-16
5395.4799 5.984869384765625e-16
5396.7699 6.188651275634766e-16
5398.0599 6.191299438476563e-16
5399.3499 6.077644348144531e-16
5400.6399 6.162063598632813e-16
5401.9299 6.004096603393555e-16
5403.2199 6.154520034790039e-16
5404.5099 6.282712936401367e-16
5405.7999 6.4382232666015625e-16
5407.0899 6.579669189453126e-16
5408.3799 6.455883789062501e-16
5409.6699 6.456972503662109e-16
5410.9599 6.378376007080079e-16
5412.2499 6.117636489868165e-16
5413.5399 6.101056671142578e-16
5414.8299 6.177018737792969e-16
5416.1199 6.029520797729493e-16
5417.4099 5.914665603637696e-16
5418.6999 6.04819450378418e-16
5419.9899 6.227374267578126e-16
5421.2799 6.1933685302734375e-16
5422.5699 6.136173248291017e-16
5423.8599 6.260495758056641e-16
5425.1499 6.350842285156251e-16
5426.4399 6.365899658203126e-16
5427.7299 6.303513336181641e-16
5429.0199 6.356347274780274e-16
5430.3099 6.417957305908203e-16
5431.5999 6.303854370117188e-16
5432.8899 6.29212875366211e-16
5434.1799 6.188360214233399e-16
5435.4699 6.153222656250001e-16
5436.7599 6.323547744750977e-16
5438.0499 6.383419799804688e-16
5439.3399 6.324196243286133e-16
5440.6299 6.281034851074219e-16
5441.9199 6.205268096923828e-16
5443.2099 6.037933731079102e-16
5444.4999 6.091461563110352e-16
5445.7899 6.175185012817383e-16
5447.0799 6.305233383178711e-16
5448.3699 6.377565765380859e-16
5449.6599 6.553483581542969e-16
5450.9499 6.409319305419922e-16
5452.2399 6.428327178955079e-16
5453.5299 6.2408447265625e-16
5454.8199 6.257983398437501e-16
5456.1099 6.1620868682861335e-16
5457.3999 6.138180923461915e-16
5458.6899 6.158633041381837e-16
5459.9799 6.124666976928711e-16
5461.2699 6.238594818115235e-16
5462.5599 6.360152053833008e-16
5463.8499 6.214276504516602e-16
5465.1399 6.338545989990235e-16
5466.4299 6.327573013305664e-16
5467.7199 6.520662689208985e-16
5469.0099 6.276424789428711e-16
5470.2999 6.221541213989258e-16
5471.5899 6.392845535278321e-16
5472.8799 5.993487930297852e-16
5474.1699 5.966766357421875e-16
5475.4599 5.926749038696289e-16
5476.7499 5.720967483520508e-16
5478.0399 6.129767990112305e-16
5479.3299 5.887064743041992e-16
5480.6199 6.075585174560548e-16
5481.9099 6.034197235107422e-16
5483.1999 6.084719848632813e-16
5484.4899 6.151311111450196e-16
5485.7799 6.094231414794922e-16
5487.0699 6.188382720947266e-16
5488.3599 6.072433090209962e-16
5489.6499 6.268069076538086e-16
5490.9399 6.391935729980469e-16
5492.2299 6.442335510253907e-16
5493.5199 6.019661331176758e-16
5494.8099 6.293161773681641e-16
5496.0999 6.393937301635743e-16
5497.3899 6.413493347167969e-16
5498.6799 6.435554504394532e-16
5499.9699 6.686962890625e-16
5501.2599 6.681029510498048e-16
5502.5499 6.261839675903321e-16
5503.8399 6.717825317382813e-16
5505.1299 6.547138977050781e-16
5506.4199 6.343619918823242e-16
5507.7099 6.361594009399415e-16
5508.9999 6.252999496459961e-16
5510.2899 6.282193374633789e-16
5511.5799 6.437438964843751e-16
5512.8699 6.551313018798829e-16
5514.1599 6.686904907226563e-16
5515.4499 6.52103500366211e-16
5516.7399 6.570135498046876e-16
5518.0299 6.303606414794922e-16
5519.3199 6.451919555664063e-16
5520.6099 6.630480194091797e-16
5521.8999 6.682002258300781e-16
5523.1899 6.528692626953125e-16
5524.4799 6.574967193603516e-16
5525.7699 6.667605590820313e-16
5527.0599 6.763763427734376e-16
5528.3499 6.701031494140625e-16
5529.6399 6.541942596435547e-16
5530.9299 6.611446380615235e-16
5532.2199 6.746361541748047e-16
5533.5099 6.66416015625e-16
5534.7999 6.421189880371094e-16
5536.0899 6.376482772827149e-16
5537.3799 6.427594757080079e-16
5538.6699 6.451007080078126e-16
5539.9599 6.484925079345703e-16
5541.2499 6.457746887207032e-16
5542.5399 6.350088119506837e-16
5543.8299 6.536008453369141e-16
5545.1199 6.646787261962891e-16
5546.4099 6.619063568115235e-16
5547.6999 6.600511932373047e-16
5548.9899 6.4800300598144535e-16
5550.2799 6.570767211914063e-16
5551.5699 6.593137359619141e-16
5552.8599 6.538580322265626e-16
5554.1499 6.455928039550782e-16
5555.4399 6.592948150634766e-16
5556.7299 6.658672332763672e-16
5558.0199 6.653487396240235e-16
5559.3099 6.509541320800782e-16
5560.5999 6.497617340087891e-16
5561.8899 6.485890197753906e-16
5563.1799 6.604347229003907e-16
5564.4699 6.52312240600586e-16
5565.7599 6.385657882690431e-16
5567.0499 6.527219390869141e-16
5568.3399 6.736605072021485e-16
5569.6299 6.643788146972656e-16
5570.9199 6.647247314453125e-16
5572.2099 6.715577697753907e-16
5573.4999 6.618572235107422e-16
5574.7899 6.575928497314454e-16
5576.0799 6.369540786743165e-16
5577.3699 6.319133758544922e-16
5578.6599 6.382559204101563e-16
5579.9499 6.162384796142579e-16
5581.2399 6.3886848449707035e-16
5582.5299 6.45216293334961e-16
5583.8199 6.285489654541016e-16
5585.1099 6.403841400146485e-16
5586.3999 6.582947540283204e-16
5587.6899 6.445707702636719e-16
5588.9799 6.313386535644532e-16
5590.2699 6.443149566650392e-16
5591.5599 6.203630065917969e-16
5592.8499 6.759037780761719e-16
5594.1399 6.426534271240234e-16
5595.4299 6.415106964111328e-16
5596.7199 6.306689071655274e-16
5598.0099 6.276628112792969e-16
5599.2999 6.359427261352539e-16
5600.5899 5.993674850463868e-16
5601.8799 6.392614364624024e-16
5603.1699 6.297937774658204e-16
5604.4599 6.150814056396485e-16
5605.7499 6.006288528442384e-16
5607.0399 6.032094955444336e-16
5608.3299 5.851280212402345e-16
5609.6199 6.31998405456543e-16
5610.9099 5.896339797973633e-16
5612.1999 5.885832977294922e-16
5613.4899 6.283968353271485e-16
5614.7799 6.348296356201172e-16
5616.0699 6.343775177001954e-16
5617.3599 6.257545852661133e-16
5618.6499 6.238146209716797e-16
5619.9399 5.991045761108399e-16
5621.2299 5.942970657348633e-16
5622.5199 5.897455596923829e-16
5623.8099 6.10499267578125e-16
5625.0999 6.12783432006836e-16
5626.3899 5.998020935058594e-16
5627.6799 6.022467803955079e-16
5628.9699 6.126156616210938e-16
5630.2599 6.244126892089845e-16
5631.5499 6.165731048583985e-16
5632.8399 6.163441848754884e-16
5634.1299 6.065600967407227e-16
5635.4199 6.050489807128907e-16
5636.7099 6.271311569213868e-16
5637.9999 6.129436492919922e-16
5639.2899 6.219649887084961e-16
5640.5799 6.265066528320313e-16
5641.8699 6.087249374389649e-16
5643.1599 6.094460678100586e-16
5644.4499 6.035395812988281e-16
5645.7399 5.985555648803711e-16
5647.0299 6.049170684814453e-16
5648.3199 6.063102722167969e-16
5649.6099 6.054671859741211e-16
5650.8999 5.993712997436524e-16
5652.1899 5.882513427734375e-16
5653.4799 5.915008544921875e-16
5654.7699 6.010877227783204e-16
5656.0599 6.106429290771485e-16
5657.3499 6.284152984619141e-16
5658.6399 6.334786224365235e-16
5659.9299 6.192174148559571e-16
5661.2199 5.870996475219727e-16
5662.5099 6.143410873413086e-16
5663.7999 6.188455963134766e-16
5665.0899 5.903757095336914e-16
5666.3799 5.966657638549805e-16
5667.6699 6.120077133178711e-16
5668.9599 6.217181015014649e-16
5670.2499 5.996239852905274e-16
5671.5399 6.190225219726563e-16
5672.8299 6.16912956237793e-16
5674.1199 5.871227264404297e-16
5675.4099 5.887364959716797e-16
5676.6999 6.014068984985352e-16
5677.9899 6.028111267089844e-16
5679.2799 5.874028396606446e-16
5680.5699 5.936579895019532e-16
5681.8599 5.998204421997071e-16
5683.1499 5.947851181030274e-16
5684.4399 6.001602935791016e-16
5685.7299 6.077220916748047e-16
5687.0199 6.146639251708985e-16
5688.3099 6.140729141235352e-16
5689.5999 6.112633132934571e-16
5690.8899 6.278565979003906e-16
5692.1799 5.856763458251954e-16
5693.4699 6.061868286132813e-16
5694.7599 5.84827995300293e-16
5696.0499 6.18965950012207e-16
5697.3399 6.335713958740235e-16
5698.6299 5.894349670410157e-16
5699.9199 5.873997879028321e-16
5701.2099 6.033728408813477e-16
5702.4999 6.294640350341797e-16
5703.7899 6.072026062011719e-16
5705.0799 6.082505798339844e-16
5706.3699 6.118784332275391e-16
5707.6599 6.069883728027344e-16
5708.9499 6.30271224975586e-16
5710.2399 6.113012313842774e-16
5711.5299 6.073131561279297e-16
5712.8199 5.901541519165039e-16
5714.1099 6.130573272705079e-16
5715.3999 6.207080841064454e-16
5716.6899 6.335319519042969e-16
5717.9799 6.008952331542969e-16
5719.2699 6.120726776123047e-16
5720.5599 6.2880126953125e-16
5721.8499 6.241523742675782e-16
5723.1399 6.195680618286133e-16
5724.4299 6.215331268310547e-16
5725.7199 6.216531372070313e-16
5727.0099 5.992502212524414e-16
5728.2999 6.063826370239258e-16
5729.5899 6.259642791748047e-16
5730.8799 6.169931030273438e-16
5732.1699 6.09179916381836e-16
5733.4599 6.116369628906251e-16
5734.7499 6.029573059082032e-16
5736.0399 6.294060134887695e-16
5737.3299 6.385834503173829e-16
5738.6199 6.135172653198243e-16
5739.9099 6.209376525878907e-16
5741.1999 6.277174377441407e-16
5742.4899 6.171182250976563e-16
5743.7799 6.159275817871094e-16
5745.0699 6.167612075805664e-16
5746.3599 6.128065872192383e-16
5747.6499 6.105820846557618e-16
5748.9399 6.020917892456055e-16
5750.2299 5.893124008178711e-16
5751.5199 5.908526611328126e-16
5752.8099 5.958424377441407e-16
5754.0999 6.1937255859375e-16
5755.3899 6.101013946533203e-16
5756.6799 6.077666473388672e-16
5757.9699 5.968112945556641e-16
5759.2599 5.944776916503907e-16
5760.5499 6.008656692504883e-16
5761.8399 5.965204620361328e-16
5763.1299 5.801681518554687e-16
5764.4199 5.992697143554688e-16
5765.7099 6.094409942626953e-16
5766.9999 6.07518424987793e-16
5768.2899 6.091290664672852e-16
5769.5799 5.942279815673829e-16
5770.8699 5.895738983154298e-16
5772.1599 5.756670761108399e-16
5773.4499 5.904602432250977e-16
5774.7399 5.948067855834961e-16
5776.0299 5.808790969848633e-16
5777.3199 5.941098785400391e-16
5778.6099 5.72251091003418e-16
5779.8999 5.95266227722168e-16
5781.1899 5.775936126708985e-16
5782.4799 5.961713027954102e-16
5783.7699 5.885759353637695e-16
5785.0599 5.864448928833008e-16
5786.3499 5.847636413574219e-16
5787.6399 5.664561462402344e-16
5788.9299 6.063963317871094e-16
5790.2199 5.479571533203125e-16
5791.5099 5.949777984619141e-16
5792.7999 5.849624252319336e-16
5794.0899 5.748818588256837e-16
5795.3799 5.86097526550293e-16
5796.6699 5.725372695922852e-16
5797.9599 5.736133575439453e-16
5799.2499 6.002143859863282e-16
5800.5399 5.799942779541016e-16
5801.8299 5.658678817749024e-16
5803.1199 5.714413452148438e-16
5804.4099 5.824991226196289e-16
5805.6999 5.651478576660157e-16
5806.9899 5.596622085571289e-16
5808.2799 5.544803619384766e-16
5809.5699 5.606162261962891e-16
5810.8599 5.654719161987305e-16
5812.1499 5.570158767700196e-16
5813.4399 5.604319000244141e-16
5814.7299 5.651866912841797e-16
5816.0199 5.818653869628907e-16
5817.3099 5.854871368408203e-16
5818.5999 5.732273101806641e-16
5819.8899 5.62697868347168e-16
5821.1799 5.72198486328125e-16
5822.4699 5.649550628662109e-16
5823.7599 5.511288833618165e-16
5825.0499 5.448832702636719e-16
5826.3399 5.570375442504883e-16
5827.6299 5.553914642333985e-16
5828.9199 5.590074157714844e-16
5830.2099 5.698015594482422e-16
5831.4999 5.780008697509766e-16
5832.7899 5.798775863647461e-16
5834.0799 5.875534820556642e-16
5835.3699 5.832904052734375e-16
5836.6599 5.642505264282227e-16
5837.9499 5.764717864990235e-16
5839.2399 5.772807312011719e-16
5840.5299 5.810913848876954e-16
5841.8199 5.849333953857422e-16
5843.1099 5.7156856536865235e-16
5844.3999 5.669564437866211e-16
5845.6899 5.652838897705078e-16
5846.9799 5.669225311279297e-16
5848.2699 5.496739196777344e-16
5849.5599 5.612783432006836e-16
5850.8499 5.625090789794923e-16
5852.1399 5.688225173950196e-16
5853.4299 5.78691520690918e-16
5854.7199 5.744268798828126e-16
5856.0099 5.73949203491211e-16
5857.2999 5.864146041870117e-16
5858.5899 5.907918930053712e-16
5859.8799 5.815400695800782e-16
5861.1699 5.990300369262695e-16
5862.4599 5.868708419799805e-16
5863.7499 5.90952262878418e-16
5865.0399 5.663496398925781e-16
5866.3299 5.70821762084961e-16
5867.6199 5.569534301757813e-16
5868.9099 6.030887985229493e-16
5870.1999 5.555915451049805e-16
5871.4899 5.806896591186524e-16
5872.7799 6.140519714355469e-16
5874.0699 5.704883575439454e-16
5875.3599 5.336669540405274e-16
5876.6499 5.834292221069336e-16
5877.9399 5.692115783691407e-16
5879.2299 6.036138153076173e-16
5880.5199 5.449920272827149e-16
5881.8099 5.638108062744141e-16
5883.0999 5.34182014465332e-16
5884.3899 5.845042419433594e-16
5885.6799 5.675305938720704e-16
5886.9699 5.679765319824219e-16
5888.2599 5.711084747314453e-16
5889.5499 5.594324111938477e-16
5890.8399 5.312524032592774e-16
5892.1299 5.421079635620118e-16
5893.4199 5.548284149169922e-16
5894.7099 5.594803619384766e-16
5895.9999 5.638889312744141e-16
5897.2899 5.701122665405274e-16
5898.5799 5.543242645263672e-16
5899.8699 5.80883903503418e-16
5901.1599 5.885343170166016e-16
5902.4499 5.667072677612305e-16
5903.7399 5.892785263061524e-16
5905.0299 5.992709732055665e-16
5906.3199 5.859532928466797e-16
5907.6099 5.852255249023438e-16
5908.8999 5.91751937866211e-16
5910.1899 5.886602783203125e-16
5911.4799 6.050119781494141e-16
5912.7699 5.997007751464844e-16
5914.0599 5.74061393737793e-16
5915.3499 5.878742599487305e-16
5916.6399 5.912779998779298e-16
5917.9299 5.837729644775391e-16
5919.2199 5.88165283203125e-16
5920.5099 5.832209014892578e-16
5921.7999 5.758150482177735e-16
5923.0899 5.772593688964844e-16
5924.3799 6.010689163208008e-16
5925.6699 6.039561462402345e-16
5926.9599 5.871320724487305e-16
5928.2499 5.846010208129883e-16
5929.5399 5.809414291381836e-16
5930.8299 5.846614074707031e-16
5932.1199 5.799771118164063e-16
5933.4099 5.754890060424805e-16
5934.6999 5.824127960205079e-16
5935.9899 5.683872604370117e-16
5937.2799 5.827649688720703e-16
5938.5699 5.756538391113282e-16
5939.8599 5.790516662597657e-16
5941.1499 5.9406673431396485e-16
5942.4399 5.743324279785157e-16
5943.7299 5.836265945434571e-16
5945.0199 5.951834869384766e-16
5946.3099 5.806536102294923e-16
5947.5999 5.937720108032227e-16
5948.8899 5.536259078979493e-16
5950.1799 6.063003158569336e-16
5951.4699 5.790480041503907e-16
5952.7599 6.059587860107422e-16
5954.0499 5.676790237426758e-16
5955.3399 5.939622497558595e-16
5956.6299 5.6515033721923835e-16
