#Wavelength_Angstrom Flux_egs
4123.54 2.8458505630493165e-16
4124.83 2.821085357666016e-16
4126.12 2.6276885986328127e-16
4127.41 2.750394439697266e-16
4128.7 2.9860528945922855e-16
4129.99 2.718017387390137e-16
4131.28 2.943024635314942e-16
4132.57 2.9663055419921876e-16
4133.86 3.3206245422363284e-16
4135.15 3.0783569335937504e-16
4136.44 3.2926914215087894e-16
4137.73 3.4921279907226565e-16
4139.02 3.2458660125732426e-16
4140.31 3.7787673950195314e-16
4141.6 3.77550163269043e-16
4142.89 3.8694145202636724e-16
4144.18 3.6316055297851565e-16
4145.47 3.5913570404052735e-16
4146.76 3.6641208648681643e-16
4148.05 3.954973983764649e-16
4149.34 3.9721267700195317e-16
4150.63 3.82017936706543e-16
4151.92 3.9828941345214847e-16
4153.21 4.0473007202148443e-16
4154.5 3.9142917633056645e-16
4155.79 3.977649307250977e-16
4157.08 3.7643306732177736e-16
4158.37 3.723013305664063e-16
4159.66 4.0854202270507816e-16
4160.95 3.931259918212891e-16
4162.24 3.931678009033203e-16
4163.53 4.010409164428711e-16
4164.82 4.112827301025391e-16
4166.11 3.9179645538330083e-16
4167.4 3.9084831237792973e-16
4168.69 4.0193923950195313e-16
4169.98 4.025399017333985e-16
4171.27 3.961434936523438e-16
4172.56 4.0892654418945316e-16
4173.85 4.0390396118164066e-16
4175.14 4.058198165893555e-16
4176.43 3.867752838134766e-16
4177.72 3.958119583129883e-16
4179.01 4.061682891845703e-16
4180.3 3.693485260009766e-16
4181.59 3.929349517822266e-16
4182.88 3.81570053100586e-16
4184.17 4.042314147949219e-16
4185.46 3.901914978027344e-16
4186.75 3.643165969848633e-16
4188.04 4.2389717102050785e-16
4189.33 3.8409038543701176e-16
4190.62 3.552146148681641e-16
4191.91 3.877237319946289e-16
4193.2 3.585073852539063e-16
4194.49 3.7088726043701173e-16
4195.78 3.9689804077148443e-16
4197.07 3.673044204711914e-16
4198.36 3.9081146240234377e-16
4199.65 3.865187454223633e-16
4200.94 3.8323795318603517e-16
4202.23 3.835657501220703e-16
4203.52 4.012044525146485e-16
4204.81 3.750146865844727e-16
4206.1 3.9066917419433596e-16
4207.39 3.824424743652344e-16
4208.68 3.3689571380615235e-16
4209.97 3.8506092071533204e-16
4211.26 3.753445053100586e-16
4212.55 4.0093811035156253e-16
4213.84 3.7127212524414064e-16
4215.13 3.9690086364746094e-16
4216.42 4.142866897583008e-16
4217.71 3.5639812469482425e-16
4219.0 3.9440776824951173e-16
4220.29 3.9138248443603516e-16
4221.58 3.7180740356445316e-16
4222.87 3.659859085083008e-16
4224.16 3.8295772552490236e-16
4225.45 3.7648723602294925e-16
4226.74 3.7838367462158207e-16
4228.03 3.917778778076172e-16
4229.32 4.1482917785644535e-16
4230.61 4.0790615081787113e-16
4231.9 3.905297088623047e-16
4233.19 3.7957225799560547e-16
4234.48 3.9508262634277347e-16
4235.77 3.827220153808594e-16
4237.06 3.660358810424805e-16
4238.35 3.869100570678711e-16
4239.64 3.738325119018555e-16
4240.93 3.8230670928955083e-16
4242.22 3.776084136962891e-16
4243.51 4.266051483154297e-16
4244.8 4.026639556884766e-16
4246.09 3.97555160522461e-16
4247.38 4.059585189819336e-16
4248.67 4.083210372924805e-16
4249.96 3.8339683532714846e-16
4251.25 4.0742282867431644e-16
4252.54 4.2260253906250004e-16
4253.83 4.4845691680908205e-16
4255.12 4.165633010864258e-16
4256.41 3.9275569915771485e-16
4257.7 3.7201709747314457e-16
4258.99 3.7853271484375004e-16
4260.28 3.800711059570313e-16
4261.57 3.4816558837890627e-16
4262.86 3.433041381835938e-16
4264.15 3.705782699584961e-16
4265.44 3.6964580535888676e-16
4266.73 3.573836898803711e-16
4268.02 3.711501693725586e-16
4269.31 3.5477684020996095e-16
4270.6 3.734586334228516e-16
4271.89 3.770610809326172e-16
4273.18 3.989166259765625e-16
4274.47 3.8717109680175785e-16
4275.76 3.959270477294922e-16
4277.05 4.028124618530274e-16
4278.34 4.178585433959961e-16
4279.63 3.964779663085938e-16
4280.92 4.0559490203857426e-16
4282.21 3.8836833953857424e-16
4283.5 4.0371948242187504e-16
4284.79 3.9683277130126957e-16
4286.08 4.0351821899414064e-16
4287.37 3.945707702636719e-16
4288.66 4.187173843383789e-16
4289.95 4.0894824981689458e-16
4291.24 4.36532211303711e-16
4292.53 3.983610916137696e-16
4293.82 3.85791244506836e-16
4295.11 4.1678287506103517e-16
4296.4 4.0559070587158206e-16
4297.69 3.887746047973633e-16
4298.98 4.1039852142333985e-16
4300.27 4.467761611938477e-16
4301.56 4.264532852172852e-16
4302.85 4.2303562164306643e-16
4304.14 4.229132080078125e-16
4305.43 4.3540740966796877e-16
4306.72 4.027118301391602e-16
4308.01 4.10312614440918e-16
4309.3 4.097639083862305e-16
4310.59 3.9470199584960943e-16
4311.88 4.2049842834472657e-16
4313.17 4.489050674438477e-16
4314.46 4.0260837554931643e-16
4315.75 4.186639785766602e-16
4317.04 4.060219955444336e-16
4318.33 3.8633892059326174e-16
4319.62 3.7473674774169924e-16
4320.91 3.8278278350830083e-16
4322.2 4.0339073181152347e-16
4323.49 3.8597713470458987e-16
4324.78 4.039011001586914e-16
4326.07 4.2932807922363284e-16
4327.36 4.2552917480468754e-16
4328.65 4.3900562286376956e-16
4329.94 4.2236385345458985e-16
4331.23 3.9842609405517583e-16
4332.52 4.1378364562988283e-16
4333.81 4.100710678100586e-16
4335.1 3.8796287536621095e-16
4336.39 3.851145172119141e-16
4337.68 3.9638515472412114e-16
4338.97 3.9697654724121095e-16
4340.26 3.6491359710693363e-16
4341.55 3.7765022277832033e-16
4342.84 3.8080398559570315e-16
4344.13 3.6385784149169924e-16
4345.42 3.979107666015625e-16
4346.71 4.062380981445313e-16
4348.0 4.024071884155274e-16
4349.29 3.856744003295899e-16
4350.58 3.9232261657714846e-16
4351.87 3.7739246368408205e-16
4353.16 3.7920581817626957e-16
4354.45 3.89010124206543e-16
4355.74 3.614848709106446e-16
4357.03 3.9777370452880862e-16
4358.32 3.906205749511719e-16
4359.61 3.7445999145507817e-16
4360.9 4.0946914672851566e-16
4362.19 4.006019973754883e-16
4363.48 4.0545959472656253e-16
4364.77 3.7072162628173833e-16
4366.06 3.918612670898438e-16
4367.35 4.0029251098632816e-16
4368.64 3.9564510345458986e-16
4369.93 3.858325958251953e-16
4371.22 3.8526210784912113e-16
4372.51 4.0627834320068363e-16
4373.8 3.837405014038086e-16
4375.09 3.724173736572266e-16
4376.38 3.9078243255615237e-16
4377.67 4.0068706512451173e-16
4378.96 3.9346118927001955e-16
4380.25 4.140510177612305e-16
4381.54 3.9827861785888673e-16
4382.83 4.131217956542969e-16
4384.12 3.918194580078125e-16
4385.41 3.961240386962891e-16
4386.7 3.9616985321044923e-16
4387.99 4.112857818603516e-16
4389.28 4.261193466186524e-16
4390.57 4.052119827270508e-16
4391.86 4.102758026123047e-16
4393.15 4.0145256042480473e-16
4394.44 3.589004516601563e-16
4395.73 3.7197383880615236e-16
4397.02 3.6342010498046877e-16
4398.31 4.144221878051758e-16
4399.6 4.1771736145019534e-16
4400.89 3.9302829742431645e-16
4402.18 3.9210899353027345e-16
4403.47 3.9654705047607425e-16
4404.76 4.011723327636719e-16
4406.05 3.9609249114990236e-16
4407.34 4.095452117919922e-16
4408.63 4.094288635253907e-16
4409.92 3.850239181518555e-16
4411.21 3.9950969696044923e-16
4412.5 3.9470874786376954e-16
4413.79 4.0589553833007816e-16
4415.08 4.0726734161376954e-16
4416.37 3.7619022369384766e-16
4417.66 3.911715698242188e-16
4418.95 3.9367977142333987e-16
4420.24 3.690110778808594e-16
4421.53 3.7578235626220706e-16
4422.82 3.722797775268555e-16
4424.11 3.680569458007813e-16
4425.4 3.7332099914550783e-16
4426.69 4.032992172241211e-16
4427.98 3.680715560913086e-16
4429.27 3.6867893218994143e-16
4430.56 3.765188217163086e-16
4431.85 3.645584869384766e-16
4433.14 3.6583675384521486e-16
4434.43 3.726771926879883e-16
4435.72 3.814119338989258e-16
4437.01 4.022225952148438e-16
4438.3 3.7415229797363283e-16
4439.59 3.642829513549805e-16
4440.88 3.6928218841552737e-16
4442.17 3.495941162109375e-16
4443.46 3.2387622833251956e-16
4444.75 3.4860301971435547e-16
4446.04 3.645768737792969e-16
4447.33 3.878321838378907e-16
4448.62 3.812523269653321e-16
4449.91 3.6599605560302737e-16
4451.2 3.85472526550293e-16
4452.49 3.8200691223144535e-16
4453.78 3.6208248138427735e-16
4455.07 3.6100673675537114e-16
4456.36 3.712861251831055e-16
4457.65 3.6572307586669923e-16
4458.94 3.6297630310058595e-16
4460.23 3.4432685852050783e-16
4461.52 3.509532165527344e-16
4462.81 3.657875442504883e-16
4464.1 3.499795532226563e-16
4465.39 3.248007583618164e-16
4466.68 3.307113647460938e-16
4467.97 3.460131072998047e-16
4469.26 3.396468734741211e-16
4470.55 3.332716751098633e-16
4471.84 3.386467742919922e-16
4473.13 3.4089176177978516e-16
4474.42 3.3286514282226566e-16
4475.71 3.2095718383789065e-16
4477.0 3.367404556274414e-16
4478.29 3.340031433105469e-16
4479.58 3.3861202239990235e-16
4480.87 3.4605571746826174e-16
4482.16 3.4247798919677735e-16
4483.45 3.335919189453125e-16
4484.74 3.1946710586547855e-16
4486.03 3.283549499511719e-16
4487.32 3.485173797607422e-16
4488.61 3.626899337768555e-16
4489.9 3.7500579833984377e-16
4491.1899 3.8148860931396486e-16
4492.4799 3.7784767150878907e-16
4493.7699 3.523376846313477e-16
4495.0599 3.4813179016113285e-16
4496.3499 3.384483337402344e-16
4497.6399 3.347029495239258e-16
4498.9299 3.1319433212280273e-16
4500.2199 3.3701442718505864e-16
4501.5099 3.68912467956543e-16
4502.7999 3.5855628967285157e-16
4504.0899 3.567703247070313e-16
4505.3799 3.7030063629150395e-16
4506.6699 3.4677436828613284e-16
4507.9599 3.508354187011719e-16
4509.2499 3.433615493774414e-16
4510.5399 3.2832130432128906e-16
4511.8299 3.5354141235351564e-16
4513.1199 3.8714057922363284e-16
4514.4099 3.8947177886962895e-16
4515.6999 3.7809986114501957e-16
4516.9899 3.5551319122314456e-16
4518.2799 3.406235122680664e-16
4519.5699 3.271385192871094e-16
4520.8599 3.3362392425537114e-16
4522.1499 3.485161590576172e-16
4523.4399 3.6274681091308595e-16
4524.7299 3.608649826049805e-16
4526.0199 3.596480560302735e-16
4527.3099 3.5488174438476565e-16
4528.5999 3.7124752044677736e-16
4529.8899 3.794743347167969e-16
4531.1799 3.7841838836669923e-16
4532.4699 3.9376670837402346e-16
4533.7599 3.9719902038574224e-16
4535.0499 3.93559799194336e-16
4536.3399 4.1145305633544927e-16
4537.6299 4.1741428375244146e-16
4538.9199 4.1262344360351564e-16
4540.2099 4.121847152709961e-16
4541.4999 4.07821159362793e-16
4542.7899 4.076082229614258e-16
4544.0799 4.0053962707519536e-16
4545.3699 4.0058799743652345e-16
4546.6599 4.115207290649414e-16
4547.9499 4.165217590332032e-16
4549.2399 4.2012561798095704e-16
4550.5299 4.081712341308594e-16
4551.8199 3.9509483337402346e-16
4553.1099 4.070108795166016e-16
4554.3999 4.1004093170166017e-16
4555.6899 4.121081161499024e-16
4556.9799 4.2511474609375003e-16
4558.2699 4.0322673797607425e-16
4559.5599 3.880196380615235e-16
4560.8499 4.0332767486572267e-16
4562.1399 4.124208450317383e-16
4563.4299 4.20257568359375e-16
4564.7199 4.190472793579102e-16
4566.0099 4.124720001220703e-16
4567.2999 4.2343574523925783e-16
4568.5899 4.3003005981445316e-16
4569.8799 4.232605361938477e-16
4571.1699 4.3827114105224614e-16
4572.4599 4.2949939727783206e-16
4573.7499 4.0804336547851564e-16
4575.0399 4.318229675292969e-16
4576.3299 4.3832420349121095e-16
4577.6199 4.3098876953125003e-16
4578.9099 4.1015750885009767e-16
4580.1999 4.088696670532227e-16
4581.4899 4.182214736938477e-16
4582.7799 4.253438568115235e-16
4584.0699 4.3070911407470704e-16
4585.3599 4.2560379028320315e-16
4586.6499 4.3477745056152347e-16
4587.9399 4.455269241333008e-16
4589.2299 4.336564636230469e-16
4590.5199 4.254400253295899e-16
4591.8099 4.156033706665039e-16
4593.0999 4.177713012695313e-16
4594.3899 4.121714019775391e-16
4595.6799 4.208638000488282e-16
4596.9699 4.3520656585693364e-16
4598.2599 4.3427810668945313e-16
4599.5499 4.3287647247314455e-16
4600.8399 4.375223541259766e-16
4602.1299 4.512593460083008e-16
4603.4199 4.466809844970703e-16
4604.7099 4.3617851257324223e-16
4605.9999 4.319192123413086e-16
4607.2899 4.442270278930665e-16
4608.5799 4.447084045410157e-16
4609.8699 4.367781829833985e-16
4611.1599 4.44937744140625e-16
4612.4499 4.447413635253906e-16
4613.7399 4.538617706298829e-16
4615.0299 4.694072341918946e-16
4616.3199 4.695009613037109e-16
4617.6099 4.833419418334961e-16
4618.8999 4.661509704589844e-16
4620.1899 4.556020736694336e-16
4621.4799 4.4211975097656254e-16
4622.7699 4.582738876342774e-16
4624.0599 4.6482666015625e-16
4625.3499 4.836519241333008e-16
4626.6399 4.752987289428712e-16
4627.9299 4.836301040649415e-16
4629.2199 4.785344696044923e-16
4630.5099 4.764257049560547e-16
4631.7999 4.64677848815918e-16
4633.0899 4.661037826538086e-16
4634.3799 4.739746856689453e-16
4635.6699 4.686397171020508e-16
4636.9599 4.64873275756836e-16
4638.2499 4.719503021240235e-16
4639.5399 4.815958786010742e-16
4640.8299 5.053863143920899e-16
4642.1199 4.934008026123047e-16
4643.4099 5.018692779541016e-16
4644.6999 5.267043304443359e-16
4645.9899 5.077746963500977e-16
4647.2799 5.159735488891602e-16
4648.5699 5.156411361694337e-16
4649.8599 5.26986198425293e-16
4651.1499 5.30945053100586e-16
4652.4399 5.330985641479493e-16
4653.7299 5.316370010375977e-16
4655.0199 5.344084930419922e-16
4656.3099 5.403951644897462e-16
4657.5999 5.368560409545899e-16
4658.8899 5.389447784423829e-16
4660.1799 5.45973243713379e-16
4661.4699 5.299938583374024e-16
4662.7599 5.348175430297852e-16
4664.0499 5.412970733642578e-16
4665.3399 5.325818252563477e-16
4666.6299 5.62916374206543e-16
4667.9199 5.379687118530273e-16
4669.2099 5.243790435791016e-16
4670.4999 5.381067276000977e-16
4671.7899 5.581887435913086e-16
4673.0799 5.469778823852539e-16
4674.3699 5.340855789184571e-16
4675.6599 5.477493286132813e-16
4676.9499 5.711937713623047e-16
4678.2399 5.39450569152832e-16
4679.5299 5.670005416870117e-16
4680.8199 5.723761749267579e-16
4682.1099 5.506030273437501e-16
4683.3999 5.885648727416992e-16
4684.6899 5.99223861694336e-16
4685.9799 5.654974746704102e-16
4687.2699 5.839307022094727e-16
4688.5599 5.723818588256836e-16
4689.8499 5.913537979125977e-16
4691.1399 5.742825317382813e-16
4692.4299 5.63781852722168e-16
4693.7199 5.826245498657227e-16
4695.0099 5.607479858398438e-16
4696.2999 5.502017211914063e-16
4697.5899 5.762900924682618e-16
4698.8799 5.491074371337891e-16
4700.1699 5.555429840087891e-16
4701.4599 5.473905563354492e-16
4702.7499 5.649673080444336e-16
4704.0399 5.864824295043946e-16
4705.3299 5.404504776000977e-16
4706.6199 5.617733764648437e-16
4707.9099 5.743601989746094e-16
4709.1999 5.778680038452148e-16
4710.4899 5.467709732055665e-16
4711.7799 5.136891174316407e-16
4713.0699 5.38004493713379e-16
4714.3599 5.456864547729492e-16
4715.6499 5.500648498535157e-16
4716.9399 5.639695739746095e-16
4718.2299 5.706480026245117e-16
4719.5199 5.843144607543946e-16
4720.8099 5.874060058593751e-16
4722.0999 5.655696487426758e-16
4723.3899 5.688342666625977e-16
4724.6799 5.668061065673828e-16
4725.9699 5.718476486206056e-16
4727.2599 5.75581283569336e-16
4728.5499 5.839645004272462e-16
4729.8399 5.70019874572754e-16
4731.1299 5.515507888793946e-16
4732.4199 6.058137130737305e-16
4733.7099 5.948719787597657e-16
4734.9999 5.548358154296875e-16
4736.2899 5.699154281616211e-16
4737.5799 5.495844268798829e-16
4738.8699 5.814497756958008e-16
4740.1599 6.0022964477539065e-16
4741.4499 5.990078735351563e-16
4742.7399 5.920240783691407e-16
4744.0299 5.985640335083008e-16
4745.3199 6.008678436279297e-16
4746.6099 5.939623260498047e-16
4747.8999 5.803314590454102e-16
4749.1899 5.500826644897461e-16
4750.4799 6.043217849731446e-16
4751.7699 5.661748504638673e-16
4753.0599 5.806317138671876e-16
4754.3499 5.720512390136719e-16
4755.6399 5.748227310180665e-16
4756.9299 5.840093231201173e-16
4758.2199 5.573400115966797e-16
4759.5099 5.890413665771485e-16
4760.7999 5.534220123291016e-16
4762.0899 5.437189483642578e-16
4763.3799 5.390739440917969e-16
4764.6699 5.546965789794922e-16
4765.9599 5.478613662719727e-16
4767.2499 5.515320587158204e-16
4768.5399 5.651318359375001e-16
4769.8299 5.748125457763672e-16
4771.1199 5.786248779296875e-16
4772.4099 5.603513717651368e-16
4773.6999 5.645745086669922e-16
4774.9899 5.61769142150879e-16
4776.2799 5.408209228515626e-16
4777.5699 5.563794326782227e-16
4778.8599 5.423514938354493e-16
4780.1499 5.493472290039063e-16
4781.4399 5.519860076904297e-16
4782.7299 5.531977081298829e-16
4784.0199 5.555117416381837e-16
4785.3099 5.517342376708985e-16
4786.5999 5.512281417846681e-16
4787.8899 5.493994522094727e-16
4789.1799 5.445283126831055e-16
4790.4699 5.489278411865234e-16
4791.7599 5.519101715087891e-16
4793.0499 5.54399642944336e-16
4794.3399 5.664254760742188e-16
4795.6299 5.55799903869629e-16
4796.9199 5.466665267944336e-16
4798.2099 5.566411209106446e-16
4799.4999 5.671764755249023e-16
4800.7899 5.594655990600586e-16
4802.0799 5.519809341430665e-16
4803.3699 5.587014007568359e-16
4804.6599 5.666585159301759e-16
4805.9499 5.627859115600586e-16
4807.2399 5.681211090087891e-16
4808.5299 5.629746246337891e-16
4809.8199 5.506663894653321e-16
4811.1099 5.627327346801758e-16
4812.3999 5.709222412109376e-16
4813.6899 5.528720474243165e-16
4814.9799 5.482745742797852e-16
4816.2699 5.593418121337891e-16
4817.5599 5.690675735473634e-16
4818.8499 5.748799133300782e-16
4820.1399 5.727400970458985e-16
4821.4299 5.588353729248047e-16
4822.7199 5.565412139892578e-16
4824.0099 5.66913299560547e-16
4825.2999 5.600621414184571e-16
4826.5899 5.606079483032227e-16
4827.8799 5.531489562988281e-16
4829.1699 5.489582443237305e-16
4830.4599 5.555659103393556e-16
4831.7499 5.371869277954102e-16
4833.0399 5.283717727661133e-16
4834.3299 5.25388298034668e-16
4835.6199 5.26151123046875e-16
4836.9099 5.453181457519532e-16
4838.1999 5.472905349731446e-16
4839.4899 5.460019683837891e-16
4840.7799 5.328964233398438e-16
4842.0699 5.200502777099609e-16
4843.3599 5.298678970336915e-16
4844.6499 5.365966415405274e-16
4845.9399 5.542937850952149e-16
4847.2299 5.450841903686524e-16
4848.5199 5.246515274047852e-16
4849.8099 5.1737403869628905e-16
4851.0999 5.234009552001954e-16
4852.3899 5.120605850219727e-16
4853.6799 4.979644393920899e-16
4854.9699 4.835124206542969e-16
4856.2599 5.049680709838868e-16
4857.5499 5.018743896484375e-16
4858.8399 5.035369110107422e-16
4860.1299 5.146170806884766e-16
4861.4199 5.138887786865235e-16
4862.7099 5.237794494628906e-16
4863.9999 5.176485061645508e-16
4865.2899 5.007852554321289e-16
4866.5799 5.124542617797852e-16
4867.8699 5.028865051269532e-16
4869.1599 4.959626770019531e-16
4870.4499 4.887360763549805e-16
4871.7399 5.054968261718751e-16
4873.0299 5.160429763793945e-16
4874.3199 5.067007446289063e-16
4875.6099 5.179707336425781e-16
4876.8999 5.020237731933594e-16
4878.1899 4.794341278076172e-16
4879.4799 5.005423736572266e-16
4880.7699 4.843638229370117e-16
4882.0599 4.920030593872071e-16
4883.3499 5.004420471191406e-16
4884.6399 4.966193008422852e-16
4885.9299 4.913869094848633e-16
4887.2199 5.048846817016602e-16
4888.5099 4.92927360534668e-16
4889.7999 4.747129058837891e-16
4891.0899 4.619777297973633e-16
4892.3799 4.896690368652344e-16
4893.6699 4.862618255615234e-16
4894.9599 4.806633758544922e-16
4896.2499 4.8964988708496095e-16
4897.5399 4.991113662719727e-16
