#OBJECT = ATLAS19cbq
#MJD-OBS = 58518.552361
#DATE-OBS = 2019-02-04T13:15:24
#EXPTIME = 2120.000000
#AIRMASS = 1.150000
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
# BLUE_FLUX = data/035_mhuber/mhuber_rerun_035/spec_Ccbq_redo_B.fits
# BLUE_VAR = data/035_mhuber/mhuber_rerun_035/var_spec_Ccbq_redo_B.fits
# RED_FLUX = data/035_mhuber/mhuber_rerun_035/spec_Ccbq_redo_R.fits
# RED_VAR = data/035_mhuber/mhuber_rerun_035/var_spec_Ccbq_redo_R.fits
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3305.060000 1.499581e-16 3.450237e-17
3307.060000 1.403559e-16 3.131395e-17
3309.060000 1.192929e-16 3.241430e-17
3311.060000 1.183761e-16 3.687136e-17
3313.060000 1.615990e-16 4.243158e-17
3315.060000 7.736957e-17 3.914907e-17
3317.060000 1.525871e-17 3.161440e-17
3319.060000 4.985900e-17 2.864510e-17
3321.060000 8.690008e-17 2.935518e-17
3323.060000 7.950696e-17 3.350639e-17
3325.060000 6.037236e-17 3.926168e-17
3327.060000 5.015567e-17 3.872675e-17
3329.060000 6.321449e-17 3.309747e-17
3331.060000 6.180939e-17 2.885216e-17
3333.060000 7.396824e-17 2.817608e-17
3335.060000 8.426590e-17 3.126248e-17
3337.060000 5.852537e-17 3.684355e-17
3339.060000 8.749135e-17 3.852213e-17
3341.060000 4.823069e-17 3.287391e-17
3343.060000 5.674317e-17 2.802630e-17
3345.060000 5.539588e-17 2.609152e-17
3347.060000 4.182520e-17 2.764891e-17
3349.060000 3.030841e-17 3.191685e-17
3351.060000 2.697039e-17 3.515190e-17
3353.060000 5.024647e-17 3.224678e-17
3355.060000 5.868147e-17 2.699126e-17
3357.060000 8.153711e-17 2.469785e-17
3359.060000 1.029296e-16 2.578866e-17
3361.060000 9.879848e-17 2.969237e-17
3363.060000 3.906518e-17 3.324670e-17
3365.060000 3.321325e-17 3.205414e-17
3367.060000 4.947512e-17 2.725669e-17
3369.060000 1.764540e-17 2.378647e-17
3371.060000 1.800745e-17 2.385041e-17
3373.060000 7.047550e-17 2.746221e-17
3375.060000 1.172991e-16 3.314584e-17
3377.060000 1.025051e-16 3.312194e-17
3379.060000 5.157960e-17 2.717021e-17
3381.060000 4.350193e-17 2.333692e-17
3383.060000 4.731940e-17 2.251915e-17
3385.060000 6.093597e-17 2.483814e-17
3387.060000 8.954736e-17 2.993399e-17
3389.060000 4.686650e-17 3.083793e-17
3391.060000 1.151309e-16 2.773441e-17
3393.060000 8.368902e-17 2.305515e-17
3395.060000 3.618461e-17 2.164987e-17
3397.060000 3.100531e-17 2.346854e-17
3399.060000 8.062118e-17 2.798062e-17
3401.060000 4.230419e-17 3.040721e-17
3403.060000 7.709522e-17 2.799935e-17
3405.060000 1.004402e-16 2.355934e-17
3407.060000 1.007280e-16 2.121396e-17
3409.060000 9.707134e-17 2.183471e-17
3411.060000 9.329023e-17 2.511071e-17
3413.060000 5.318307e-17 2.828719e-17
3415.060000 6.263327e-17 2.746933e-17
3417.060000 4.640254e-17 2.292459e-17
3419.060000 5.064605e-17 2.017899e-17
3421.060000 6.456232e-17 2.016792e-17
3423.060000 7.049263e-17 2.284267e-17
3425.060000 5.004657e-17 2.668222e-17
3427.060000 7.275541e-17 2.729307e-17
3429.060000 5.620412e-17 2.267535e-17
3431.060000 5.150217e-17 1.941383e-17
3433.060000 6.920520e-17 1.875458e-17
3435.060000 8.221785e-17 2.071775e-17
3437.060000 5.652642e-17 2.407012e-17
3439.060000 5.217537e-17 2.571430e-17
3441.060000 4.555700e-17 2.272079e-17
3443.060000 3.761930e-17 1.898731e-17
3445.060000 3.538299e-17 1.755838e-17
3447.060000 4.130798e-17 1.870298e-17
3449.060000 5.032236e-17 2.222893e-17
3451.060000 3.620848e-17 2.484264e-17
3453.060000 5.811649e-17 2.355961e-17
3455.060000 2.785067e-17 1.930983e-17
3457.060000 4.600145e-17 1.745367e-17
3459.060000 6.851088e-17 1.795398e-17
3461.060000 7.697544e-17 2.049536e-17
3463.060000 1.231794e-16 2.484158e-17
3465.060000 7.343383e-17 2.398656e-17
3467.060000 6.373382e-17 1.960151e-17
3469.060000 7.138369e-17 1.728236e-17
3471.060000 7.252811e-17 1.709575e-17
3473.060000 6.581553e-17 1.902923e-17
3475.060000 6.905373e-17 2.252009e-17
3477.060000 7.885279e-17 2.373053e-17
3479.060000 6.637200e-17 1.995614e-17
3481.060000 6.301011e-17 1.713626e-17
3483.060000 5.825370e-17 1.633483e-17
3485.060000 5.993448e-17 1.779084e-17
3487.060000 7.993783e-17 2.116540e-17
3489.060000 1.107076e-16 2.316504e-17
3491.060000 1.089064e-16 2.061361e-17
3493.060000 8.530830e-17 1.721281e-17
3495.060000 8.616720e-17 1.584809e-17
3497.060000 8.991985e-17 1.669040e-17
3499.060000 7.531639e-17 1.923104e-17
3501.060000 6.521335e-17 2.190376e-17
3503.060000 9.639813e-17 2.072484e-17
3505.060000 1.127357e-16 1.752171e-17
3507.060000 1.137177e-16 1.581336e-17
3509.060000 1.072856e-16 1.613021e-17
3511.060000 9.192287e-17 1.824753e-17
3513.060000 5.038105e-17 2.128151e-17
3515.060000 5.539534e-17 2.102344e-17
3517.060000 6.026486e-17 1.747005e-17
3519.060000 7.007487e-17 1.535261e-17
3521.060000 7.136128e-17 1.510462e-17
3523.060000 6.914984e-17 1.682322e-17
3525.060000 8.003062e-17 2.020313e-17
3527.060000 7.861531e-17 2.094725e-17
3529.060000 7.167756e-17 1.802464e-17
3531.060000 7.767943e-17 1.563499e-17
3533.060000 7.425587e-17 1.484258e-17
3535.060000 5.056917e-17 1.598927e-17
3537.060000 1.417981e-17 1.842251e-17
3539.060000 4.766407e-17 2.065491e-17
3541.060000 5.560934e-17 1.888063e-17
3543.060000 3.347641e-17 1.569906e-17
3545.060000 2.637957e-17 1.447150e-17
3547.060000 3.784941e-17 1.531812e-17
3549.060000 5.526521e-17 1.799994e-17
3551.060000 4.549578e-17 2.042557e-17
3553.060000 3.838335e-17 1.932929e-17
3555.060000 3.405916e-17 1.609770e-17
3557.060000 5.159505e-17 1.439506e-17
3559.060000 5.497150e-17 1.453636e-17
3561.060000 4.206619e-17 1.635399e-17
3563.060000 5.801884e-17 1.965947e-17
3565.060000 6.781621e-17 1.961008e-17
3567.060000 4.898788e-17 1.608949e-17
3569.060000 5.683030e-17 1.416583e-17
3571.060000 7.492635e-17 1.389800e-17
3573.060000 9.155543e-17 1.543994e-17
3575.060000 9.931308e-17 1.831721e-17
3577.060000 9.666505e-17 1.912307e-17
3579.060000 9.057067e-17 1.675239e-17
3581.060000 7.809335e-17 1.426557e-17
3583.060000 6.292636e-17 1.331336e-17
3585.060000 5.502604e-17 1.420381e-17
3587.060000 6.195807e-17 1.672332e-17
3589.060000 7.395077e-17 1.855427e-17
