#MJD=59171.4768460691
#Object=ZTF20acisvli
#wavelength flambda
3300.0 6.158969100000001e-17
3301.07226941248 2.8082571999999994e-17
3302.14453882496 3.1522181999999997e-17
3303.21680823744 3.6561449499999997e-17
3304.28907764992 4.1096845500000003e-17
3305.3613470624 3.26823725e-17
3306.43361647488 4.1321899999999996e-17
3307.50588588736 3.3193996e-17
3308.57815529984 5.11492685e-17
3309.65042471232 3.9675866499999996e-17
3310.7226941248 1.5850103000000002e-17
3311.79496353728 2.4351973e-17
3312.86723294976 3.73159435e-17
3313.93950236224 4.2346473e-17
3315.01177177472 3.7124328e-17
3316.0840411872 1.3124799e-17
3317.15631059968 1.43626115e-17
3318.22858001216 9.772058999999999e-18
3319.30084942464 3.6110108e-17
3320.37311883712 3.2880312e-17
3321.4453882496 1.7120564e-17
3322.51765766208 1.43402905e-17
3323.58992707456 4.091179200000001e-17
3324.66219648704 3.28018655e-17
3325.73446589952 8.07435315e-18
3326.806735312 1.6078889e-17
3327.87900472448 2.6614256499999996e-17
3328.95127413696 2.78101385e-17
3330.02354354944 2.6276016000000002e-17
3331.09581296192 3.95475675e-17
3332.1680823744 2.22440155e-17
3333.24035178688 2.7972752e-17
3334.31262119936 2.0859408e-17
3335.38489061184 1.2725061e-17
3336.45716002432 1.1409269499999999e-17
3337.5294294368 3.11156865e-17
3338.60169884928 2.8902039999999995e-17
3339.67396826176 2.1820860000000002e-17
3340.74623767424 3.0892026e-17
3341.81850708672 2.09226055e-17
3342.8907764992 2.10945095e-17
3343.96304591168 2.3258915500000003e-17
3345.03531532416 2.2593238e-17
3346.10758473664 1.7523396e-17
3347.17985414912 2.6879329e-17
3348.2521235616 1.3379748e-17
3349.32439297408 2.1788126500000002e-17
3350.39666238656 3.5143845e-17
3351.46893179904 2.3509725e-17
3352.54120121152 2.8614417e-17
3353.613470624 2.5966616e-17
3354.68574003648 1.579351e-17
3355.75800944896 2.4335194e-17
3356.83027886144 2.4907796500000002e-17
3357.90254827392 3.7927204e-17
3358.9748176864 3.9176006999999997e-17
3360.04708709888 3.3594745499999994e-17
3361.11935651136 3.1358956499999995e-17
3362.19162592384 2.9780005e-17
3363.26389533632 4.7734504e-17
3364.3361647488 3.7433218e-17
3365.40843416128 1.9085993499999998e-17
3366.48070357376 2.2097084499999998e-17
3367.55297298624 3.12650145e-17
3368.62524239872 4.1532835999999996e-17
3369.6975118112 3.64516635e-17
3370.76978122368 2.66658005e-17
3371.84205063616 1.52887545e-17
3372.91432004864 1.9356982e-17
3373.98658946112 2.18060445e-17
3375.0588588736 1.9255304999999996e-17
3376.13112828608 4.0431933e-17
3377.20339769856 5.92857405e-17
3378.27566711104 5.39738695e-17
3379.34793652352 2.5876227e-17
3380.420205936 3.5409962999999997e-17
3381.49247534848 4.69340675e-17
3382.56474476096 3.1907104500000003e-17
3383.63701417344 3.2078710999999995e-17
3384.70928358592 3.7439958499999994e-17
3385.7815529984 2.4096922e-17
3386.85382241088 1.9880165499999998e-17
3387.92609182336 2.2117816e-17
3388.99836123584 2.5130980999999998e-17
3390.07063064832 3.0773272499999995e-17
3391.1429000608 1.38641545e-17
3392.21516947328 1.9296343e-17
3393.28743888576 1.4384915500000002e-17
3394.35970829824 1.6087338000000002e-17
3395.43197771072 3.0582345499999996e-17
3396.5042471232 2.5472519499999996e-17
3397.57651653568 2.7063855500000002e-17
3398.64878594816 4.14649975e-17
3399.72105536064 3.38323035e-17
3400.79332477312 3.1431435999999995e-17
3401.8655941856 2.5677106e-17
3402.93786359808 3.1410679e-17
3404.01013301056 2.86710695e-17
3405.08240242304 2.2452826499999995e-17
3406.15467183552 2.3270662499999998e-17
3407.226941248 2.0905154999999998e-17
3408.29921066048 3.173764e-17
3409.37148007296 3.449295749999999e-17
3410.44374948544 4.89511345e-17
3411.51601889792 3.5955561e-17
3412.5882883104 2.4890014500000002e-17
3413.66055772288 3.0638275500000003e-17
3414.73282713536 3.39595315e-17
3415.80509654784 9.93378e-18
3416.87736596032 2.6754736000000002e-17
3417.9496353728 1.7824075000000002e-17
3419.02190478528 2.56086215e-17
3420.09417419776 2.54568795e-17
3421.16644361024 2.5054982499999998e-17
3422.23871302272 3.47394405e-17
3423.3109824352 4.02211415e-17
3424.38325184768 2.6111541000000002e-17
3425.45552126016 4.0508381999999996e-17
3426.52779067264 3.6137800999999997e-17
3427.60006008512 3.41296335e-17
3428.6723294976 2.5637734000000002e-17
3429.74459891008 2.17358175e-17
3430.81686832256 3.7242851999999996e-17
3431.88913773504 2.8225754499999995e-17
3432.96140714752 3.9932983e-17
3434.03367656 3.754008e-17
3435.10594597248 3.56756305e-17
3436.17821538496 4.1392602999999997e-17
3437.25048479744 2.57410685e-17
3438.32275420992 2.8971264e-17
3439.3950236224 3.9364537e-17
3440.46729303488 3.17153445e-17
3441.53956244736 3.1198944e-17
3442.61183185984 1.78185415e-17
3443.68410127232 1.6457071e-17
3444.7563706848 1.8000926e-17
3445.82864009728 2.8916252e-17
3446.90090950976 3.7612041e-17
3447.97317892224 4.2081001e-17
3449.04544833472 3.3568574e-17
3450.1177177472 2.6903766499999996e-17
3451.18998715968 3.1204231e-17
3452.26225657216 2.7504759000000002e-17
3453.33452598464 2.551649e-17
3454.40679539712 3.15819625e-17
3455.4790648096 3.65327535e-17
3456.55133422208 1.61075595e-17
3457.62360363456 2.3245264499999997e-17
3458.69587304704 3.8926752999999995e-17
3459.76814245952 3.8282215e-17
3460.840411872 3.2758728e-17
3461.91268128448 2.99496055e-17
3462.98495069696 2.7833972499999994e-17
3464.05722010944 2.6331538000000002e-17
3465.12948952192 2.91362235e-17
3466.2017589344 3.3899275e-17
3467.27402834688 2.7705121e-17
3468.34629775936 2.63094295e-17
3469.41856717184 3.14169265e-17
3470.49083658432 3.3030864e-17
3471.5631059968 2.9530589500000003e-17
3472.63537540928 2.92076405e-17
3473.70764482176 2.98509715e-17
3474.77991423424 3.4963509e-17
3475.85218364672 3.2693719999999997e-17
3476.9244530592 3.12218685e-17
3477.99672247168 4.0930432499999996e-17
3479.06899188416 4.51452595e-17
3480.14126129664 3.6912958500000003e-17
3481.21353070912 2.55295885e-17
3482.2858001216 2.662846e-17
3483.35806953408 4.098218050000001e-17
3484.43033894656 3.980346e-17
3485.50260835904 2.0569354e-17
3486.57487777152 1.3561792499999998e-17
3487.647147184 1.5968524999999998e-17
3488.71941659648 2.2520749999999998e-17
3489.79168600896 3.58427575e-17
3490.86395542144 2.9438245499999997e-17
3491.93622483392 2.149327e-17
3493.0084942464 2.6069363999999997e-17
3494.08076365888 2.5978328999999997e-17
3495.15303307136 1.9450090999999998e-17
3496.22530248384 2.8661422e-17
3497.29757189632 3.5727386999999995e-17
3498.3698413088 3.1464016500000006e-17
3499.44211072128 2.5476879999999998e-17
3500.51438013376 2.92939665e-17
3501.58664954624 3.6976019999999994e-17
3502.65891895872 3.1101653e-17
3503.7311883712 2.8437498e-17
3504.80345778368 1.5460803e-17
3505.87572719616 1.4977901e-17
3506.94799660864 2.7751020999999997e-17
3508.02026602112 3.6012901999999996e-17
3509.0925354336 3.41003255e-17
3510.16480484608 2.3264729499999996e-17
3511.23707425856 2.16831855e-17
3512.30934367104 2.9448777e-17
3513.38161308352 3.040705e-17
3514.453882496 2.2328548e-17
3515.52615190848 2.6686838e-17
3516.59842132096 3.4286943e-17
3517.67069073344 2.1674354e-17
3518.74296014592 1.20038105e-17
3519.8152295584 2.2085822e-17
3520.88749897088 3.1300893e-17
3521.95976838336 3.2461491499999997e-17
3523.03203779584 3.4912610999999996e-17
3524.10430720832 2.4438486e-17
3525.1765766208 2.5149111499999998e-17
3526.24884603328 2.53427245e-17
3527.32111544576 2.8677827000000004e-17
3528.39338485824 3.0795618999999995e-17
3529.46565427072 3.2352819e-17
3530.5379236832 2.95533865e-17
3531.61019309568 3.5994754500000003e-17
3532.68246250816 4.38023275e-17
3533.75473192064 3.4670403499999994e-17
3534.82700133312 2.6437923999999998e-17
3535.8992707456 2.8400191500000004e-17
3536.97154015808 2.6334793500000002e-17
3538.04380957056 2.9220552e-17
3539.11607898304 2.99670135e-17
3540.18834839552 3.63465695e-17
3541.260617808 4.2250771500000004e-17
3542.33288722048 3.60595585e-17
3543.40515663296 2.78520095e-17
3544.47742604544 2.2263522999999998e-17
3545.54969545792 2.0277668e-17
3546.6219648704 2.470474e-17
3547.69423428288 2.2440297500000003e-17
3548.76650369536 2.4865118e-17
3549.83877310784 3.21795805e-17
3550.91104252032 2.8433928e-17
3551.9833119328 2.6301643499999998e-17
3553.05558134528 3.1261308499999995e-17
3554.12785075776 4.0672338499999996e-17
3555.20012017024 3.0560755499999995e-17
3556.27238958272 2.3675543e-17
3557.3446589952 3.2933589999999994e-17
3558.41692840768 4.1668734e-17
3559.48919782016 3.91706435e-17
3560.56146723264 3.61459185e-17
3561.63373664512 4.51770495e-17
3562.7060060576 4.2665885999999995e-17
3563.77827547008 3.4530077000000004e-17
3564.85054488256 3.27052375e-17
3565.92281429504 3.27531095e-17
3566.99508370752 3.3684615999999996e-17
3568.06735312 2.67432525e-17
3569.13962253248 2.9569749e-17
3570.21189194496 3.1089515e-17
3571.28416135744 2.4512589e-17
3572.35643076992 2.84910735e-17
3573.4287001824 3.66492545e-17
3574.50096959488 2.7936992499999997e-17
3575.57323900736 3.2274262e-17
3576.64550841984 2.9214992999999996e-17
3577.71777783232 3.32180935e-17
3578.7900472448 3.5570375e-17
3579.86231665728 3.5021666e-17
3580.93458606976 3.8100782500000006e-17
3582.00685548224 3.52940315e-17
3583.07912489472 3.5192363e-17
3584.1513943072 2.58518065e-17
3585.22366371968 2.84576855e-17
3586.29593313216 3.35709455e-17
3587.36820254464 2.9666479e-17
3588.44047195712 2.8601522499999996e-17
3589.5127413696 3.1172186e-17
3590.58501078208 3.90330965e-17
3591.65728019456 3.4842775e-17
3592.72954960704 3.34919635e-17
3593.80181901952 3.8900972500000005e-17
