#MJD=59171.334600687
#Object=ZTF20acphsbv
#wavelength flambda
3300.0 8.870625e-18
3301.07226941248 1.2704774999999999e-17
3302.14453882496 2.32263225e-17
3303.21680823744 1.6840545e-17
3304.28907764992 2.29820475e-17
3305.3613470624 9.3776175e-18
3306.43361647488 -1.09090725e-18
3307.50588588736 -8.3767575e-18
3308.57815529984 -1.661799e-18
3309.65042471232 2.3624280000000002e-17
3310.7226941248 2.8356352500000004e-17
3311.79496353728 1.96216125e-17
3312.86723294976 3.6016545e-18
3313.93950236224 -4.625763749999999e-18
3315.01177177472 6.23932875e-18
3316.0840411872 1.9714252500000002e-17
3317.15631059968 1.95785475e-17
3318.22858001216 1.7279280000000004e-17
3319.30084942464 1.2142957499999999e-17
3320.37311883712 7.799205e-18
3321.4453882496 1.3312252499999999e-17
3322.51765766208 1.86798075e-17
3323.58992707456 1.88957325e-17
3324.66219648704 7.312503e-18
3325.73446589952 2.42244375e-17
3326.806735312 1.1427090000000002e-17
3327.87900472448 1.1943464999999998e-17
3328.95127413696 2.2818209999999997e-19
3330.02354354944 1.3046714999999997e-17
3331.09581296192 2.207622e-17
3332.1680823744 2.1114232500000002e-17
3333.24035178688 1.5381997500000001e-18
3334.31262119936 6.0461760000000004e-18
3335.38489061184 1.0811407500000001e-17
3336.45716002432 3.11983125e-17
3337.5294294368 2.2620854999999998e-17
3338.60169884928 1.6285912499999998e-17
3339.67396826176 1.73460525e-17
3340.74623767424 2.5578855e-17
3341.81850708672 2.7402540000000004e-17
3342.8907764992 1.5933779999999998e-17
3343.96304591168 1.9433715e-17
3345.03531532416 3.83868225e-18
3346.10758473664 9.026595e-18
3347.17985414912 1.419705e-17
3348.2521235616 1.27171425e-17
3349.32439297408 1.8306907499999998e-17
3350.39666238656 2.38678425e-17
3351.46893179904 1.68915675e-17
3352.54120121152 6.4956675e-18
3353.613470624 8.411565000000001e-18
3354.68574003648 1.7440732499999998e-18
3355.75800944896 1.5739867500000002e-18
3356.83027886144 6.2996775e-18
3357.90254827392 7.870792500000001e-18
3358.9748176864 1.4905875000000002e-17
3360.04708709888 1.3438335e-17
3361.11935651136 4.4089702500000005e-18
3362.19162592384 5.3153197500000005e-18
3363.26389533632 7.4961015e-18
3364.3361647488 8.9552025e-18
3365.40843416128 1.9569525e-17
3366.48070357376 3.23415675e-17
3367.55297298624 2.6067285e-17
3368.62524239872 2.594856e-17
3369.6975118112 2.0677979999999998e-17
3370.76978122368 1.3645327499999999e-17
3371.84205063616 1.464861e-17
3372.91432004864 8.7671775e-18
3373.98658946112 2.18022525e-17
3375.0588588736 3.9941677499999995e-17
3376.13112828608 1.9428622499999997e-17
3377.20339769856 1.7357047500000002e-17
3378.27566711104 3.3383182500000006e-17
3379.34793652352 1.8776685e-17
3380.420205936 1.67215125e-17
3381.49247534848 2.78529e-17
3382.56474476096 7.8407175e-18
3383.63701417344 -4.7009355e-18
3384.70928358592 1.49549325e-17
3385.7815529984 1.476585e-17
3386.85382241088 1.694214e-17
3387.92609182336 1.8607845000000002e-17
3388.99836123584 1.72612575e-17
3390.07063064832 3.04291875e-17
3391.1429000608 1.637085e-17
3392.21516947328 8.47962e-18
3393.28743888576 1.49829225e-17
3394.35970829824 1.49001675e-17
3395.43197771072 1.40596725e-17
3396.5042471232 2.8550062500000004e-17
3397.57651653568 2.0883157499999998e-17
3398.64878594816 2.9603325e-17
3399.72105536064 1.7658382500000002e-17
3400.79332477312 3.2324220000000005e-17
3401.8655941856 1.4165295e-17
3402.93786359808 1.5974482500000004e-17
3404.01013301056 1.016253e-17
3405.08240242304 7.6855575e-18
3406.15467183552 1.66963725e-17
3407.226941248 1.16632575e-17
3408.29921066048 1.9032705e-17
3409.37148007296 1.2086835e-17
3410.44374948544 1.6093259999999998e-17
3411.51601889792 1.72203075e-17
3412.5882883104 1.20118275e-17
3413.66055772288 2.17515825e-17
3414.73282713536 1.63709175e-17
3415.80509654784 1.5350842500000002e-17
3416.87736596032 1.3230614999999998e-17
3417.9496353728 9.2389725e-18
3419.02190478528 5.22173775e-18
