    wavelength                flux 
 3621.59598486      0.363917015493 
 3622.42998417      0.901178151369 
 3623.26417553      0.455427229404 
   3624.098559     -0.171412102878 
 3624.93313461      0.435290358961 
 3625.76790241      0.383970659226 
 3626.60286245      0.327004948631 
 3627.43801476     -0.407008711249 
  3628.2733594      0.398844880983 
 3629.10889641      0.504537709057 
 3629.94462583    -0.0758036996704 
  3630.7805477    -0.0361989019439 
 3631.61666208      0.156594880857 
 3632.45296899     -0.424175687134 
  3633.2894685     -0.208831891418 
 3634.12616064      0.387932412326 
 3634.96304546      0.387357588857 
   3635.800123      0.193058280274 
 3636.63739331    0.00434993836097 
 3637.47485643       0.62815181911 
  3638.3125124      0.612331643701 
 3639.15036127      0.236641285941 
 3639.98840309    -0.0205682034139 
 3640.82663789    -0.0812250465096 
 3641.66506573      0.451962642372 
 3642.50368665   -0.00233225151896 
 3643.34250068     -0.320279765874 
 3644.18150789     -0.246938999742 
  3645.0207083     0.0556757650338 
 3645.86010197      0.554766900837 
 3646.69968894      0.474354483187 
 3647.53946926      0.156618883833 
 3648.37944296      0.367161400616 
 3649.21961009     0.0812053738191 
 3650.05997071    -0.0882306183339 
 3650.90052484     0.0692564427154 
 3651.74127255     0.0734752090648 
 3652.58221386     0.0487781926058 
 3653.42334883      0.167903960915 
 3654.26467751     0.0984196271747 
 3655.10619992      0.387430921197 
 3655.94791613      0.218309503049 
 3656.78982617     -0.328994847834 
 3657.63193009      0.233150269836 
 3658.47422794      0.340068474412 
 3659.31671975      0.192848833278 
 3660.15940558      0.417766958475 
 3661.00228547      0.472027219832 
 3661.84535945      0.434174485505 
 3662.68862759      0.350936897099 
 3663.53208991       0.22536829114 
 3664.37574648      0.440988197923 
 3665.21959732      0.352329906076 
 3666.06364249     0.0784227438271 
 3666.90788204     -0.129705618136 
 3667.75231599    -0.0625668558059 
 3668.59694441      0.238318674266 
 3669.44176734    -0.0813284111209 
 3670.28678481      0.147781576961 
 3671.13199688       0.21474558115 
 3671.97740359    -0.0226751742885 
 3672.82300498      0.423871263862 
  3673.6688011     0.0384375444264 
   3674.514792     -0.183316220529 
 3675.36097771      0.122940024594 
 3676.20735829    -0.0414796499535 
 3677.05393378     0.0660861479118 
 3677.90070422      0.569155208766 
 3678.74766966      0.448061358184 
 3679.59483015      0.273374777287 
 3680.44218572      0.786246351898 
 3681.28973643      0.489692509174 
 3682.13748231      0.269590880722 
 3682.98542342      0.690169006586 
 3683.83355979      0.207744081505 
 3684.68189148     0.0620184511063 
 3685.53041852      0.508176021278 
 3686.37914097      0.195377372205 
 3687.22805887      0.273703541607 
 3688.07717226      0.244762063026 
 3688.92648119    -0.0725350305438 
  3689.7759857      0.495835676789 
 3690.62568584      0.190786426887 
 3691.47558165      0.276238441467 
 3692.32567319      0.347585668787 
 3693.17596048       0.13255635649 
 3694.02644358      0.252712056041 
 3694.87712254      0.296605331823 
 3695.72799739      0.301620744169 
 3696.57906819       0.32009312138 
 3697.43033498      0.343482155353 
  3698.2817978      0.375552851707 
  3699.1334567      0.327097952366 
 3699.98531173   -0.00120496703312 
 3700.83736292     0.0853360425681 
 3701.68961033      0.560657396913 
   3702.542054      0.398722626269 
 3703.39469398      0.318173281848 
  3704.2475303        0.4058589302 
 3705.10056302       0.15720128268 
 3705.95379218      0.478720016778 
 3706.80721783      0.526050534099 
    3707.66084      0.315492223948 
 3708.51465876       0.16149957478 
 3709.36867413      0.286306988448 
 3710.22288617      0.325362231582 
 3711.07729493      0.442917510867 
 3711.93190044      0.485334053636 
 3712.78670276      0.447120808065 
 3713.64170192       0.55140465498 
 3714.49689798      0.269286405295 
 3715.35229097       0.23245578818 
 3716.20788095      0.177562812343 
 3717.06366796      0.484254397452 
 3717.91965204      0.571486659348 
 3718.77583325      0.241626735777 
 3719.63221162      0.370431710035 
  3720.4887872      0.590664327145 
 3721.34556004      0.375564791262 
 3722.20253018      0.299611568451 
 3723.05969767      0.384528152645 
 3723.91706255       0.25727732107 
 3724.77462486      0.156861905009 
 3725.63238467      0.317372921854 
   3726.490342      0.118393674493 
  3727.3484969      0.132260467857 
 3728.20684943     0.0783468140289 
 3729.06539962     0.0094666085206 
 3729.92414752       0.29501291737 
 3730.78309318      0.416388023645 
 3731.64223665      0.509083718061 
 3732.50157796      0.337341174483 
 3733.36111716      0.289914455265 
  3734.2208543       0.15840899013 
 3735.08078943      0.451247520745 
 3735.94092259      0.777420043945 
 3736.80125382      0.389947410673 
 3737.66178318      0.331835377961 
  3738.5225107      0.203774467111 
 3739.38343643     0.0509978984483 
 3740.24456042      0.456278912723 
 3741.10588272       0.34306922555 
 3741.96740337      0.776675343513 
 3742.82912241         0.532333076 
 3743.69103989      0.076107820496 
 3744.55315586      0.345465391874 
 3745.41547036       0.31674464047 
 3746.27798344      0.168350152671 
 3747.14069514      0.156123753637 
 3748.00360552      0.446881733835 
 3748.86671461      0.257094785571 
 3749.73002245       0.43792867288 
 3750.59352911      0.583341680467 
 3751.45723462      0.374867580831 
 3752.32113903      0.313782233745 
 3753.18524238      0.374799400568 
 3754.04954472      0.433903761208 
  3754.9140461      0.250705728307 
 3755.77874656      0.570537097752 
 3756.64364614      0.566243767738 
  3757.5087449      0.138693150133 
 3758.37404288      0.594256140292 
 3759.23954013      0.697225391865 
 3760.10523668       0.50537019223 
  3760.9711326      0.527517445385 
 3761.83722791      0.102112138062 
 3762.70352268      0.229688050225 
