    wavelength                flux 
 3763.57001694      0.199015216902 
 3764.43671074      0.103903739713 
 3765.30360412      0.429271250963 
 3766.17069714      0.464857600629 
 3767.03798984       0.37438262254 
 3767.90548226      0.106562431902 
 3768.77317445      0.477234102786 
 3769.64106646      0.450757987797 
 3770.50915833      0.317013449967 
 3771.37745011      0.421221464872 
 3772.24594185      0.282252721488 
 3773.11463358      0.674039557576 
 3773.98352537      0.371433503926 
 3774.85261724      0.404877483845 
 3775.72190925      0.304339352995 
 3776.59140145      0.400130517781 
 3777.46109388      0.340248145163 
 3778.33098659      0.174090871587 
 3779.20107962      0.274129312485 
 3780.07137302      0.427775517106 
 3780.94186683      0.448400169611 
 3781.81256111      0.559237390757 
 3782.68345589      0.364727213979 
 3783.55455123      0.112467132509 
 3784.42584717      0.350566953421 
 3785.29734376      0.530720919371 
 3786.16904103      0.386878348887 
 3787.04093905      0.399924241006 
 3787.91303785      0.429488345981 
 3788.78533748      0.315759841353 
 3789.65783799      0.328170783818 
 3790.53053943      0.123538421467 
 3791.40344183      0.127885972615 
 3792.27654525      0.445918574929 
 3793.14984974      0.638153292239 
 3794.02335533      0.802878081799 
 3794.89706208      0.474835678935 
 3795.77097003      0.341165788472 
 3796.64507922      0.584109812975 
 3797.51938971      0.380611501634 
 3798.39390155    -0.0242400993593 
 3799.26861476     0.0193380948185 
 3800.14352942       0.29587366432 
 3801.01864555      0.325655654073 
 3801.89396321      0.263514246792 
 3802.76948244      0.321426711977 
 3803.64520329      0.407925613225 
  3804.5211258      0.314162094146 
 3805.39725003      0.241684243083 
 3806.27357601      0.380419336259 
  3807.1501038      0.402076900005 
 3808.02683344      0.420640140772 
 3808.90376498      0.285562429577 
 3809.78089846      0.342622689903 
 3810.65823394      0.180211065337 
 3811.53577145      0.168430531397 
 3812.41351104      0.247390091419 
 3813.29145277      0.316679146141 
 3814.16959667      0.176844781265 
 3815.04794279      0.469538003206 
 3815.92649119      0.377842485905 
  3816.8052419      0.207647675648 
 3817.68419498      0.357506036758 
 3818.56335046      0.364790081978 
  3819.4427084      0.388564564288 
 3820.32226884      0.356872227043 
 3821.20203184      0.384787447751 
 3822.08199743      0.304683830589 
 3822.96216566       0.19916511327 
 3823.84253658      0.441576786339 
 3824.72311024       0.31873569265 
 3825.60388668      0.436680272222 
 3826.48486595      0.355789918453 
  3827.3660481      0.289958480746 
 3828.24743317      0.487173184752 
 3829.12902121      0.372863594443 
 3830.01081226      0.412959963083 
 3830.89280638      0.255510952324 
 3831.77500361      0.160340771079 
   3832.657404      0.388962127268 
 3833.54000759      0.447407156229 
 3834.42281443      0.237290596589 
 3835.30582457      0.406889736652 
 3836.18903805     0.0592991111334 
 3837.07245492      0.242349259555 
 3837.95607523      0.375158816576 
 3838.83989903      0.364284988493 
 3839.72392635       0.40453806147 
 3840.60815726      0.477686271071 
 3841.49259179      0.275022312999 
 3842.37722999      0.548691868782 
 3843.26207191      0.349928058684 
  3844.1471176      0.228806987405 
 3845.03236709       0.53159467876 
 3845.91782045      0.326130297035 
 3846.80347772      0.361712552607 
 3847.68933894      0.418347805738 
 3848.57540416       0.36912535131 
 3849.46167342      0.610081270337 
 3850.34814679      0.504970699549 
 3851.23482429      0.599105194211 
 3852.12170598      0.557740814984 
 3853.00879191      0.233105720952 
 3853.89608212      0.329948741943 
 3854.78357666      0.363942887634 
 3855.67127557      0.222610931844 
 3856.55917891      0.303909569979 
 3857.44728672      0.433934926987 
 3858.33559905      0.376323051751 
 3859.22411595      0.433190099895 
 3860.11283745      0.626132033765 
 3861.00176362      0.451840937138 
 3861.89089449      0.271034222096 
 3862.78023011      0.529620230198 
 3863.66977054      0.483697749674 
 3864.55951581      0.468209452927 
 3865.44946598      0.681662246585 
 3866.33962109      0.524940289557 
 3867.22998119      0.292155902833 
 3868.12054633      0.523343913257 
 3869.01131655      0.714923009276 
  3869.9022919      0.445299237967 
 3870.79347243       0.57271797955 
 3871.68485819      0.460694588721 
 3872.57644922      0.340741124004 
 3873.46824556      0.573020644486 
 3874.36024728      0.512049667537 
 3875.25245441      0.356799662113 
   3876.144867      0.386104144156 
  3877.0374851      0.441298335791 
 3877.93030876      0.383272692561 
 3878.82333802      0.499689467251 
 3879.71657294      0.415988668799 
 3880.61001355      0.437386535108 
 3881.50365991      0.488112360239 
 3882.39751206      0.463294997811 
 3883.29157005      0.450804829597 
 3884.18583393      0.740465596318 
 3885.08030375      0.558080472052 
 3885.97497954      0.659398205578 
 3886.86986137      0.720235943794 
 3887.76494928      0.476653240621 
 3888.66024331      0.440156795084 
 3889.55574352      0.332202959806 
 3890.45144994      0.379992634058 
 3891.34736264      0.398456327617 
 3892.24348164      0.466195426881 
 3893.13980702      0.514094032347 
  3894.0363388      0.567448623478 
 3894.93307704      0.341270152479 
 3895.83002178      0.508366182446 
 3896.72717308      0.664657972753 
 3897.62453098      0.579982228577 
 3898.52209552      0.828127324581 
 3899.41986677      0.797805190086 
 3900.31784475      0.506029829383 
 3901.21602953      0.490699008107 
 3902.11442114      0.518050521612 
 3903.01301964      0.480951420963 
 3903.91182508      0.327069353312 
 3904.81083749      0.441986471415 
 3905.71005694      0.350740745664 
 3906.60948346      0.652439318597 
 3907.50911711      0.347149986774 
 3908.40895792        0.3295994699 
 3909.30900596      0.548068001866 
 3910.20926127      0.384922608733 
 3911.10972389      0.539620026946 
 3912.01039387       0.63464088738 
 3912.91127127      0.349042572081 
 3913.81235612      0.409680269659 
 3914.71364848      0.383730717003 
  3915.6151484      0.320701673627 
 3916.51685591      0.572351284325 
 3917.41877108      0.552259229124 
 3918.32089394      0.372518856078 
 3919.22322455      0.334988158196 
 3920.12576295      0.339436158538 
 3921.02850919      0.340250626206 
 3921.93146333      0.540140613914 
  3922.8346254      0.364889528602 
 3923.73799545      0.480003073812 
 3924.64157353      0.658749580383 
  3925.5453597      0.511501088738 
   3926.449354      0.444657579064 
 3927.35355647      0.600968822837 
 3928.25796716      0.425590448081 
 3929.16258613      0.282019354403 
 3930.06741342      0.469192571938 
 3930.97244907      0.379786558449 
 3931.87769315      0.416690178216 
 3932.78314568      0.405763834715 
 3933.68880673       0.34639256075 
 3934.59467634      0.567466393113 
 3935.50075456      0.524382852018 
 3936.40704143      0.345592468977 
 3937.31353701      0.330367565155 
 3938.22024134      0.323536634445 
 3939.12715447      0.275088235736 
 3940.03427645      0.340952228755 
 3940.94160732      0.437755942345 
 3941.84914714      0.336888998747 
 3942.75689596      0.267491210252 
 3943.66485381       0.25424637273 
 3944.57302075      0.323212005198 
 3945.48139683      0.372786723077 
  3946.3899821      0.427582278848 
  3947.2987766      0.340847909451 
 3948.20778038      0.290282454342 
 3949.11699349       0.31725667417 
 3950.02641598       0.28134438023 
 3950.93604789      0.228314723819 
 3951.84588928      0.221248786896 
  3952.7559402       0.27773969993 
 3953.66620068      0.356582164764 
 3954.57667078      0.402142167091 
 3955.48735056      0.232601683587 
 3956.39824004      0.274310830981 
 3957.30933929      0.347124375403 
 3958.22064836       0.37088047713 
 3959.13216728      0.282209213823 
 3960.04389612      0.246007356793 
 3960.95583491      0.399276830256 
  3961.8679837      0.292589921504 
 3962.78034255      0.378531545401 
 3963.69291151      0.203678136691 
 3964.60569061      0.200849302113 
 3965.51867992      0.316220980138 
 3966.43187947      0.186813186854 
 3967.34528932      0.280016627163 
 3968.25890951      0.202839925885 
 3969.17274009       0.25251217559 
 3970.08678112       0.28049537912 
 3971.00103264      0.260428678244 
 3971.91549469      0.279472246766 
 3972.83016734      0.210370399058 
 3973.74505061      0.247327551246 
 3974.66014458       0.18415247649 
 3975.57544927      0.147439211607 
 3976.49096475      0.325258232653 
 3977.40669105      0.431686796248 
 3978.32262823      0.459716945887 
 3979.23877634      0.363531496376 
 3980.15513543      0.290504574776 
 3981.07170553      0.286029227078 
 3981.98848672      0.269050683826 
 3982.90547902      0.267851661891 
 3983.82268249      0.304392814636 
 3984.74009718      0.211906850338 
 3985.65772313      0.224887646735 
 3986.57556041      0.312334544957 
 3987.49360904      0.142998490483 
 3988.41186909      0.180450350046 
  3989.3303406      0.240163512528 
 3990.24902362      0.239634826779 
  3991.1679182      0.322663739324 
 3992.08702439       0.36463348195 
 3993.00634223      0.218937039375 
 3993.92587178      0.264604706317 
 3994.84561308      0.328018568456 
 3995.76556619      0.217888444662 
 3996.68573114      0.322403442115 
   3997.606108      0.254969734699 
 3998.52669681      0.281404331326 
 3999.44749761      0.253223150969 
 4000.36851046      0.299353722483 
 4001.28973541      0.188223280013 
  4002.2111725      0.110912051052 
 4003.13282178      0.205123892054 
 4004.05468331      0.103627070785 
 4004.97675712      0.233537491411 
 4005.89904328       0.31553273648 
 4006.82154182       0.11862476496 
  4007.7442528     0.0812987149693 
 4008.66717627      0.113216797821 
 4009.59031228      0.243661511689 
 4010.51366087      0.242740485817 
 4011.43722209       0.13705197908 
 4012.36099599      0.151366246864 
 4013.28498263      0.226389572024 
 4014.20918204      0.294689074159 
 4015.13359429      0.281123813242 
 4016.05821941      0.247339472175 
 4016.98305746      0.357207864523 
 4017.90810849      0.351126417518 
 4018.83337254       0.31710498035 
 4019.75884967      0.292767085135 
 4020.68453992      0.159184652381 
 4021.61044334      0.288266405463 
 4022.53655999      0.332094870508 
  4023.4628899      0.366468008608 
 4024.38943314      0.277403220534 
 4025.31618974      0.403004705906 
 4026.24315976      0.366889983416 
 4027.17034325      0.330560408533 
 4028.09774026      0.426129154861 
 4029.02535083      0.405495427549 
 4029.95317502      0.403329744935 
 4030.88121287      0.334449466318 
 4031.80946443      0.258509522304 
 4032.73792976      0.205256043002 
  4033.6666089      0.236436355859 
  4034.5955019      0.196614027023 
 4035.52460881      0.412963941693 
 4036.45392968      0.418901346624 
 4037.38346455      0.401222094893 
 4038.31321349      0.437550909817 
 4039.24317653       0.39092899859 
 4040.17335373      0.340849414468 
 4041.10374513      0.302009988576 
  4042.0343508      0.431401237845 
 4042.96517076      0.499727420509 
 4043.89620508      0.354081116617 
  4044.8274538      0.325366675854 
 4045.75891697      0.414917722344 
 4046.69059465      0.501617841423 
 4047.62248688      0.332632813603 
 4048.55459371      0.400168165565 
 4049.48691519      0.414531927556 
 4050.41945136      0.339877154678 
 4051.35220229       0.45989446342 
 4052.28516802      0.490303121507 
 4053.21834859      0.368476752192 
 4054.15174407      0.349598370492 
 4055.08535448      0.455833241343 
  4056.0191799      0.394720055163 
 4056.95322036      0.431179061532 
 4057.88747592      0.511340655386 
 4058.82194662      0.432617641985 
 4059.75663252      0.370989575982 
 4060.69153366      0.473379768431 
 4061.62665009      0.467422820628 
 4062.56198187      0.488542720675 
 4063.49752904      0.578238151968 
 4064.43329165      0.336212191731 
 4065.36926976      0.317034631968 
  4066.3054634      0.519239805639 
 4067.24187264      0.485233426094 
 4068.17849752      0.516291961074 
 4069.11533809      0.490896210074 
  4070.0523944      0.487747065723 
  4070.9896665      0.590248353779 
 4071.92715444      0.502755761147 
 4072.86485827      0.499902948737 
 4073.80277804      0.598794862628 
  4074.7409138      0.550310708582 
 4075.67926559      0.505977138877 
 4076.61783348      0.688510209322 
  4077.5566175       0.52633433789 
 4078.49561771      0.472087524831 
 4079.43483416      0.597389146686 
  4080.3742669       0.67692579329 
 4081.31391597       0.56758607924 
 4082.25378143      0.651197738945 
 4083.19386333      0.538925074041 
 4084.13416171       0.43685323745 
 4085.07467663       0.54004008323 
 4086.01540814      0.537271641195 
 4086.95635628      0.484948724508 
 4087.89752111      0.730877295136 
 4088.83890268      0.754259198904 
 4089.78050103       0.54092926532 
 4090.72231622      0.518962226808 
 4091.66434829      0.684355720878 
  4092.6065973       0.54883249104 
  4093.5490633      0.632359012961 
 4094.49174633      0.949544742703 
 4095.43464644      0.489302046597 
  4096.3777637      0.574299186468 
 4097.32109814      0.544897913933 
 4098.26464981      0.409409217536 
 4099.20841877      0.657844997942 
 4100.15240507      0.523088313639 
 4101.09660875       0.43335724622 
 4102.04102987      0.495633497834 
 4102.98566847       0.64230287075 
 4103.93052461      0.714722588658 
 4104.87559834      0.644701197743 
  4105.8208897      0.590541526675 
 4106.76639875      0.431854233146 
 4107.71212553       0.46237859875 
 4108.65807011      0.535223565996 
 4109.60423252      0.501593403518 
 4110.55061281      0.417829014361 
 4111.49721105      0.330264192075 
 4112.44402727      0.350013229996 
 4113.39106152       0.42368145287 
 4114.33831387      0.500226154923 
 4115.28578436      0.744193732738 
 4116.23347303      0.524996206164 
 4117.18137994      0.535702191293 
 4118.12950514      0.490076474845 
 4119.07784868      0.471363097429 
 4120.02641061      0.667071133852 
 4120.97519097      0.648147918284 
 4121.92418983      0.694067575037 
 4122.87340723      0.721024408937 
 4123.82284322      0.471926674247 
 4124.77249785      0.680753923953 
 4125.72237117      0.600730933249 
 4126.67246323      0.568849720061 
 4127.62277408      0.667573288083 
 4128.57330378      0.553310737014 
 4129.52405237      0.586038827896 
  4130.4750199      0.678980402648 
 4131.42620643      0.686234474182 
   4132.377612      0.755726546049 
 4133.32923666      0.488566547632 
 4134.28108047      0.587365232408 
 4135.23314348      0.513389401138 
 4136.18542573      0.640889234841 
 4137.13792727      0.599671468139 
 4138.09064817      0.581108510494 
 4139.04358846      0.623888857663 
  4139.9967482       0.62598464638 
 4140.95012743      0.593580931425 
 4141.90372622      0.544476382434 
 4142.85754461      0.559817925096 
 4143.81158264      0.448596678674 
 4144.76584038        0.6313527897 
 4145.72031787      0.567968271673 
 4146.67501516      0.604731574655 
  4147.6299323      0.411353074014 
 4148.58506934      0.344082709402 
 4149.54042634       0.36155443266 
 4150.49600335      0.497089385986 
 4151.45180041       0.48462459445 
 4152.40781757      0.537440016866 
 4153.36405489      0.590100422502 
 4154.32051242      0.589564584196 
  4155.2771902      0.627278476954 
  4156.2340883      0.451471112669 
 4157.19120675      0.611583851278 
 4158.14854562      0.634555026889 
 4159.10610494      0.568516641855 
 4160.06388478      0.585734806955 
 4161.02188517      0.633413404226 
 4161.98010619      0.599119953811 
 4162.93854786      0.519703574479 
 4163.89721025      0.483534373343 
 4164.85609341      0.542895048857 
 4165.81519738      0.676496714354 
 4166.77452222      0.851983383298 
 4167.73406798      0.830389410257 
  4168.6938347      0.653447918594 
 4169.65382245      0.635126814246 
 4170.61403127      0.693225547671 
 4171.57446121      0.608514524996 
 4172.53511232        0.5997916013 
 4173.49598465      0.616518460214 
 4174.45707826      0.701461330056 
  4175.4183932      0.690184906125 
 4176.37992951      0.549821488559 
 4177.34168725      0.726694941521 
 4178.30366647      0.630563050508 
 4179.26586721      0.592324480414 
 4180.22828954      0.735713526607 
  4181.1909335       0.66982062906 
 4182.15379914      0.628566481173 
 4183.11688651      0.739229694009 
 4184.08019567      0.580592118204 
 4185.04372667      0.658134251833 
 4186.00747955      0.728908076882 
 4186.97145437      0.625048786402 
 4187.93565118       0.78361786902 
 4188.90007003       0.78750936687 
 4189.86471097      0.630000457168 
 4190.82957405      0.771290466189 
 4191.79465933      0.656849429011 
 4192.75996685      0.507789321244 
 4193.72549666      0.565313316882 
 4194.69124883      0.709737330675 
 4195.65722339      0.730790734291 
  4196.6234204      0.664550274611 
 4197.58983991      0.683015622199 
 4198.55648197      0.717911452055 
 4199.52334664      0.731079593301 
 4200.49043396      0.787892073393 
 4201.45774399      0.631057329476 
 4202.42527677      0.699088424444 
 4203.39303237      0.728761970997 
 4204.36101082      0.537558734417 
 4205.32921218       0.69084867835 
 4206.29763651      0.849791362882 
 4207.26628384       0.71175417304 
 4208.23515425      0.629829622805 
 4209.20424777      0.679330050945 
 4210.17356446       0.66016176343 
 4211.14310436      0.543732874095 
 4212.11286754       0.58250760287 
 4213.08285404      0.637856431305 
 4214.05306391       0.58866623044 
 4215.02349721      0.662530906498 
 4215.99415398      0.701644085348 
 4216.96503429      0.668283499777 
 4217.93613817      0.529773779213 
 4218.90746568      0.587421946228 
 4219.87901687       0.67958843708 
  4220.8507918      0.583000153303 
 4221.82279051      0.468101389706 
 4222.79501306      0.500767961144 
  4223.7674595      0.590517230332 
 4224.74012988      0.428733102977 
 4225.71302424      0.586560986936 
 4226.68614266      0.668850503862 
 4227.65948516      0.567178428173 
 4228.63305181      0.648113749921 
 4229.60684267      0.562593095005 
 4230.58085777      0.505423903465 
 4231.55509717      0.577764734626 
 4232.52956092      0.614396668971 
 4233.50424908      0.513369046152 
 4234.47916169      0.678125202656 
 4235.45429881      0.855718865991 
  4236.4296605      0.619038924575 
 4237.40524679      0.584001541138 
 4238.38105774      0.526455722749 
 4239.35709341      0.474396556616 
 4240.33335385      0.453655473888 
  4241.3098391      0.454045720398 
 4242.28654923      0.439123883843 
 4243.26348428      0.567589715123 
  4244.2406443      0.584058046341 
 4245.21802934      0.587437331676 
 4246.19563946      0.753515735269 
 4247.17347471      0.636059135199 
 4248.15153515      0.714075304568 
 4249.12982081      0.526532493532 
 4250.10833176      0.484169505537 
 4251.08706805      0.540212213993 
 4252.06602972      0.440467365086 
 4253.04521683      0.594631068408 
 4254.02462944      0.575788341463 
 4255.00426759      0.462669208646 
 4255.98413134      0.630298107862 
 4256.96422073      0.518748939037 
 4257.94453583      0.288640681654 
 4258.92507667      0.537537023425 
 4259.90584332      0.627469979227 
 4260.88683583      0.465972959995 
 4261.86805424      0.647630169988 
 4262.84949862      0.493510574102 
   4263.831169      0.585700795054 
 4264.81306545      0.673462867737 
 4265.79518802      0.527467481792 
 4266.77753675      0.643647201359 
  4267.7601117      0.725612476468 
 4268.74291293      0.525037758052 
 4269.72594048      0.523175291717 
 4270.70919441      0.585062146187 
 4271.69267476      0.643946520984 
  4272.6763816      0.533203840256 
 4273.66031497       0.48928257823 
 4274.64447492      0.574415966868 
 4275.62886152      0.645883135498 
  4276.6134748      0.646526739001 
 4277.59831482      0.560241796076 
 4278.58338164      0.555342979729 
  4279.5686753      0.535646617413 
 4280.55419586       0.56987452507 
 4281.53994337       0.52032007277 
 4282.52591789      0.417473115027 
 4283.51211946      0.544761247933 
 4284.49854814      0.564509727061 
 4285.48520397      0.432134017348 
 4286.47208702      0.538627833128 
 4287.45919734      0.506568141282 
 4288.44653497      0.433421619236 
 4289.43409997       0.62165787071 
 4290.42189239      0.389161489904 
 4291.40991228      0.433998115361 
  4292.3981597      0.531010255218 
  4293.3866347      0.505968697369 
 4294.37533733      0.592100158334 
 4295.36426765      0.582707926631 
  4296.3534257      0.664352372289 
 4297.34281154      0.572234593332 
 4298.33242522       0.43300806731 
 4299.32226679      0.531081520021 
 4300.31233631      0.610540948808 
 4301.30263382      0.555839791894 
 4302.29315939      0.526867225766 
 4303.28391306      0.571569696069 
 4304.27489488      0.525548234582 
 4305.26610492      0.578950837255 
 4306.25754321      0.680232331157 
 4307.24920982       0.47245297581 
 4308.24110479      0.589998960495 
 4309.23322819       0.51954627037 
 4310.22558005      0.542505562305 
 4311.21816044       0.57434296608 
  4312.2109694      0.491930447519 
 4313.20400699      0.600643999875 
 4314.19727327       0.44240885973 
 4315.19076828      0.578678958118 
 4316.18449207      0.548824742436 
 4317.17844471      0.561678692698 
 4318.17262624      0.543648190796 
 4319.16703671      0.609889931977 
 4320.16167618      0.680219978094 
  4321.1565447      0.539731509984 
 4322.15164233      0.505286768079 
 4323.14696911      0.435793496668 
  4324.1425251      0.495414048433 
 4325.13831035      0.487518027425 
 4326.13432492      0.521706275642 
 4327.13056885      0.638355799019 
  4328.1270422      0.600900359452 
 4329.12374503      0.654161557555 
 4330.12067738      0.531413577497 
 4331.11783931      0.504394829273 
 4332.11523087        0.5839939937 
 4333.11285212      0.473067708313 
  4334.1107031      0.539976581931 
 4335.10878388      0.558131210506 
 4336.10709449      0.475197091699 
   4337.105635      0.532548047602 
 4338.10440547      0.554576188326 
 4339.10340593      0.590838566422 
 4340.10263645      0.654460385442 
 4341.10209707      0.558066010475 
 4342.10178786      0.479390189052 
 4343.10170886      0.750411048532 
 4344.10186013      0.716007187963 
 4345.10224172      0.609207935631 
 4346.10285368      0.479562006891 
 4347.10369606      0.647075094283 
 4348.10476893       0.73871140182 
 4349.10607232      0.546585187316 
 4350.10760631       0.43888413161 
 4351.10937093      0.608097590506 
 4352.11136624       0.65844334662 
  4353.1135923      0.581535793841 
 4354.11604915      0.600734166801 
 4355.11873686       0.55911642313 
 4356.12165546      0.501552551985 
 4357.12480503       0.63227776438 
 4358.12818561       0.52480904758 
 4359.13179725      0.455226588994 
    4360.13564      0.713713794947 
 4361.13971393      0.643668599427 
 4362.14401908      0.580514319241 
 4363.14855551       0.57737596333 
 4364.15332326      0.574560031295 
  4365.1583224       0.54997421056 
 4366.16355298       0.60597922653 
 4367.16901504      0.697035878897 
 4368.17470865      0.634910933673 
 4369.18063385      0.564449332654 
 4370.18679071      0.542236089706 
 4371.19317926      0.538174860179 
 4372.19979957      0.612677082419 
  4373.2066517      0.673271469772 
 4374.21373568      0.591969743371 
 4375.22105158      0.603696212173 
 4376.22859945      0.563864350319 
 4377.23637935      0.599009774625 
 4378.24439132      0.624118670821 
 4379.25263542      0.636395066977 
  4380.2611117      0.544664606452 
 4381.26982022      0.620916642249 
 4382.27876104      0.611017994583 
 4383.28793419      0.664891049266 
 4384.29733975      0.665089286864 
 4385.30697775      0.635295778513 
 4386.31684826      0.707066059113 
 4387.32695133      0.643396221101 
   4388.337287      0.629680529237 
 4389.34785535      0.543723747134 
 4390.35865641      0.518508315086 
 4391.36969024      0.614070467651 
  4392.3809569      0.539075694978 
 4393.39245644      0.419382870197 
 4394.40418892      0.696605667472 
 4395.41615438      0.709157332778 
 4396.42835288      0.715641632676 
 4397.44078447      0.600288778543 
 4398.45344922       0.55911809206 
 4399.46634716      0.646175615489 
 4400.47947836      0.632653199136 
 4401.49284287      0.520697765052 
 4402.50644074      0.624720089138 
 4403.52027203      0.620079815388 
 4404.53433678      0.608053423464 
 4405.54863507      0.690417595208 
 4406.56316692      0.556094765663 
 4407.57793242      0.500025726855 
 4408.59293159      0.550099767745 
 4409.60816451      0.766212046146 
 4410.62363121      0.590045981109 
 4411.63933177      0.578802749515 
 4412.65526622      0.736207515001 
 4413.67143463      0.729664474726 
 4414.68783705      0.614189527929 
 4415.70447353      0.621322736144 
 4416.72134413      0.636382959783 
  4417.7384489      0.538947969675 
 4418.75578789      0.559595443308 
 4419.77336116      0.426213055849 
 4420.79116876      0.525002203882 
 4421.80921074      0.665490061045 
 4422.82748717      0.691389456391 
 4423.84599809      0.725708067417 
 4424.86474356      0.570398151875 
