#MJD=59221.33583104167
#Object=ZTF20acxqspl
#wavelength flambda
3150.9959181181653 1.825636885481494e-17
3152.043512170877 -6.3333061392616025e-18
3153.091872910753 2.3460907419269833e-17
3154.1390620710476 8.599612611452863e-18
3155.186421150573 1.8553551167571267e-17
3156.7604778305717 7.980973597744648e-18
3158.330906461016 5.7887077102579506e-18
3159.378503833208 6.174998733172412e-19
3160.4270331621115 -4.3871695639981724e-18
3161.4747715381727 -2.4315250863302598e-17
3162.522818466508 -2.947348704672227e-18
3163.5719784716157 -6.796271628059033e-18
3164.6196063216066 1.0746292273390497e-17
3165.668073563407 -1.2542719697208043e-17
3166.717439125357 -2.0531129334115408e-17
3167.764865898159 -2.060374229858081e-17
3168.8139308879504 -1.894013521525267e-17
3169.8622972638987 -4.863954906658676e-18
3170.910371879475 7.547818010607043e-18
3171.959703120855 -4.939400229167871e-18
3173.008295047059 3.336828516031073e-18
3174.0575382787774 7.039898708443497e-18
3175.105954766752 9.191502357474761e-18
3176.1548962235083 9.952892073358422e-18
3177.204166965356 -3.0229373006983607e-19
3178.2530730326453 9.1421225363226e-18
3179.302681321662 3.686094249855902e-18
3180.351547672912 -3.961371525471403e-18
3181.4006139180997 -4.328165264680932e-18
3182.4505658078865 4.507465857398316e-18
3183.4993975386383 4.814070957323093e-18
3184.5486248246903 7.842613998338641e-18
3185.599418444869 4.0750588265457844e-19
3186.6476182694314 3.3653155257609114e-18
3187.6975219995907 7.963017870487008e-18
3188.747872600325 8.81134627148294e-18
3189.7970447195758 8.148434375913642e-18
3190.8469706802352 2.6468127578066773e-18
3191.896987842111 1.1180057379195269e-17
3192.9465327828966 -1.3124038467654935e-18
3193.9965301292086 1.4204718921349148e-17
3195.5729735405744 1.047060695399626e-17
3197.1471969299646 1.6515285330198166e-18
3198.198031525916 -1.180248386141959e-17
3199.2470271469824 1.0050928900360165e-17
3200.2974028244776 3.9216307148461625e-18
3201.348160076288 -5.357229489013911e-18
3202.3985404865207 1.8695086106288107e-18
3203.4490373272006 5.766274779652483e-19
3204.4996158644267 8.121766142233489e-18
3205.5500832608113 1.1530275889851859e-17
3206.6009785775486 -1.0009742254364801e-17
3207.651410996084 -4.9751713135889075e-18
3208.702238014144 5.178851543983277e-18
3209.7530646767586 1.7758507399857764e-18
3210.8034213794526 -1.1577600821329311e-17
3211.8551880583727 1.841305969494074e-18
3212.9063698522095 1.2121620145383314e-18
3213.9571100499893 -3.02790084399203e-18
3215.00774524483 5.4521970219371934e-18
3216.0595983168027 1.1423760683792183e-17
3217.1107324921736 3.032683774437103e-17
3218.162438415198 -3.809128835458545e-18
3219.2120663384444 5.726134542880213e-19
3220.264351059319 2.6368516075652784e-19
3221.316545645445 1.1712728956143678e-17
3222.3683878089237 1.410436057154799e-17
3223.4194295281677 1.2623977947472331e-17
3224.470884592009 8.506188767305853e-18
3225.5220495628773 -6.29399612303139e-19
3226.5752475056433 6.56623400320037e-18
3227.6256077971225 6.1994480929183105e-18
3228.677491889162 -1.1939834290557685e-17
3229.72963680545 4.170497296140549e-18
3230.78144174271 7.881315434548609e-18
