#OBJECT = ATLAS19dzh
#MJD-OBS = 58560.480891
#DATE-OBS = 2019-03-18T11:32:29
#EXPTIME = 1820.000000
#AIRMASS = 1.520000
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
# BLUE_FLUX = data/077_mhuber/mhuber_rerun_077/spec_Credo19dzh_B.fits
# BLUE_VAR = data/077_mhuber/mhuber_rerun_077/var_spec_Credo19dzh_B.fits
# RED_FLUX = data/077_mhuber/mhuber_rerun_077/spec_Credo19dzh_R.fits
# RED_VAR = data/077_mhuber/mhuber_rerun_077/var_spec_Credo19dzh_R.fits
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3305.060000 -1.087907e-16 5.348856e-17
3307.060000 -1.219638e-16 4.869607e-17
3309.060000 -1.107534e-16 5.081214e-17
3311.060000 -7.485307e-17 5.839505e-17
3313.060000 -1.868025e-17 6.714776e-17
3315.060000 -6.114465e-17 6.273610e-17
3317.060000 -6.145303e-17 5.194490e-17
3319.060000 -7.842170e-17 4.621737e-17
3321.060000 -8.363537e-17 4.696416e-17
3323.060000 -5.881032e-17 5.401624e-17
3325.060000 -6.985130e-18 6.452795e-17
3327.060000 3.339962e-17 6.424663e-17
3329.060000 1.311151e-16 5.540466e-17
3331.060000 7.993626e-17 4.736935e-17
3333.060000 2.983412e-17 4.565412e-17
3335.060000 2.172470e-17 5.019939e-17
3337.060000 1.916991e-17 5.970823e-17
3339.060000 -1.391488e-17 6.201045e-17
3341.060000 2.963073e-17 5.406490e-17
3343.060000 3.581515e-17 4.575512e-17
3345.060000 4.560401e-17 4.288406e-17
3347.060000 4.598950e-17 4.591269e-17
3349.060000 2.452236e-17 5.306640e-17
3351.060000 5.179655e-17 5.897423e-17
3353.060000 5.076159e-17 5.400520e-17
3355.060000 5.905399e-17 4.512916e-17
3357.060000 4.435449e-17 4.021905e-17
3359.060000 8.499160e-18 4.081601e-17
3361.060000 -2.420751e-17 4.566035e-17
3363.060000 7.737382e-18 5.342330e-17
3365.060000 6.358527e-17 5.296247e-17
3367.060000 -2.487481e-17 4.327688e-17
3369.060000 1.137887e-17 3.870862e-17
3371.060000 4.795148e-17 3.908738e-17
3373.060000 3.557136e-17 4.424559e-17
3375.060000 3.290657e-17 5.327402e-17
3377.060000 -2.465193e-17 5.308469e-17
3379.060000 -1.488234e-17 4.387753e-17
3381.060000 -4.691308e-17 3.757738e-17
3383.060000 -6.102832e-17 3.639131e-17
3385.060000 -4.577009e-17 4.041030e-17
3387.060000 -1.763665e-17 4.845314e-17
3389.060000 3.342782e-17 5.114613e-17
3391.060000 5.202330e-17 4.462276e-17
3393.060000 3.313881e-17 3.741074e-17
3395.060000 6.652895e-18 3.573778e-17
3397.060000 -9.437251e-18 3.920163e-17
