# OBJECT: AT2019zeu
# TELESCOPE: MMT
# INSTRUMENT: BC
# DATE-OBS: 2020-02-19
# MJD: 58898.32140046
# EXPTIME: 2100
# SLIT: 1.0x180
# DISPERSER: 300GPM
# SOURCE: FLEET
# FILTER: CLEAR
# FLUX_STANDARD: BD332642
# EXTINCTION_CORRECTED: NO
# PHOTOMETRY_CALIBRATED: NO
# FLUX_UNITS: erg/cm2/s/A
# QUALITY: 
# COMMENT: 
Wavelength Flux Sigma
4.644190897000000405e+03 3.452414000000000094e-16 1.574532999999999971e-17
4.646125930000000153e+03 3.257542000000000011e-16 1.557751000000000024e-17
4.648060978000000432e+03 3.936404999999999817e-16 1.713356999999999873e-17
4.649996041999999761e+03 3.056357000000000076e-16 1.505167000000000058e-17
4.651931120999999621e+03 2.921862000000000146e-16 1.497886999999999894e-17
4.653866216000000350e+03 3.234038999999999775e-16 1.555562000000000012e-17
4.655801327000000128e+03 2.745863999999999982e-16 1.421202999999999879e-17
4.657736453000000438e+03 3.455059999999999980e-16 1.545013999999999967e-17
4.659671594999999797e+03 3.121453000000000118e-16 1.506779999999999928e-17
4.661606753000000026e+03 4.005457999999999876e-16 1.710071000000000151e-17
4.663541925999999876e+03 3.352871000000000007e-16 1.540226999999999932e-17
4.665477114999999685e+03 2.729098000000000175e-16 1.427343999999999883e-17
4.667412320000000364e+03 3.605158000000000057e-16 1.600445999999999935e-17
4.669347539999999753e+03 2.570259999999999880e-16 1.392208999999999954e-17
4.671282776000000013e+03 3.244279000000000115e-16 1.567724999999999876e-17
4.673218028000000231e+03 3.538152000000000246e-16 1.572485000000000150e-17
4.675153295000000071e+03 3.060835999999999788e-16 1.692408999999999944e-17
4.677088577999999870e+03 3.644855000000000039e-16 1.602576000000000092e-17
4.679023876999999629e+03 2.561753999999999935e-16 1.328111000000000066e-17
4.680959190999999919e+03 2.934826000000000133e-16 1.466787000000000113e-17
4.682894521000000168e+03 2.921175999999999901e-16 1.408805999999999928e-17
4.684829867000000377e+03 3.538942000000000008e-16 1.518885000000000065e-17
4.686765228000000207e+03 3.441795999999999770e-16 1.817144000000000074e-17
4.688700604999999996e+03 3.458151999999999932e-16 1.489724000000000009e-17
4.690635997000000316e+03 3.364608999999999844e-16 1.525072999999999928e-17
4.692571406000000025e+03 2.768825000000000179e-16 1.416127999999999927e-17
4.694506828999999925e+03 3.019221999999999819e-16 1.493304999999999928e-17
4.696442269000000124e+03 3.434184999999999912e-16 1.592897999999999950e-17
4.698377723999999944e+03 2.733967000000000176e-16 1.297061000000000066e-17
4.700313194999999723e+03 3.656852000000000084e-16 1.632121000000000038e-17
4.702248681000000033e+03 3.222949999999999941e-16 1.556537000000000117e-17
4.704184183000000303e+03 3.180736000000000021e-16 1.514490000000000020e-17
4.706119700000000194e+03 2.995289999999999906e-16 1.504436999999999909e-17
4.708055234000000382e+03 3.574402999999999915e-16 1.552154000000000069e-17
4.709990781999999854e+03 3.376362999999999758e-16 1.562803000000000111e-17
4.711926346999999623e+03 3.267082999999999982e-16 1.513894000000000089e-17
4.713861926999999923e+03 3.334969999999999935e-16 1.581543000000000059e-17
4.715797523000000183e+03 2.785142999999999787e-16 1.450043999999999924e-17
4.717733134000000064e+03 2.988503000000000098e-16 1.460268999999999883e-17
4.719668760999999904e+03 3.400162999999999770e-16 1.576304999999999872e-17
4.721604403999999704e+03 3.305952999999999961e-16 1.540892000000000074e-17
4.723540062000000034e+03 3.558144000000000039e-16 1.548508000000000142e-17
4.725475736000000325e+03 3.931682999999999974e-16 1.579975000000000100e-17
4.727411425000000236e+03 2.622150999999999938e-16 1.318066000000000055e-17
4.729347130000000107e+03 4.240831000000000141e-16 1.721713999999999958e-17
4.731282850999999937e+03 3.163729000000000216e-16 1.455717999999999883e-17
4.733218587000000298e+03 3.839124000000000219e-16 1.705387000000000061e-17
4.735154338999999709e+03 3.769875999999999769e-16 1.685737000000000015e-17
4.737090105999999651e+03 3.260940999999999911e-16 1.540031000000000091e-17
4.739025888999999552e+03 3.477893000000000049e-16 1.565692999999999947e-17
4.740961688000000322e+03 3.039346000000000005e-16 1.603115000000000117e-17
4.742897501999999804e+03 3.102561999999999808e-16 1.499057000000000019e-17
4.744833332000000155e+03 3.269758999999999890e-16 1.537768000000000152e-17
4.746769177000000127e+03 3.562698999999999873e-16 1.503640999999999933e-17
4.748705038000000059e+03 3.503109000000000023e-16 1.448159999999999850e-17
4.750640914999999950e+03 3.809207999999999892e-16 1.665297000000000145e-17
4.752576807000000372e+03 3.416880999999999838e-16 1.622973000000000000e-17
4.754512714999999844e+03 3.781047000000000123e-16 1.628578000000000056e-17
4.756448637999999846e+03 2.617476000000000015e-16 1.360277000000000054e-17
4.758384576999999808e+03 3.735293999999999871e-16 1.697918999999999847e-17
4.760320531999999730e+03 3.751548999999999974e-16 1.604573999999999979e-17
4.762256502000000182e+03 4.089204000000000232e-16 1.749492000000000027e-17
4.764192487000000256e+03 3.521451000000000076e-16 1.557848000000000125e-17
4.766128488999999718e+03 2.864129000000000239e-16 1.452063999999999856e-17
4.768064505999999710e+03 3.140028999999999949e-16 1.512448999999999863e-17
4.770000538000000233e+03 3.488625000000000062e-16 1.536072999999999946e-17
4.771936585999999807e+03 3.304038999999999926e-16 1.528786000000000117e-17
4.773872650000000249e+03 3.729873999999999972e-16 1.647829000000000139e-17
4.775808729000000312e+03 3.624431000000000124e-16 1.586174000000000139e-17
4.777744822999999997e+03 3.973119999999999764e-16 1.616506999999999960e-17
4.779680933999999979e+03 2.839281999999999896e-16 1.382836000000000058e-17
4.781617059999999583e+03 3.811545000000000190e-16 1.633531000000000094e-17
4.783553200999999717e+03 3.680351999999999874e-16 1.608484000000000138e-17
4.785489357999999811e+03 2.744776999999999951e-16 1.436079000000000014e-17
4.787425530000000435e+03 3.136836999999999759e-16 1.506688999999999980e-17
4.789361719000000448e+03 2.827508000000000131e-16 1.405226000000000137e-17
4.791297921999999744e+03 3.334069999999999763e-16 1.521748999999999960e-17
4.793234140999999909e+03 3.076647999999999778e-16 1.473188000000000146e-17
4.795170376000000033e+03 3.557220000000000243e-16 1.581625999999999907e-17
4.797106625999999778e+03 3.537819999999999869e-16 1.580297000000000058e-17
4.799042892000000393e+03 2.878345999999999953e-16 1.515133999999999938e-17
4.800979174000000057e+03 3.674482999999999956e-16 1.617460000000000020e-17
4.802915471000000252e+03 2.724454000000000094e-16 1.363778000000000047e-17
4.804851783000000069e+03 4.487671000000000224e-16 1.753110000000000065e-17
4.806788110999999844e+03 3.629311999999999936e-16 1.564766000000000137e-17
4.808724454999999580e+03 3.608378999999999957e-16 1.567498000000000070e-17
4.810660813999999846e+03 3.643198999999999900e-16 1.629531000000000115e-17
4.812597189000000071e+03 2.924133999999999820e-16 1.467797000000000079e-17
4.814533578999999918e+03 4.229874000000000208e-16 1.843219000000000145e-17
4.816469984999999724e+03 3.499849000000000242e-16 1.551005999999999988e-17
4.818406406000000061e+03 4.484512000000000008e-16 1.763942000000000132e-17
4.820342843000000357e+03 3.456596999999999850e-16 1.559698999999999977e-17
4.822279295000000275e+03 3.720456999999999862e-16 1.604849999999999900e-17
4.824215763000000152e+03 3.426289999999999908e-16 1.560787000000000075e-17
4.826152245999999650e+03 3.591416999999999939e-16 1.570062999999999871e-17
4.828088745000000017e+03 4.101544000000000152e-16 1.685894999999999918e-17
4.830025260000000344e+03 4.024687999999999796e-16 1.619435000000000042e-17
4.831961790000000292e+03 3.688394000000000035e-16 1.593092999999999971e-17
4.833898334999999861e+03 4.097930999999999831e-16 1.673521999999999961e-17
4.835834896000000299e+03 4.079913000000000117e-16 1.769565000000000028e-17
4.837771472999999787e+03 3.252015999999999968e-16 1.575852000000000079e-17
4.839708064999999806e+03 3.771148000000000019e-16 1.558461000000000077e-17
4.841644672000000355e+03 3.403338000000000063e-16 1.626231999999999961e-17
4.843581296000000293e+03 3.630697000000000057e-16 1.589775999999999975e-17
4.845517934000000423e+03 3.285260999999999979e-16 1.577719999999999953e-17
4.847454587999999603e+03 3.068034999999999868e-16 1.500063999999999909e-17
4.849391257999999652e+03 3.347772000000000000e-16 1.609905999999999883e-17
4.851327943000000232e+03 2.995519999999999912e-16 1.448631999999999920e-17
4.853264643999999862e+03 3.820347000000000091e-16 1.625851999999999967e-17
4.855201360000000022e+03 3.588514999999999798e-16 1.584786999999999947e-17
4.857138090999999804e+03 3.296351999999999946e-16 1.523297000000000131e-17
4.859074838000000454e+03 3.610336000000000138e-16 1.637228000000000083e-17
4.861011601000000155e+03 3.394362999999999755e-16 1.535234000000000008e-17
4.862948379000000386e+03 3.856309000000000024e-16 1.659428999999999985e-17
4.864885172999999668e+03 3.531928999999999967e-16 1.575597000000000076e-17
4.866821982000000389e+03 3.450086000000000148e-16 1.501201999999999941e-17
4.868758807000000161e+03 4.081293999999999971e-16 1.686942000000000002e-17
4.870695646999999553e+03 3.676867999999999994e-16 1.624338000000000146e-17
4.872632502000000386e+03 3.608211999999999949e-16 1.598236000000000006e-17
4.874569373000000269e+03 2.828847999999999972e-16 1.476500999999999937e-17
4.876506260000000111e+03 3.471134999999999950e-16 1.520780000000000008e-17
4.878443161999999575e+03 4.467309999999999813e-16 1.759357000000000090e-17
4.880380079999999907e+03 2.764891999999999786e-16 1.267783999999999940e-17
4.882317012999999861e+03 3.940136999999999914e-16 1.694041999999999910e-17
4.884253961000000345e+03 3.655584000000000100e-16 1.603404999999999982e-17
4.886190924999999879e+03 3.874229000000000125e-16 1.672032000000000133e-17
4.888127903999999944e+03 2.922262999999999933e-16 1.473577000000000059e-17
4.890064898999999969e+03 3.545771999999999963e-16 1.595316000000000024e-17
4.892001909999999953e+03 3.557709999999999784e-16 1.593221000000000037e-17
4.893938935999999558e+03 3.975314999999999990e-16 1.766600999999999957e-17
4.895875976999999693e+03 3.771183000000000127e-16 1.626310000000000092e-17
4.897813033999999789e+03 3.478744000000000169e-16 1.590515000000000045e-17
4.899750106000000414e+03 3.697781000000000123e-16 1.626325999999999985e-17
4.901687194000000090e+03 3.421661999999999905e-16 1.521834999999999884e-17
4.903624297000000297e+03 4.216013999999999821e-16 1.711641999999999878e-17
4.905561415999999554e+03 3.694429999999999962e-16 1.605742999999999977e-17
4.907498550000000250e+03 3.486965000000000150e-16 1.575640999999999858e-17
4.909435698999999659e+03 3.739940999999999904e-16 1.581296999999999976e-17
4.911372863999999936e+03 3.799504000000000178e-16 1.724091000000000019e-17
4.913310045000000173e+03 3.458206000000000070e-16 1.326814000000000003e-17
4.915247241000000031e+03 3.392428000000000050e-16 1.612174999999999975e-17
4.917184452000000420e+03 3.521487999999999824e-16 1.582455999999999925e-17
4.919121678999999858e+03 3.989500999999999862e-16 1.645079000000000058e-17
4.921058920999999827e+03 4.169604999999999839e-16 1.755417000000000094e-17
4.922996178999999756e+03 4.592455000000000390e-16 1.802863999999999869e-17
4.924933452000000216e+03 2.944378999999999916e-16 1.493316999999999925e-17
4.926870740999999725e+03 3.499548000000000201e-16 1.481486000000000069e-17
4.928808044999999765e+03 4.078284000000000046e-16 1.699407000000000035e-17
4.930745364999999765e+03 2.912439000000000130e-16 1.340132000000000073e-17
4.932682698999999957e+03 3.782726000000000066e-16 1.650525999999999902e-17
4.934620050000000447e+03 3.735498999999999940e-16 1.559852999999999984e-17
4.936557415999999648e+03 4.130047999999999796e-16 1.711432999999999913e-17
4.938494797000000290e+03 4.136370999999999820e-16 1.675991000000000098e-17
4.940432193999999981e+03 4.456005999999999738e-16 1.743282000000000120e-17
4.942369606000000203e+03 3.674466000000000058e-16 1.589541999999999889e-17
4.944307033000000047e+03 4.220679999999999885e-16 1.752802999999999871e-17
4.946244475999999850e+03 3.299613999999999859e-16 1.502974999999999970e-17
4.948181934999999612e+03 3.429753000000000119e-16 1.599595000000000000e-17
4.950119408999999905e+03 3.232274999999999851e-16 1.480290000000000002e-17
4.952056897999999819e+03 4.882932000000000081e-16 1.860456000000000141e-17
4.953994402000000264e+03 4.352720000000000055e-16 1.759441999999999886e-17
4.955931923000000097e+03 3.474012000000000154e-16 1.513295999999999902e-17
4.957869458000000122e+03 4.362116000000000001e-16 1.782886000000000021e-17
4.959807009000000107e+03 3.786116000000000108e-16 1.683556999999999923e-17
4.961744574999999713e+03 3.656924999999999760e-16 1.475047000000000098e-17
4.963682157000000188e+03 3.799428000000000056e-16 1.617896000000000100e-17
4.965619754000000285e+03 3.270812000000000126e-16 1.547788000000000041e-17
4.967557367000000340e+03 4.055689000000000021e-16 1.722723999999999925e-17
4.969494995000000017e+03 4.175266000000000229e-16 1.709055999999999852e-17
4.971432638000000225e+03 4.134458000000000099e-16 1.727976000000000057e-17
4.973370297000000392e+03 3.734580000000000230e-16 1.590309999999999976e-17
4.975307971000000180e+03 4.218417999999999889e-16 1.748473000000000141e-17
4.977245660999999927e+03 3.845541000000000082e-16 1.528930000000000076e-17
4.979183366000000206e+03 4.353163999999999989e-16 1.752848999999999909e-17
4.981121086000000105e+03 3.670741000000000180e-16 1.668686999999999940e-17
4.983058821999999964e+03 3.452260000000000210e-16 1.608693999999999924e-17
4.984996573000000353e+03 3.738344999999999809e-16 1.763215999999999878e-17
4.986934339999999793e+03 3.472145999999999859e-16 1.574642999999999888e-17
4.988872121999999763e+03 3.816831999999999875e-16 1.681701999999999867e-17
4.990809919000000264e+03 3.785026000000000123e-16 1.686976000000000044e-17
4.992747731999999814e+03 4.267797000000000095e-16 1.718169000000000029e-17
4.994685559999999896e+03 3.801126000000000030e-16 1.784924000000000102e-17
4.996623402999999598e+03 3.051001999999999814e-16 1.496614999999999952e-17
4.998561262000000170e+03 3.061234000000000115e-16 1.346857000000000012e-17
5.000499136999999791e+03 4.332056999999999782e-16 1.750789999999999911e-17
5.002437025999999605e+03 4.299309999999999844e-16 1.735014999999999854e-17
5.004374931000000288e+03 3.729005999999999955e-16 1.559952999999999853e-17
5.006312852000000021e+03 3.809374999999999900e-16 1.660363999999999896e-17
5.008250788000000284e+03 4.233057999999999867e-16 1.711507000000000148e-17
5.010188739000000169e+03 3.847496999999999951e-16 1.646020000000000121e-17
5.012126704999999674e+03 3.624689999999999839e-16 1.552642999999999851e-17
5.014064687000000049e+03 3.569941999999999920e-16 1.573865999999999881e-17
5.016002685000000383e+03 3.479580000000000031e-16 1.524781000000000114e-17
5.017940697000000000e+03 4.063509000000000215e-16 1.680592999999999852e-17
5.019878724999999577e+03 3.763946999999999806e-16 1.633392999999999980e-17
5.021816769000000022e+03 3.713612000000000143e-16 1.647838999999999880e-17
5.023754826999999750e+03 3.238003000000000010e-16 1.560587999999999850e-17
5.025692901000000347e+03 3.760785000000000130e-16 1.648365000000000088e-17
5.027630990999999995e+03 3.556500000000000204e-16 1.586309999999999997e-17
5.029569096000000172e+03 3.546943999999999975e-16 1.556441000000000145e-17
5.031507215999999971e+03 4.160366000000000223e-16 1.745201000000000055e-17
5.033445351000000301e+03 4.397338999999999863e-16 1.776594000000000086e-17
5.035383501999999680e+03 4.324747999999999785e-16 1.664344999999999906e-17
5.037321668999999929e+03 3.494972000000000203e-16 1.588644999999999916e-17
5.039259850000000370e+03 3.316709999999999911e-16 1.572937000000000122e-17
5.041198046999999860e+03 3.681429000000000227e-16 1.605629999999999984e-17
5.043136258999999882e+03 3.250878000000000244e-16 1.537210999999999978e-17
5.045074486999999863e+03 3.945577999999999976e-16 1.663978000000000037e-17
5.047012730000000374e+03 3.997543999999999843e-16 1.609605000000000149e-17
5.048950987999999597e+03 3.704913999999999760e-16 1.602424000000000033e-17
5.050889261999999690e+03 3.625814000000000111e-16 1.638832999999999852e-17
5.052827551000000312e+03 3.792412000000000062e-16 1.642979000000000046e-17
5.054765854999999647e+03 4.188759999999999950e-16 1.738695999999999950e-17
5.056704174999999850e+03 3.219680999999999809e-16 1.460648999999999877e-17
5.058642509999999675e+03 3.571467999999999800e-16 1.639727999999999877e-17
5.060580860000000030e+03 3.748522999999999972e-16 1.664118999999999919e-17
5.062519226000000344e+03 3.716184999999999859e-16 1.622007999999999944e-17
5.064457607000000280e+03 3.793727999999999786e-16 1.658136999999999946e-17
5.066396002999999837e+03 3.337524999999999934e-16 1.454490999999999851e-17
5.068334415000000263e+03 3.457467999999999821e-16 1.595317000000000153e-17
5.070272842000000310e+03 2.940679999999999794e-16 1.477948000000000111e-17
5.072211283999999978e+03 4.437306999999999865e-16 1.736693999999999859e-17
5.074149741999999605e+03 3.997729000000000062e-16 1.648562000000000057e-17
5.076088214999999764e+03 3.131282000000000006e-16 1.513329999999999943e-17
5.078026703000000452e+03 3.773894000000000143e-16 1.552527000000000090e-17
5.079965205999999853e+03 3.744951000000000157e-16 1.670841000000000091e-17
5.081903725000000122e+03 3.751179000000000029e-16 1.430906999999999962e-17
5.083842259000000013e+03 2.470245999999999790e-16 1.380777000000000060e-17
5.085780808999999863e+03 3.304767000000000004e-16 1.657417999999999973e-17
5.087719374000000244e+03 3.680912000000000124e-16 1.610814999999999852e-17
5.089657954000000245e+03 3.392294999999999836e-16 1.471559999999999895e-17
5.091596548999999868e+03 2.907154999999999905e-16 1.410491000000000085e-17
5.093535160000000360e+03 3.690661000000000117e-16 1.596897000000000109e-17
5.095473785999999564e+03 3.738566999999999776e-16 1.665775000000000059e-17
5.097412427000000207e+03 3.243532999999999826e-16 1.589130999999999930e-17
5.099351083999999901e+03 3.565565000000000086e-16 1.562861999999999966e-17
5.101289756000000125e+03 3.642050000000000184e-16 1.623900999999999938e-17
5.103228442999999970e+03 2.999487000000000100e-16 1.507173000000000046e-17
5.105167145999999775e+03 3.741454000000000152e-16 1.490107000000000078e-17
5.107105862999999772e+03 3.441890000000000103e-16 1.563585999999999963e-17
5.109044597000000067e+03 3.745247999999999933e-16 1.631176999999999899e-17
5.110983344999999645e+03 3.196925999999999994e-16 1.516208000000000091e-17
5.112922109000000091e+03 3.913055999999999957e-16 1.667040999999999849e-17
5.114860888000000159e+03 4.289176000000000141e-16 1.678461000000000055e-17
5.116799681999999848e+03 3.166564000000000093e-16 1.576713000000000063e-17
5.118738491000000067e+03 3.532386000000000026e-16 1.593736999999999888e-17
5.120677316000000246e+03 3.647801000000000147e-16 1.623347000000000149e-17
5.122616156000000046e+03 3.939082999999999858e-16 1.655418000000000138e-17
5.124555011999999806e+03 3.788145000000000145e-16 1.649156999999999860e-17
5.126493881999999758e+03 3.717980999999999938e-16 1.589763999999999979e-17
5.128432767999999669e+03 4.410918999999999879e-16 1.762809999999999944e-17
5.130371669000000111e+03 3.938758000000000192e-16 1.700737000000000012e-17
5.132310585999999603e+03 3.981900999999999994e-16 1.666225000000000084e-17
5.134249517000000196e+03 3.491048999999999981e-16 1.592416999999999960e-17
5.136188463999999840e+03 3.836063999999999928e-16 1.663671999999999971e-17
5.138127427000000353e+03 3.460169999999999978e-16 1.468355000000000073e-17
5.140066404000000148e+03 4.637868999999999553e-16 1.874561000000000113e-17
5.142005396999999903e+03 3.598605000000000027e-16 1.625619000000000009e-17
5.143944405000000188e+03 3.930102999999999956e-16 1.611423999999999908e-17
5.145883428000000094e+03 3.680537999999999913e-16 1.612779000000000006e-17
5.147822466999999961e+03 3.931216000000000237e-16 1.548739999999999973e-17
5.149761521000000357e+03 3.476003999999999951e-16 1.601239000000000143e-17
5.151700590000000375e+03 3.160703000000000214e-16 1.549436000000000081e-17
5.153639674000000014e+03 3.892629999999999909e-16 1.650058000000000037e-17
5.155578773999999612e+03 4.712510000000000326e-16 1.678748000000000152e-17
5.157517888999999741e+03 4.161021000000000132e-16 1.687234000000000123e-17
5.159457019000000400e+03 3.335322000000000163e-16 1.591304999999999869e-17
5.161396163999999771e+03 3.523792999999999967e-16 1.507351000000000046e-17
5.163335325000000012e+03 2.947402999999999785e-16 1.473298999999999882e-17
5.165274500999999873e+03 4.478631999999999605e-16 1.773371999999999934e-17
5.167213692000000265e+03 3.428786999999999996e-16 1.548228000000000017e-17
5.169152898000000278e+03 3.356360999999999793e-16 1.575207000000000034e-17
5.171092118999999911e+03 3.658790000000000235e-16 1.593452999999999867e-17
5.173031356000000414e+03 3.634840999999999932e-16 1.573218000000000067e-17
5.174970607999999629e+03 3.378259000000000075e-16 1.526322000000000005e-17
5.176909875999999713e+03 4.190227000000000098e-16 1.896556999999999946e-17
5.178849157999999989e+03 3.778648999999999961e-16 1.638710999999999939e-17
5.180788456000000224e+03 3.968690000000000104e-16 1.667950000000000127e-17
5.182727769000000080e+03 3.301557999999999916e-16 1.540716000000000022e-17
5.184667096999999558e+03 3.838235000000000038e-16 1.694929999999999963e-17
5.186606439999999566e+03 3.954165999999999949e-16 1.552630000000000034e-17
5.188545799000000443e+03 3.830955000000000243e-16 1.684646999999999969e-17
5.190485173000000032e+03 4.492441000000000299e-16 1.738979999999999971e-17
5.192424562000000151e+03 3.163382000000000074e-16 1.564487999999999960e-17
5.194363965999999891e+03 2.358112999999999926e-16 1.388005999999999854e-17
5.196303385999999591e+03 3.641215000000000142e-16 1.587143999999999911e-17
5.198242820000000393e+03 3.708910999999999970e-16 1.629235000000000098e-17
5.200182270000000244e+03 4.375312000000000127e-16 1.678266000000000034e-17
5.202121734999999717e+03 2.812712000000000137e-16 1.386498000000000031e-17
5.204061216000000059e+03 3.655557999999999851e-16 1.612623000000000051e-17
5.206000710999999683e+03 3.169667000000000038e-16 1.523516999999999965e-17
5.207940222000000176e+03 3.430010000000000194e-16 1.618625000000000121e-17
5.209879748000000291e+03 4.683328000000000476e-16 1.782665000000000059e-17
5.211819289000000026e+03 2.842449000000000151e-16 1.408853000000000095e-17
5.213758845999999721e+03 3.589693000000000209e-16 1.400131000000000088e-17
5.215698416999999608e+03 3.503221000000000073e-16 1.611200999999999998e-17
5.217638004000000365e+03 3.644239000000000011e-16 1.615298999999999897e-17
5.219577605999999832e+03 4.201682999999999924e-16 1.759343000000000146e-17
5.221517222999999831e+03 3.442358999999999973e-16 1.483641999999999859e-17
5.223456855999999789e+03 3.454958000000000101e-16 1.550266000000000099e-17
5.225396502999999939e+03 3.227158999999999947e-16 1.675339999999999900e-17
5.227336166000000048e+03 3.303715000000000081e-16 1.533578999999999996e-17
5.229275843999999779e+03 3.406057999999999938e-16 1.604146000000000000e-17
5.231215537000000040e+03 3.536217000000000048e-16 1.592798000000000081e-17
5.233155246000000261e+03 3.424490000000000057e-16 1.570700999999999944e-17
5.235094968999999764e+03 3.557253000000000218e-16 1.595482999999999848e-17
5.237034708000000137e+03 3.468618000000000012e-16 1.695405999999999929e-17
5.238974462000000131e+03 3.777892000000000173e-16 1.622187999999999892e-17
5.240914230999999745e+03 4.077662999999999932e-16 1.625057000000000119e-17
5.242854014999999890e+03 3.085374000000000050e-16 1.502545999999999863e-17
5.244793814999999995e+03 3.905516000000000135e-16 1.709830999999999912e-17
5.246733629000000292e+03 3.596061999999999840e-16 1.590042999999999976e-17
5.248673458999999639e+03 2.861777999999999996e-16 1.437713999999999929e-17
5.250613304000000426e+03 4.142729999999999772e-16 1.706508999999999892e-17
5.252553163999999924e+03 2.847127000000000027e-16 1.463152000000000055e-17
5.254493038999999953e+03 3.411959000000000011e-16 1.536048999999999953e-17
5.256432929999999942e+03 3.104625000000000134e-16 1.479321999999999870e-17
5.258372835000000123e+03 3.310586000000000050e-16 1.448133000000000089e-17
5.260312756000000263e+03 3.509065999999999875e-16 1.599798999999999941e-17
5.262252692000000025e+03 3.095555999999999986e-16 1.503046999999999949e-17
5.264192643000000317e+03 3.311575999999999796e-16 1.542042000000000103e-17
5.266132609999999659e+03 3.258539999999999796e-16 1.581411999999999917e-17
5.268072591000000102e+03 3.137172999999999908e-16 1.446685000000000095e-17
5.270012587999999596e+03 4.008636999999999942e-16 1.679974999999999876e-17
5.271952599000000191e+03 2.429472999999999768e-16 1.912114999999999936e-17
5.273892625999999836e+03 3.556788999999999941e-16 1.648320999999999998e-17
5.275832668000000012e+03 3.480919000000000051e-16 1.323042999999999933e-17
5.277772726000000148e+03 3.420891000000000173e-16 1.555560999999999884e-17
5.279712797999999566e+03 3.281786999999999777e-16 1.497417000000000080e-17
5.281652885000000424e+03 3.453233000000000059e-16 1.543165999999999882e-17
5.283592988000000332e+03 3.590986000000000130e-16 1.591869000000000015e-17
5.285533105999999862e+03 2.835055999999999993e-16 1.558113999999999997e-17
5.287473238999999921e+03 3.085639999999999984e-16 1.411456999999999961e-17
5.289413386999999602e+03 3.774881999999999756e-16 1.600089999999999934e-17
5.291353549999999814e+03 3.199075999999999940e-16 1.507180000000000018e-17
5.293293727999999646e+03 3.280594000000000095e-16 1.740903000000000111e-17
5.295233922000000348e+03 3.446814000000000062e-16 1.565641999999999885e-17
5.297174130000000332e+03 2.992773999999999788e-16 1.458784999999999899e-17
5.299114354000000276e+03 3.167109999999999906e-16 1.530866999999999852e-17
5.301054592999999841e+03 3.025374999999999881e-16 1.504956000000000145e-17
5.302994846999999936e+03 3.108034000000000205e-16 1.503555000000000009e-17
5.304935115999999653e+03 4.538246999999999884e-16 1.926717000000000099e-17
5.306875401000000238e+03 2.487979000000000033e-16 1.374187999999999979e-17
5.308815700000000106e+03 4.055321000000000209e-16 1.691157999999999919e-17
5.310756013999999595e+03 3.803078000000000126e-16 1.660459000000000048e-17
5.312696343999999954e+03 3.289532999999999982e-16 1.558151999999999935e-17
5.314636688999999933e+03 3.537194000000000162e-16 1.639403999999999970e-17
5.316577049000000443e+03 3.841668000000000226e-16 1.728157999999999953e-17
5.318517423999999664e+03 2.913006999999999926e-16 1.553439000000000136e-17
5.320457814000000326e+03 3.164863000000000167e-16 1.556491000000000079e-17
5.322398218999999699e+03 2.714513999999999976e-16 1.382020999999999959e-17
5.324338638999999603e+03 3.176603000000000137e-16 1.511785999999999977e-17
5.326279075000000375e+03 3.628550999999999883e-16 1.631335999999999930e-17
5.328219525000000431e+03 2.908761999999999992e-16 1.464487999999999876e-17
5.330159991000000446e+03 2.468284000000000016e-16 1.333436999999999971e-17
5.332100472000000082e+03 2.273011000000000146e-16 1.361477000000000016e-17
5.334040966999999910e+03 3.199036000000000239e-16 1.616571999999999967e-17
5.335981477999999697e+03 2.797185999999999932e-16 1.767295999999999937e-17
5.337922004000000015e+03 3.629298999999999812e-16 1.695070000000000025e-17
5.339862546000000293e+03 2.643866999999999954e-16 1.412379999999999876e-17
5.341803101999999853e+03 3.368316000000000004e-16 1.633644999999999907e-17
5.343743672999999944e+03 2.983481000000000033e-16 1.554203000000000018e-17
5.345684259999999995e+03 2.931634999999999762e-16 1.500871999999999882e-17
5.347624861000000237e+03 3.115993000000000026e-16 1.496874999999999979e-17
5.349565478000000439e+03 4.180083000000000224e-16 1.761873999999999905e-17
5.351506108999999924e+03 3.575246999999999816e-16 2.031922999999999969e-17
5.353446756000000278e+03 3.806315000000000103e-16 2.353592000000000072e-17
5.355387418000000253e+03 4.006654000000000004e-16 1.363963999999999994e-17
5.357328094999999848e+03 2.954327999999999893e-16 1.496674000000000114e-17
5.359268786999999975e+03 3.555723999999999893e-16 1.638207999999999904e-17
5.361209493999999722e+03 3.765337999999999832e-16 1.622796999999999948e-17
5.363150216000000000e+03 4.064616000000000097e-16 1.635479000000000047e-17
5.365090954000000238e+03 2.912097999999999895e-16 1.391592999999999926e-17
5.367031705999999758e+03 3.311949000000000187e-16 1.533568000000000128e-17
5.368972472999999809e+03 2.755990000000000139e-16 1.752114999999999863e-17
5.370913255999999819e+03 3.180840999999999852e-16 1.506834999999999886e-17
5.372854053000000022e+03 2.832536000000000102e-16 1.376888999999999946e-17
5.374794866000000184e+03 3.469264000000000062e-16 1.428207999999999943e-17
5.376735693999999967e+03 2.626422000000000121e-16 1.725244999999999944e-17
5.378676535999999942e+03 3.009641999999999967e-16 1.506389999999999886e-17
5.380617393999999877e+03 3.453236000000000011e-16 1.620142000000000019e-17
5.382558267000000342e+03 2.817354999999999905e-16 1.402380000000000083e-17
