#OBJECT = ASASSN-18rn
#MJD-OBS = 58343.140822
#EXPTIME = 1800.000000
#AIRMASS = 1.10
#TELESCOPE = duPont
#INSTRUMENT = WFCCD
#WL FL ERR
3800.643387 3.390661e-17 7.251250e-17
3802.413152 1.147692e-16 4.972807e-17
3804.182917 7.615948e-17 5.029093e-17
3805.952682 1.347667e-16 5.234737e-17
3807.722447 1.463463e-18 5.011843e-17
3809.492212 1.079405e-16 4.889480e-17
3811.261977 2.949295e-17 4.773370e-17
3813.031742 1.388537e-16 4.891617e-17
3814.801507 9.630672e-17 4.957263e-17
3816.571272 2.611466e-16 4.843117e-17
3818.341037 1.024936e-16 4.601940e-17
3820.110802 -6.377387e-17 4.309150e-17
3821.880567 1.247887e-17 4.338610e-17
3823.650332 5.602077e-17 4.328313e-17
3825.420097 1.764541e-17 4.411927e-17
3827.189862 8.358030e-17 4.383397e-17
3828.959627 2.241913e-16 4.303780e-17
3830.729392 1.137987e-16 4.109133e-17
3832.499157 2.001118e-16 3.988053e-17
3834.268922 3.024384e-16 4.142410e-17
3836.038687 6.783892e-17 4.254707e-17
3837.808452 2.542667e-16 4.038173e-17
3839.578217 3.156514e-16 4.212133e-17
3841.347982 1.357818e-16 4.136500e-17
3843.117747 1.227856e-16 3.952087e-17
3844.887512 8.516205e-17 4.123503e-17
3846.657277 1.610150e-16 3.989407e-17
3848.427042 1.527596e-16 3.629577e-17
3850.196807 2.183553e-16 3.704650e-17
3851.966572 1.167014e-16 3.694840e-17
3853.736337 2.366058e-17 3.599273e-17
3855.506102 -2.373326e-17 3.594523e-17
3857.275867 2.268023e-17 3.594830e-17
3859.045632 8.554637e-17 3.707797e-17
3860.815397 6.619017e-17 3.566640e-17
3862.585162 1.059077e-16 3.608940e-17
3864.354927 2.044936e-16 3.498840e-17
3866.124692 3.078060e-16 3.589050e-17
3867.894457 1.351587e-16 3.764903e-17
3869.664222 3.471383e-17 3.522293e-17
3871.433987 1.863186e-16 3.497480e-17
3873.203752 1.315875e-17 3.457763e-17
3874.973517 3.180364e-16 3.638130e-17
3876.743282 1.077748e-16 3.414070e-17
3878.513047 1.736233e-16 3.423613e-17
3880.282812 1.471273e-16 3.437670e-17
3882.052577 2.889617e-16 3.414610e-17
3883.822342 3.108982e-16 3.311122e-17
3885.592107 2.219428e-16 3.271016e-17
3887.361872 1.758209e-16 3.224143e-17
3889.131637 1.208763e-16 3.411760e-17
3890.901402 1.753041e-16 3.482073e-17
3892.671167 2.236868e-16 3.324490e-17
3894.440932 2.102269e-16 3.398750e-17
3896.210697 1.616138e-16 3.669003e-17
3897.980462 1.784642e-16 3.354320e-17
3899.750227 2.092031e-16 3.150123e-17
3901.519992 2.649012e-16 3.448673e-17
3903.289757 2.156418e-16 3.624510e-17
3905.059522 2.803269e-16 3.240460e-17
3906.829287 2.768408e-16 3.579083e-17
3908.599052 2.174035e-16 3.716173e-17
3910.368817 2.194737e-16 3.502197e-17
3912.138582 1.345118e-16 3.122973e-17
3913.908347 9.611001e-17 3.275633e-17
3915.678112 1.337470e-16 3.225385e-17
3917.447877 1.635469e-16 3.138683e-17
3919.217642 3.580681e-16 3.216152e-17
3920.987407 4.431507e-16 3.100911e-17
3922.757172 3.731211e-16 3.601650e-17
3924.526937 3.458510e-16 3.907343e-17
3926.296702 1.029782e-16 3.295481e-17
3928.066467 2.060023e-16 3.475883e-17
3929.836232 1.948433e-16 3.279196e-17
3931.605997 2.396194e-16 3.446267e-17
3933.375762 1.709171e-16 3.090041e-17
3935.145527 1.065472e-16 3.094659e-17
3936.915292 2.290584e-16 3.102655e-17
3938.685057 6.337756e-16 3.163714e-17
