x y
4397.38530 6.66628e-16
4398.65680 6.66341e-16
4399.92820 6.66055e-16
4401.19970 6.65907e-16
4402.47110 6.65705e-16
4403.74260 6.65583e-16
4405.01400 6.65334e-16
4406.28550 6.64841e-16
4407.55690 6.64665e-16
4408.82830 6.64461e-16
4410.09980 6.64276e-16
4411.37120 6.63978e-16
4412.64270 6.63932e-16
4413.91410 6.63775e-16
4415.18560 6.63303e-16
4416.45700 6.63108e-16
4417.72850 6.63037e-16
4418.99990 6.62946e-16
4420.27140 6.62727e-16
4421.54280 6.62224e-16
4422.81420 6.61960e-16
4424.08570 6.61671e-16
4425.35710 6.61629e-16
4426.62860 6.61295e-16
4427.90000 6.61156e-16
4429.17150 6.60945e-16
4430.44290 6.60702e-16
4431.71440 6.60789e-16
4432.98580 6.61029e-16
4434.25730 6.61209e-16
4435.52870 6.60833e-16
4436.80010 6.60370e-16
4438.07160 6.60160e-16
4439.34300 6.59992e-16
4440.61450 6.59805e-16
4441.88590 6.59393e-16
4443.15740 6.59003e-16
4444.42880 6.58677e-16
4445.70030 6.58290e-16
4446.97170 6.57916e-16
4448.24320 6.57609e-16
4449.51460 6.57251e-16
4450.78600 6.56859e-16
4452.05750 6.56438e-16
4453.32890 6.56203e-16
4454.60040 6.55682e-16
4455.87180 6.54857e-16
4457.14330 6.54220e-16
4458.41470 6.53891e-16
4459.68620 6.53589e-16
4460.95760 6.53163e-16
4462.22900 6.52600e-16
4463.50050 6.52029e-16
4464.77190 6.51166e-16
4466.04340 6.50532e-16
4467.31480 6.49977e-16
4468.58630 6.49276e-16
4469.85770 6.48595e-16
4471.12920 6.47847e-16
4472.40060 6.47247e-16
4473.67210 6.46538e-16
4474.94350 6.45992e-16
4476.21490 6.45560e-16
4477.48640 6.44986e-16
4478.75780 6.44363e-16
4480.02930 6.43829e-16
4481.30070 6.43265e-16
4482.57220 6.42554e-16
4483.84360 6.41816e-16
4485.11510 6.41089e-16
4486.38650 6.40379e-16
4487.65800 6.39715e-16
4488.92940 6.39213e-16
4490.20080 6.38724e-16
4491.47230 6.38322e-16
4492.74370 6.37817e-16
4494.01520 6.37232e-16
4495.28660 6.36841e-16
4496.55810 6.36505e-16
4497.82950 6.36195e-16
4499.10100 6.35884e-16
4500.37240 6.35324e-16
4501.64390 6.35158e-16
4502.91530 6.34722e-16
4504.18670 6.34303e-16
4505.45820 6.33699e-16
4506.72960 6.33000e-16
4508.00110 6.32383e-16
4509.27250 6.31943e-16
4510.54400 6.31370e-16
4511.81540 6.30744e-16
4513.08690 6.30213e-16
4514.35830 6.29747e-16
4515.62980 6.29213e-16
4516.90120 6.28450e-16
4518.17260 6.27979e-16
4519.44410 6.27337e-16
4520.71550 6.26636e-16
4521.98700 6.26103e-16
4523.25840 6.25622e-16
4524.52990 6.24736e-16
4525.80130 6.24109e-16
4527.07280 6.23693e-16
4528.34420 6.23229e-16
4529.61570 6.22954e-16
4530.88710 6.22439e-16
4532.15850 6.21935e-16
4533.43000 6.21443e-16
4534.70140 6.21274e-16
4535.97290 6.20869e-16
4537.24430 6.20165e-16
4538.51580 6.19578e-16
4539.78720 6.19058e-16
4541.05870 6.18500e-16
4542.33010 6.18044e-16
4543.60160 6.17595e-16
4544.87300 6.17250e-16
4546.14440 6.16696e-16
4547.41590 6.16466e-16
4548.68730 6.16172e-16
4549.95880 6.15722e-16
4551.23020 6.15517e-16
4552.50170 6.14941e-16
4553.77310 6.14518e-16
4555.04460 6.13978e-16
4556.31600 6.13512e-16
4557.58750 6.13207e-16
4558.85890 6.12896e-16
4560.13030 6.12413e-16
4561.40180 6.11629e-16
4562.67320 6.11156e-16
4563.94470 6.10758e-16
4565.21610 6.10522e-16
4566.48760 6.10052e-16
4567.75900 6.09676e-16
4569.03050 6.09159e-16
4570.30190 6.08982e-16
4571.57340 6.08561e-16
4572.84480 6.07938e-16
4574.11620 6.07549e-16
4575.38770 6.07393e-16
4576.65910 6.06953e-16
4577.93060 6.06416e-16
4579.20200 6.06189e-16
4580.47350 6.05673e-16
4581.74490 6.05008e-16
4583.01640 6.04499e-16
4584.28780 6.04033e-16
4585.55930 6.03427e-16
4586.83070 6.03108e-16
4588.10210 6.02663e-16
4589.37360 6.02140e-16
4590.64500 6.01746e-16
4591.91650 6.01277e-16
4593.18790 6.00673e-16
4594.45940 6.00036e-16
4595.73080 5.99560e-16
4597.00230 5.99273e-16
4598.27370 5.98843e-16
4599.54520 5.98530e-16
4600.81660 5.98043e-16
4602.08800 5.97500e-16
4603.35950 5.96929e-16
4604.63090 5.96319e-16
4605.90240 5.95797e-16
4607.17380 5.95254e-16
4608.44530 5.94606e-16
4609.71670 5.94158e-16
4610.98820 5.93774e-16
4612.25960 5.93248e-16
4613.53110 5.92657e-16
4614.80250 5.92336e-16
4616.07390 5.91718e-16
4617.34540 5.91177e-16
4618.61680 5.90532e-16
4619.88830 5.89850e-16
4621.15970 5.89117e-16
4622.43120 5.88664e-16
4623.70260 5.87847e-16
4624.97410 5.86848e-16
4626.24550 5.86122e-16
4627.51700 5.85263e-16
4628.78840 5.84574e-16
4630.05980 5.83947e-16
4631.33130 5.83187e-16
4632.60270 5.82431e-16
4633.87420 5.81512e-16
4635.14560 5.80891e-16
4636.41710 5.80249e-16
4637.68850 5.79370e-16
4638.96000 5.78659e-16
4640.23140 5.78082e-16
4641.50290 5.77204e-16
4642.77430 5.76629e-16
4644.04570 5.75788e-16
4645.31720 5.74909e-16
4646.58860 5.74003e-16
4647.86010 5.73202e-16
4649.13150 5.72650e-16
4650.40300 5.72098e-16
4651.67440 5.71587e-16
4652.94590 5.71103e-16
4654.21730 5.70315e-16
4655.48880 5.69551e-16
4656.76020 5.69009e-16
4658.03160 5.68342e-16
4659.30310 5.67562e-16
4660.57450 5.67036e-16
4661.84600 5.66483e-16
4663.11740 5.65552e-16
4664.38890 5.64817e-16
4665.66030 5.64115e-16
4666.93180 5.63412e-16
4668.20320 5.62771e-16
4669.47470 5.61961e-16
4670.74610 5.61475e-16
4672.01750 5.60943e-16
4673.28900 5.60093e-16
4674.56040 5.59365e-16
4675.83190 5.58634e-16
4677.10330 5.57844e-16
4678.37480 5.57205e-16
4679.64620 5.56635e-16
4680.91770 5.55680e-16
4682.18910 5.55047e-16
4683.46060 5.54341e-16
4684.73200 5.53832e-16
4686.00340 5.53287e-16
4687.27490 5.52357e-16
4688.54630 5.51667e-16
4689.81780 5.50959e-16
4691.08920 5.50463e-16
4692.36070 5.50035e-16
4693.63210 5.49500e-16
4694.90360 5.48830e-16
4696.17500 5.48156e-16
4697.44650 5.47662e-16
4698.71790 5.47114e-16
4699.98930 5.46416e-16
4701.26080 5.45869e-16
4702.53220 5.45446e-16
4703.80370 5.44895e-16
4705.07510 5.44385e-16
4706.34660 5.43834e-16
4707.61800 5.43411e-16
4708.88950 5.42815e-16
4710.16090 5.42388e-16
4711.43230 5.42202e-16
4712.70380 5.41871e-16
4713.97520 5.41444e-16
4715.24670 5.40921e-16
4716.51810 5.40563e-16
4717.78960 5.40313e-16
4719.06100 5.39971e-16
4720.33250 5.39538e-16
4721.60390 5.39141e-16
4722.87540 5.38933e-16
4724.14680 5.38831e-16
4725.41820 5.38652e-16
4726.68970 5.38527e-16
4727.96110 5.38507e-16
4729.23260 5.38395e-16
4730.50400 5.38043e-16
4731.77550 5.37818e-16
4733.04690 5.37654e-16
4734.31840 5.37520e-16
4735.58980 5.37395e-16
4736.86130 5.37375e-16
4738.13270 5.37394e-16
4739.40410 5.37490e-16
4740.67560 5.37635e-16
4741.94700 5.37611e-16
4743.21850 5.37581e-16
4744.48990 5.37452e-16
4745.76140 5.37452e-16
4747.03280 5.37508e-16
4748.30430 5.37475e-16
4749.57570 5.37571e-16
4750.84720 5.37534e-16
4752.11860 5.37310e-16
4753.39000 5.37393e-16
4754.66150 5.37442e-16
4755.93290 5.37666e-16
4757.20440 5.37712e-16
4758.47580 5.37795e-16
4759.74730 5.38146e-16
4761.01870 5.38478e-16
4762.29020 5.38792e-16
4763.56160 5.39134e-16
4764.83310 5.39304e-16
4766.10450 5.39484e-16
4767.37590 5.39658e-16
4768.64740 5.39937e-16
4769.91880 5.40293e-16
4771.19030 5.40909e-16
4772.46170 5.41363e-16
4773.73320 5.41733e-16
4775.00460 5.42213e-16
4776.27610 5.42923e-16
4777.54750 5.43208e-16
4778.81900 5.43355e-16
4780.09040 5.43909e-16
4781.36180 5.44569e-16
4782.63330 5.44887e-16
4783.90470 5.45208e-16
4785.17620 5.45381e-16
4786.44760 5.45862e-16
4787.71910 5.46658e-16
4788.99050 5.47378e-16
4790.26200 5.47986e-16
4791.53340 5.48463e-16
4792.80490 5.49206e-16
4794.07630 5.50021e-16
4795.34770 5.50458e-16
4796.61920 5.50992e-16
4797.89060 5.51456e-16
4799.16210 5.51660e-16
4800.43350 5.51885e-16
4801.70500 5.52211e-16
4802.97640 5.52614e-16
4804.24790 5.53029e-16
4805.51930 5.53579e-16
4806.79080 5.53894e-16
4808.06220 5.54271e-16
4809.33360 5.54521e-16
4810.60510 5.54875e-16
4811.87650 5.55461e-16
4813.14800 5.55891e-16
4814.41940 5.56175e-16
4815.69090 5.56786e-16
4816.96230 5.57391e-16
4818.23380 5.57771e-16
4819.50520 5.58167e-16
4820.77670 5.58415e-16
4822.04810 5.58722e-16
4823.31950 5.59255e-16
4824.59100 5.59560e-16
4825.86240 5.59847e-16
4827.13390 5.60375e-16
4828.40530 5.60939e-16
4829.67680 5.61121e-16
4830.94820 5.61378e-16
4832.21970 5.61782e-16
4833.49110 5.62132e-16
4834.76260 5.62346e-16
4836.03400 5.62553e-16
4837.30540 5.62898e-16
4838.57690 5.63099e-16
4839.84830 5.63506e-16
4841.11980 5.63869e-16
4842.39120 5.64193e-16
4843.66270 5.64403e-16
4844.93410 5.64520e-16
4846.20560 5.64489e-16
4847.47700 5.64689e-16
4848.74850 5.64986e-16
4850.01990 5.65148e-16
4851.29130 5.65198e-16
4852.56280 5.65169e-16
4853.83420 5.65176e-16
4855.10570 5.65125e-16
4856.37710 5.65296e-16
4857.64860 5.65248e-16
4858.92000 5.65106e-16
4860.19150 5.65140e-16
4861.46290 5.65132e-16
4862.73440 5.65184e-16
4864.00580 5.65182e-16
4865.27720 5.65106e-16
4866.54870 5.65015e-16
4867.82010 5.64925e-16
4869.09160 5.64836e-16
4870.36300 5.64730e-16
4871.63450 5.64584e-16
4872.90590 5.64401e-16
4874.17740 5.64250e-16
4875.44880 5.64201e-16
4876.72030 5.64100e-16
4877.99170 5.63875e-16
4879.26310 5.63690e-16
4880.53460 5.63593e-16
4881.80600 5.63561e-16
4883.07750 5.63428e-16
4884.34890 5.63111e-16
4885.62040 5.62913e-16
4886.89180 5.62545e-16
4888.16330 5.62024e-16
4889.43470 5.61819e-16
4890.70620 5.61654e-16
4891.97760 5.61393e-16
4893.24900 5.61186e-16
4894.52050 5.60905e-16
4895.79190 5.60706e-16
4897.06340 5.60471e-16
4898.33480 5.59985e-16
4899.60630 5.59706e-16
4900.87770 5.59427e-16
4902.14920 5.59033e-16
4903.42060 5.58825e-16
4904.69210 5.58635e-16
4905.96350 5.58203e-16
4907.23490 5.57756e-16
4908.50640 5.57335e-16
4909.77780 5.56976e-16
4911.04930 5.56517e-16
4912.32070 5.55919e-16
4913.59220 5.55421e-16
4914.86360 5.55018e-16
4916.13510 5.54661e-16
4917.40650 5.54407e-16
4918.67800 5.54078e-16
4919.94940 5.53608e-16
4921.22080 5.53156e-16
4922.49230 5.52616e-16
4923.76370 5.52065e-16
4925.03520 5.51461e-16
4926.30660 5.50815e-16
4927.57810 5.50126e-16
4928.84950 5.49552e-16
4930.12100 5.48897e-16
4931.39240 5.48496e-16
4932.66390 5.48198e-16
4933.93530 5.47687e-16
4935.20670 5.47286e-16
4936.47820 5.46927e-16
4937.74960 5.46491e-16
4939.02110 5.45998e-16
4940.29250 5.45365e-16
4941.56400 5.44866e-16
4942.83540 5.44368e-16
4944.10690 5.43789e-16
4945.37830 5.43120e-16
4946.64980 5.42541e-16
4947.92120 5.41965e-16
4949.19260 5.41267e-16
4950.46410 5.40535e-16
4951.73550 5.39889e-16
4953.00700 5.39176e-16
4954.27840 5.38581e-16
4955.54990 5.37965e-16
4956.82130 5.37425e-16
4958.09280 5.36768e-16
4959.36420 5.36169e-16
4960.63560 5.35711e-16
4961.90710 5.35166e-16
4963.17850 5.34414e-16
4964.45000 5.33994e-16
4965.72140 5.33501e-16
4966.99290 5.32831e-16
4968.26430 5.32031e-16
4969.53580 5.31468e-16
4970.80720 5.30922e-16
4972.07870 5.30396e-16
4973.35010 5.29737e-16
4974.62150 5.28947e-16
4975.89300 5.28441e-16
4977.16440 5.27948e-16
4978.43590 5.27230e-16
4979.70730 5.26560e-16
4980.97880 5.26045e-16
4982.25020 5.25488e-16
4983.52170 5.24675e-16
4984.79310 5.24046e-16
4986.06460 5.23561e-16
4987.33600 5.22977e-16
4988.60740 5.22409e-16
4989.87890 5.21830e-16
4991.15030 5.21224e-16
4992.42180 5.20415e-16
4993.69320 5.19772e-16
4994.96470 5.18962e-16
4996.23610 5.18455e-16
4997.50760 5.17860e-16
4998.77900 5.17366e-16
5000.05050 5.16798e-16
5001.32190 5.16257e-16
5002.59330 5.15816e-16
5003.86480 5.15334e-16
5005.13620 5.14708e-16
5006.40770 5.14217e-16
5007.67910 5.13837e-16
5008.95060 5.13273e-16
5010.22200 5.12785e-16
5011.49350 5.12030e-16
5012.76490 5.11251e-16
5014.03640 5.10631e-16
5015.30780 5.10037e-16
5016.57920 5.09464e-16
5017.85070 5.08832e-16
5019.12210 5.08147e-16
5020.39360 5.07627e-16
5021.66500 5.07110e-16
5022.93650 5.06589e-16
5024.20790 5.06047e-16
5025.47940 5.05394e-16
5026.75080 5.04895e-16
5028.02230 5.04454e-16
5029.29370 5.03871e-16
5030.56510 5.03388e-16
5031.83660 5.02734e-16
5033.10800 5.02235e-16
5034.37950 5.01943e-16
5035.65090 5.01438e-16
5036.92240 5.00735e-16
5038.19380 5.00279e-16
5039.46530 4.99837e-16
5040.73670 4.99330e-16
5042.00820 4.98968e-16
5043.27960 4.98267e-16
5044.55100 4.97486e-16
5045.82250 4.96783e-16
5047.09390 4.96241e-16
5048.36540 4.95697e-16
5049.63680 4.94960e-16
5050.90830 4.94320e-16
5052.17970 4.93701e-16
5053.45120 4.93230e-16
5054.72260 4.92905e-16
5055.99410 4.92510e-16
5057.26550 4.92141e-16
5058.53690 4.91463e-16
5059.80840 4.90822e-16
5061.07980 4.90322e-16
5062.35130 4.89771e-16
5063.62270 4.89228e-16
5064.89420 4.88873e-16
5066.16560 4.88431e-16
5067.43710 4.87778e-16
5068.70850 4.87318e-16
5069.98000 4.86925e-16
5071.25140 4.86360e-16
5072.52280 4.85967e-16
5073.79430 4.85704e-16
5075.06570 4.85399e-16
5076.33720 4.84998e-16
5077.60860 4.84612e-16
5078.88010 4.84021e-16
5080.15150 4.83580e-16
5081.42300 4.83263e-16
5082.69440 4.82965e-16
5083.96590 4.82457e-16
5085.23730 4.82124e-16
5086.50870 4.81592e-16
5087.78020 4.81104e-16
5089.05160 4.80817e-16
5090.32310 4.80473e-16
5091.59450 4.80270e-16
5092.86600 4.80018e-16
5094.13740 4.79654e-16
5095.40890 4.79111e-16
5096.68030 4.78702e-16
5097.95180 4.78255e-16
5099.22320 4.77987e-16
5100.49460 4.77744e-16
5101.76610 4.77404e-16
5103.03750 4.77041e-16
5104.30900 4.76657e-16
5105.58040 4.76327e-16
5106.85190 4.75932e-16
5108.12330 4.75539e-16
5109.39480 4.75372e-16
5110.66620 4.75235e-16
5111.93770 4.74766e-16
5113.20910 4.74346e-16
5114.48050 4.73989e-16
5115.75200 4.73783e-16
5117.02340 4.73573e-16
5118.29490 4.73296e-16
5119.56630 4.73043e-16
5120.83780 4.72747e-16
5122.10920 4.72572e-16
5123.38070 4.72329e-16
5124.65210 4.72052e-16
5125.92360 4.71829e-16
5127.19500 4.71601e-16
5128.46640 4.71301e-16
5129.73790 4.71153e-16
5131.00930 4.70692e-16
5132.28080 4.70195e-16
5133.55220 4.69999e-16
5134.82370 4.69659e-16
5136.09510 4.69309e-16
5137.36660 4.69022e-16
5138.63800 4.68734e-16
5139.90950 4.68548e-16
5141.18090 4.68289e-16
5142.45230 4.68199e-16
5143.72380 4.68090e-16
5144.99520 4.67738e-16
5146.26670 4.67421e-16
5147.53810 4.67097e-16
5148.80960 4.66789e-16
5150.08100 4.66454e-16
5151.35250 4.66135e-16
5152.62390 4.65977e-16
5153.89540 4.65693e-16
5155.16680 4.65477e-16
5156.43820 4.65286e-16
5157.70970 4.65043e-16
5158.98110 4.64792e-16
5160.25260 4.64473e-16
5161.52400 4.64087e-16
5162.79550 4.63776e-16
5164.06690 4.63475e-16
5165.33840 4.63171e-16
5166.60980 4.62829e-16
5167.88130 4.62641e-16
5169.15270 4.62456e-16
5170.42410 4.62257e-16
5171.69560 4.61966e-16
5172.96700 4.61450e-16
5174.23850 4.61188e-16
5175.50990 4.60861e-16
5176.78140 4.60406e-16
5178.05280 4.60117e-16
5179.32430 4.59884e-16
5180.59570 4.59755e-16
5181.86720 4.59605e-16
5183.13860 4.59333e-16
5184.41000 4.59164e-16
5185.68150 4.59008e-16
5186.95290 4.58489e-16
5188.22440 4.58078e-16
5189.49580 4.57803e-16
5190.76730 4.57495e-16
5192.03870 4.57340e-16
5193.31020 4.57111e-16
5194.58160 4.56756e-16
5195.85310 4.56415e-16
5197.12450 4.56024e-16
5198.39590 4.55633e-16
5199.66740 4.55352e-16
5200.93880 4.55068e-16
5202.21030 4.54715e-16
5203.48170 4.54385e-16
5204.75320 4.54031e-16
5206.02460 4.53679e-16
5207.29610 4.53387e-16
5208.56750 4.53118e-16
5209.83890 4.52793e-16
5211.11040 4.52582e-16
5212.38180 4.52288e-16
5213.65330 4.52127e-16
5214.92470 4.51960e-16
5216.19620 4.51633e-16
5217.46760 4.51305e-16
5218.73910 4.51036e-16
5220.01050 4.50532e-16
5221.28200 4.50121e-16
5222.55340 4.49822e-16
5223.82480 4.49662e-16
5225.09630 4.49247e-16
5226.36770 4.48783e-16
5227.63920 4.48406e-16
5228.91060 4.48045e-16
5230.18210 4.47867e-16
5231.45350 4.47562e-16
5232.72500 4.47129e-16
5233.99640 4.46812e-16
5235.26790 4.46471e-16
5236.53930 4.46063e-16
5237.81070 4.45664e-16
5239.08220 4.45346e-16
5240.35360 4.44953e-16
5241.62510 4.44644e-16
5242.89650 4.44350e-16
5244.16800 4.43957e-16
5245.43940 4.43652e-16
5246.71090 4.43461e-16
5247.98230 4.43200e-16
5249.25380 4.42800e-16
5250.52520 4.42552e-16
5251.79660 4.42120e-16
5253.06810 4.41660e-16
5254.33950 4.41421e-16
5255.61100 4.41176e-16
5256.88240 4.40863e-16
5258.15390 4.40603e-16
5259.42530 4.40250e-16
5260.69680 4.39944e-16
5261.96820 4.39528e-16
5263.23970 4.39006e-16
5264.51110 4.38533e-16
5265.78250 4.38053e-16
5267.05400 4.37820e-16
5268.32540 4.37605e-16
5269.59690 4.37391e-16
5270.86830 4.37164e-16
5272.13980 4.37037e-16
5273.41120 4.36805e-16
5274.68270 4.36487e-16
5275.95410 4.36154e-16
5277.22560 4.35778e-16
5278.49700 4.35506e-16
5279.76840 4.35309e-16
5281.03990 4.34970e-16
5282.31130 4.34567e-16
5283.58280 4.34236e-16
5284.85420 4.33979e-16
5286.12570 4.33524e-16
5287.39710 4.33193e-16
5288.66860 4.32926e-16
5289.94000 4.32601e-16
5291.21150 4.32273e-16
5292.48290 4.31996e-16
5293.75430 4.31764e-16
5295.02580 4.31464e-16
5296.29720 4.31284e-16
5297.56870 4.30836e-16
5298.84010 4.30530e-16
5300.11160 4.30282e-16
5301.38300 4.30033e-16
5302.65450 4.29766e-16
5303.92590 4.29405e-16
5305.19740 4.29098e-16
5306.46880 4.28778e-16
5307.74020 4.28538e-16
5309.01170 4.28337e-16
5310.28310 4.28062e-16
5311.55460 4.27636e-16
5312.82600 4.27280e-16
5314.09750 4.27130e-16
5315.36890 4.26885e-16
5316.64040 4.26606e-16
5317.91180 4.26410e-16
5319.18330 4.26252e-16
5320.45470 4.25983e-16
5321.72610 4.25768e-16
5322.99760 4.25656e-16
5324.26900 4.25426e-16
5325.54050 4.25237e-16
5326.81190 4.24995e-16
5328.08340 4.24729e-16
5329.35480 4.24420e-16
5330.62630 4.24223e-16
5331.89770 4.24085e-16
5333.16920 4.23864e-16
5334.44060 4.23696e-16
5335.71200 4.23549e-16
5336.98350 4.23232e-16
5338.25490 4.22862e-16
5339.52640 4.22557e-16
5340.79780 4.22139e-16
5342.06930 4.21843e-16
5343.34070 4.21649e-16
5344.61220 4.21322e-16
5345.88360 4.21190e-16
5347.15510 4.20884e-16
5348.42650 4.20584e-16
5349.69790 4.20279e-16
5350.96940 4.20095e-16
5352.24080 4.19885e-16
5353.51230 4.19670e-16
5354.78370 4.19369e-16
5356.05520 4.19078e-16
5357.32660 4.18893e-16
5358.59810 4.18660e-16
5359.86950 4.18441e-16
5361.14100 4.18294e-16
5362.41240 4.18180e-16
5363.68380 4.17895e-16
5364.95530 4.17570e-16
5366.22670 4.17234e-16
5367.49820 4.16997e-16
5368.76960 4.16878e-16
5370.04110 4.16877e-16
5371.31250 4.16571e-16
5372.58400 4.16361e-16
5373.85540 4.16319e-16
5375.12690 4.16157e-16
5376.39830 4.16060e-16
5377.66970 4.15737e-16
5378.94120 4.15612e-16
5380.21260 4.15450e-16
5381.48410 4.15187e-16
5382.75550 4.14884e-16
5384.02700 4.14572e-16
5385.29840 4.14190e-16
5386.56990 4.14144e-16
5387.84130 4.14164e-16
5389.11280 4.13853e-16
5390.38420 4.13675e-16
5391.65560 4.13513e-16
5392.92710 4.13195e-16
5394.19850 4.12975e-16
5395.47000 4.12712e-16
5396.74140 4.12504e-16
5398.01290 4.12197e-16
5399.28430 4.11885e-16
5400.55580 4.11685e-16
5401.82720 4.11411e-16
5403.09870 4.11224e-16
5404.37010 4.11080e-16
5405.64150 4.10970e-16
5406.91300 4.10684e-16
5408.18440 4.10292e-16
5409.45590 4.10059e-16
5410.72730 4.09885e-16
5411.99880 4.09583e-16
5413.27020 4.09265e-16
5414.54170 4.08995e-16
5415.81310 4.08638e-16
5417.08460 4.08420e-16
5418.35600 4.08243e-16
5419.62740 4.07971e-16
5420.89890 4.07730e-16
5422.17030 4.07543e-16
5423.44180 4.07195e-16
5424.71320 4.06896e-16
5425.98470 4.06597e-16
5427.25610 4.06200e-16
5428.52760 4.06060e-16
5429.79900 4.05764e-16
5431.07050 4.05456e-16
5432.34190 4.05326e-16
5433.61330 4.05090e-16
5434.88480 4.04785e-16
5436.15620 4.04487e-16
5437.42770 4.04218e-16
5438.69910 4.03900e-16
5439.97060 4.03605e-16
5441.24200 4.03244e-16
5442.51350 4.03022e-16
5443.78490 4.02926e-16
5445.05640 4.02730e-16
5446.32780 4.02380e-16
5447.59920 4.02003e-16
5448.87070 4.01697e-16
5450.14210 4.01499e-16
5451.41360 4.01339e-16
5452.68500 4.00998e-16
5453.95650 4.00732e-16
5455.22790 4.00329e-16
5456.49940 3.99954e-16
5457.77080 3.99675e-16
5459.04220 3.99259e-16
5460.31370 3.98957e-16
5461.58510 3.98717e-16
5462.85660 3.98431e-16
5464.12800 3.98210e-16
5465.39950 3.97881e-16
5466.67090 3.97607e-16
5467.94240 3.97331e-16
5469.21380 3.97018e-16
5470.48530 3.96601e-16
5471.75670 3.96300e-16
5473.02810 3.96091e-16
5474.29960 3.95766e-16
5475.57100 3.95309e-16
5476.84250 3.95026e-16
5478.11390 3.94712e-16
5479.38540 3.94426e-16
5480.65680 3.94211e-16
5481.92830 3.93913e-16
5483.19970 3.93534e-16
5484.47120 3.93330e-16
5485.74260 3.93072e-16
5487.01400 3.92763e-16
5488.28550 3.92544e-16
5489.55690 3.92359e-16
5490.82840 3.91920e-16
5492.09980 3.91645e-16
5493.37130 3.91409e-16
5494.64270 3.91053e-16
5495.91420 3.90828e-16
5497.18560 3.90762e-16
5498.45710 3.90586e-16
5499.72850 3.90313e-16
5500.99990 3.90036e-16
5502.27140 3.89643e-16
5503.54280 3.89411e-16
5504.81430 3.89283e-16
5506.08570 3.88985e-16
5507.35720 3.88617e-16
5508.62860 3.88407e-16
5509.90010 3.88008e-16
5511.17150 3.87729e-16
5512.44300 3.87469e-16
5513.71440 3.87117e-16
5514.98580 3.86848e-16
5516.25730 3.86504e-16
5517.52870 3.86233e-16
5518.80020 3.86129e-16
5520.07160 3.85947e-16
5521.34310 3.85747e-16
5522.61450 3.85642e-16
5523.88600 3.85487e-16
5525.15740 3.85287e-16
5526.42890 3.84982e-16
5527.70030 3.84586e-16
5528.97170 3.84345e-16
5530.24320 3.84243e-16
