#OBJECT = AT2020soi
#MJD-OBS = 59123.257905
#DATE-OBS = 2020-10-01T06:11:23
#EXPTIME = 3020.000000
#AIRMASS = 1.316000
# 
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
#FLUXCAL = RELATIVE
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3301.060000 -8.534475e-17 4.784569e-17
3303.440000 -8.719975e-17 4.544598e-17
3305.820000 -4.655715e-18 4.444490e-17
3308.200000 1.723204e-17 4.392032e-17
3310.580000 8.147193e-18 4.309027e-17
3312.960000 1.226259e-17 4.261526e-17
3315.340000 -8.147861e-18 4.207105e-17
3317.720000 -7.051262e-17 4.124024e-17
3320.100000 -4.905601e-17 4.138632e-17
3322.480000 -4.978167e-17 4.144216e-17
3324.860000 -5.775747e-17 4.053573e-17
3327.240000 -4.614770e-17 4.012920e-17
3329.620000 -5.327576e-17 4.065222e-17
3332.000000 -5.641663e-17 4.018615e-17
3334.380000 -8.214099e-17 3.906337e-17
3336.760000 -6.655584e-17 3.917976e-17
3339.140000 -8.123248e-18 3.923461e-17
3341.520000 2.494747e-17 3.928006e-17
3343.900000 1.465056e-17 3.898835e-17
3346.280000 -4.130814e-17 3.812424e-17
3348.660000 -2.270276e-17 3.758626e-17
3351.040000 1.051654e-18 3.742796e-17
3353.420000 -4.787486e-18 3.718910e-17
3355.800000 2.242437e-17 3.690243e-17
3358.180000 1.972323e-17 3.553660e-17
3360.560000 -2.875224e-17 3.360651e-17
3362.940000 1.623001e-18 3.415632e-17
3365.320000 -1.697775e-17 3.468629e-17
3367.700000 -8.311651e-18 3.480340e-17
3370.080000 -3.964744e-17 3.395247e-17
3372.460000 3.176655e-19 3.460038e-17
3374.840000 4.970815e-17 3.518630e-17
3377.220000 -2.102450e-17 3.451562e-17
3379.600000 -7.291866e-17 3.359658e-17
3381.980000 1.297110e-18 3.390681e-17
3384.360000 -5.322358e-18 3.371779e-17
3386.740000 -4.282008e-17 3.376420e-17
3389.120000 -5.293408e-18 3.346941e-17
3391.500000 2.130750e-17 3.292818e-17
3393.880000 -9.017284e-18 3.237522e-17
3396.260000 -2.756400e-17 3.390386e-17
3398.640000 -8.772952e-18 3.423468e-17
3401.020000 9.506787e-20 3.415994e-17
3403.400000 -3.659455e-18 3.332743e-17
3405.780000 -4.779251e-17 3.191381e-17
3408.160000 -5.018539e-17 3.124951e-17
3410.540000 2.486931e-17 3.157421e-17
3412.920000 -1.469629e-17 3.060054e-17
3415.300000 -4.678905e-17 2.981056e-17
3417.680000 -5.818678e-17 3.043641e-17
3420.060000 -7.739938e-17 3.013076e-17
3422.440000 -7.584608e-17 2.994616e-17
3424.820000 3.858807e-18 3.027488e-17
3427.200000 3.030428e-17 3.031337e-17
3429.580000 1.929916e-17 2.984170e-17
3431.960000 1.184807e-18 2.932914e-17
3434.340000 6.100147e-17 2.937631e-17
3436.720000 4.193117e-17 2.866780e-17
3439.100000 3.672947e-17 2.726238e-17
3441.480000 1.529316e-17 2.604454e-17
3443.860000 4.142752e-17 2.617362e-17
3446.240000 4.763001e-17 2.684632e-17
3448.620000 2.356189e-17 2.774899e-17
3451.000000 -2.053482e-17 2.745425e-17
3453.380000 2.234412e-17 2.761065e-17
3455.760000 3.115453e-17 2.719022e-17
3458.140000 6.264594e-18 2.626736e-17
3460.520000 4.332159e-17 2.608858e-17
3462.900000 6.908194e-17 2.642965e-17
3465.280000 5.342623e-17 2.666428e-17
3467.660000 6.468853e-17 2.661230e-17
3470.040000 2.409751e-17 2.626070e-17
3472.420000 3.528987e-17 2.573373e-17
3474.800000 1.235724e-17 2.468827e-17
3477.180000 4.699907e-17 2.527045e-17
3479.560000 6.015381e-17 2.555450e-17
3481.940000 7.392076e-17 2.568686e-17
3484.320000 3.061540e-17 2.514233e-17
3486.700000 2.110731e-17 2.484016e-17
3489.080000 3.716386e-17 2.458975e-17
3491.460000 2.986637e-17 2.402948e-17
3493.840000 2.768965e-17 2.383944e-17
3496.220000 3.823707e-17 2.386523e-17
3498.600000 2.846354e-17 2.427725e-17
3500.980000 3.017398e-17 2.482607e-17
