#OBJECT = ASASSN19ip
#MJD-OBS = 58579.628206
#DATE-OBS = 2019-04-06T15:04:37
#EXPTIME = 1820.000000
#AIRMASS = 1.793000
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3305.060000 -9.600822e-16 6.329033e-32
3307.060000 -1.752783e-15 5.733755e-32
3309.060000 -1.780309e-15 5.876790e-32
3311.060000 -6.668578e-16 6.259911e-32
3313.060000 -7.937618e-16 7.055673e-32
3315.060000 -3.080293e-15 7.339300e-32
3317.060000 -1.732665e-15 5.939760e-32
3319.060000 1.622226e-16 5.093463e-32
3321.060000 1.114035e-15 5.137612e-32
3323.060000 7.008708e-16 6.095324e-32
3325.060000 -2.255870e-16 7.346516e-32
3327.060000 -4.291423e-16 7.239117e-32
3329.060000 -1.328967e-15 6.370748e-32
3331.060000 -1.038878e-15 5.349731e-32
3333.060000 -1.424485e-16 4.945721e-32
3335.060000 9.195121e-16 5.054209e-32
3337.060000 1.734040e-15 5.596470e-32
3339.060000 7.511892e-16 6.008546e-32
3341.060000 7.905102e-16 5.362836e-32
3343.060000 9.824246e-16 4.659680e-32
3345.060000 9.315660e-16 4.443603e-32
3347.060000 1.098799e-16 4.872521e-32
3349.060000 -1.567503e-15 5.993536e-32
3351.060000 -2.161985e-15 6.862817e-32
3353.060000 -3.134597e-15 6.489019e-32
3355.060000 -3.522194e-15 5.457604e-32
3357.060000 -3.033210e-15 4.726335e-32
3359.060000 -1.847114e-15 4.584381e-32
3361.060000 -5.561623e-16 4.704060e-32
3363.060000 -3.815389e-16 5.372934e-32
3365.060000 -5.496399e-16 5.287254e-32
3367.060000 -2.048377e-16 4.264686e-32
3369.060000 -3.443456e-16 3.703836e-32
3371.060000 -8.073455e-16 3.708161e-32
3373.060000 -1.523054e-15 4.271674e-32
3375.060000 -2.588233e-15 5.421738e-32
3377.060000 -4.074839e-15 5.734975e-32
3379.060000 -3.153974e-15 4.633452e-32
3381.060000 -1.288247e-15 3.810034e-32
3383.060000 2.161066e-16 3.598784e-32
3385.060000 2.822019e-16 3.968396e-32
3387.060000 -1.543816e-15 5.137104e-32
3389.060000 -2.064016e-15 5.425681e-32
3391.060000 -2.982448e-16 4.397636e-32
3393.060000 4.995645e-16 3.537146e-32
3395.060000 8.893450e-16 3.419545e-32
3397.060000 9.421828e-16 3.820188e-32
3399.060000 5.627154e-16 4.463641e-32
3401.060000 -7.990645e-16 5.071882e-32
3403.060000 -7.007638e-16 4.422842e-32
3405.060000 3.563096e-16 3.456974e-32
3407.060000 4.833711e-16 3.155759e-32
3409.060000 4.763356e-16 3.295331e-32
3411.060000 7.475858e-16 3.763356e-32
3413.060000 2.567953e-16 4.283700e-32
3415.060000 -1.755433e-16 4.218582e-32
3417.060000 6.919342e-17 3.658158e-32
3419.060000 -4.696954e-16 3.274789e-32
3421.060000 -9.215230e-16 3.281601e-32
3423.060000 -7.316465e-16 3.679906e-32
3425.060000 1.836324e-16 4.198448e-32
3427.060000 1.032856e-15 4.108303e-32
3429.060000 -4.211484e-16 3.600908e-32
3431.060000 -1.408198e-15 3.137764e-32
3433.060000 -1.160331e-15 2.914473e-32
3435.060000 -1.419111e-16 2.982477e-32
3437.060000 6.171101e-16 3.247111e-32
3439.060000 1.076789e-15 3.070952e-32
3441.060000 4.682603e-16 2.612710e-32
3443.060000 1.492691e-16 2.271270e-32
3445.060000 2.338664e-16 2.148865e-32
3447.060000 1.592110e-16 2.371694e-32
3449.060000 -5.510990e-16 3.077715e-32
3451.060000 -1.553619e-15 3.640386e-32
3453.060000 -1.635151e-15 3.372690e-32
3455.060000 -1.119125e-15 2.688546e-32
3457.060000 -4.898957e-16 2.300887e-32
3459.060000 -1.618625e-16 2.279387e-32
3461.060000 -3.954506e-16 2.585908e-32
3463.060000 -1.223464e-15 3.184688e-32
3465.060000 -8.372693e-16 3.146101e-32
3467.060000 -3.019612e-16 2.507595e-32
3469.060000 -5.435372e-16 2.213216e-32
3471.060000 -5.882430e-16 2.152954e-32
3473.060000 -6.925407e-17 2.290228e-32
3475.060000 7.597925e-16 2.485688e-32
3477.060000 1.392259e-15 2.550764e-32
3479.060000 9.088804e-16 2.276993e-32
3481.060000 5.316962e-16 1.974661e-32
3483.060000 3.068728e-16 1.875209e-32
3485.060000 3.473488e-16 2.017915e-32
3487.060000 6.587329e-16 2.335211e-32
3489.060000 4.830938e-16 2.558657e-32
3491.060000 -7.179685e-17 2.271626e-32
3493.060000 4.086356e-16 1.840033e-32
3495.060000 6.046135e-16 1.709627e-32
3497.060000 4.722163e-16 1.850451e-32
3499.060000 1.799698e-16 2.267893e-32
3501.060000 -3.353961e-16 2.770370e-32
3503.060000 -1.606125e-18 2.532553e-32
3505.060000 2.368364e-16 2.110887e-32
3507.060000 4.741291e-16 1.850134e-32
3509.060000 8.429233e-16 1.823548e-32
3511.060000 1.189577e-15 1.957462e-32
3513.060000 9.485560e-16 2.319395e-32
3515.060000 1.149329e-15 2.281596e-32
3517.060000 -2.619609e-16 2.093745e-32
3519.060000 -1.047219e-15 1.828151e-32
3521.060000 -6.823052e-16 1.729240e-32
3523.060000 1.987982e-16 1.786604e-32
3525.060000 2.388122e-16 2.069789e-32
3527.060000 2.543950e-16 2.223348e-32
3529.060000 4.397099e-16 2.007263e-32
3531.060000 4.442774e-16 1.730392e-32
3533.060000 5.759216e-16 1.632998e-32
3535.060000 9.073054e-16 1.750630e-32
3537.060000 1.297423e-15 2.020313e-32
3539.060000 9.287652e-16 2.303449e-32
3541.060000 1.083608e-15 2.062266e-32
3543.060000 1.560803e-15 1.717343e-32
3545.060000 7.614027e-16 1.644366e-32
3547.060000 4.076937e-16 1.760463e-32
3549.060000 1.451699e-15 1.925717e-32
3551.060000 1.336234e-15 2.176841e-32
3553.060000 -3.153781e-16 2.173396e-32
3555.060000 4.000543e-16 1.723243e-32
3557.060000 5.610319e-16 1.526546e-32
3559.060000 7.315565e-16 1.540475e-32
3561.060000 1.063883e-15 1.738310e-32
3563.060000 9.064961e-16 2.031177e-32
3565.060000 5.704905e-16 1.889022e-32
3567.060000 6.779713e-16 1.494606e-32
3569.060000 9.385233e-16 1.264421e-32
3571.060000 1.308865e-15 1.217515e-32
3573.060000 1.740672e-15 1.343311e-32
3575.060000 2.120581e-15 1.612997e-32
3577.060000 1.509277e-15 1.744376e-32
3579.060000 2.055194e-15 1.387212e-32
3581.060000 1.593531e-15 1.160312e-32
3583.060000 1.280414e-15 1.078900e-32
3585.060000 1.213612e-15 1.155838e-32
3587.060000 1.280715e-15 1.393117e-32
3589.060000 2.136037e-15 1.579040e-32
3591.060000 2.039346e-15 1.562561e-32
3593.060000 1.531978e-15 1.390684e-32
3595.060000 9.441786e-16 1.316223e-32
3597.060000 7.916802e-16 1.395690e-32
3599.060000 1.042668e-15 1.591925e-32
3601.060000 4.021511e-16 1.852451e-32
3603.060000 6.278110e-16 1.645807e-32
3605.060000 1.514890e-15 1.222486e-32
3607.060000 1.979717e-15 1.034231e-32
3609.060000 1.848559e-15 1.043830e-32
3611.060000 1.287320e-15 1.250042e-32
3613.060000 7.881963e-16 1.587766e-32
3615.060000 1.765532e-15 1.552202e-32
3617.060000 1.043481e-15 1.291713e-32
3619.060000 8.575850e-16 1.131787e-32
3621.060000 4.856988e-16 1.148624e-32
3623.060000 1.040154e-16 1.352288e-32
3625.060000 2.786384e-16 1.664570e-32
3627.060000 3.251651e-16 1.790153e-32
3629.060000 6.987678e-16 1.580168e-32
3631.060000 8.052793e-16 1.276988e-32
3633.060000 9.319418e-16 1.178934e-32
3635.060000 1.112014e-15 1.265105e-32
3637.060000 1.270520e-15 1.515202e-32
3639.060000 1.161419e-15 1.731503e-32
3641.060000 5.714100e-16 1.639716e-32
3643.060000 6.157044e-16 1.309167e-32
3645.060000 7.485266e-16 1.144246e-32
3647.060000 6.592790e-16 1.160891e-32
3649.060000 4.123951e-16 1.348892e-32
3651.060000 7.481976e-16 1.614153e-32
3653.060000 1.546901e-15 1.575588e-32
3655.060000 1.863162e-15 1.309122e-32
3657.060000 1.138396e-15 1.206109e-32
3659.060000 2.266890e-16 1.234339e-32
3661.060000 -2.870838e-16 1.408139e-32
3663.060000 -1.908628e-16 1.640955e-32
3665.060000 7.319873e-16 1.552626e-32
3667.060000 2.324133e-16 1.320385e-32
3669.060000 -5.254744e-16 1.173181e-32
3671.060000 -5.376240e-16 1.125199e-32
3673.060000 4.381393e-17 1.208111e-32
3675.060000 5.288471e-16 1.378014e-32
3677.060000 9.888118e-16 1.376944e-32
3679.060000 1.076001e-15 1.182170e-32
3681.060000 9.222908e-16 1.005874e-32
3683.060000 5.983694e-16 9.368307e-33
3685.060000 2.756512e-16 9.978736e-33
3687.060000 1.795953e-16 1.167527e-32
3689.060000 6.672093e-16 1.318636e-32
3691.060000 6.793667e-16 1.277074e-32
3693.060000 8.461241e-16 1.063126e-32
3695.060000 1.146138e-15 9.417865e-33
3697.060000 1.461879e-15 9.577511e-33
3699.060000 1.515750e-15 1.103361e-32
3701.060000 7.795968e-16 1.330797e-32
3703.060000 7.524394e-16 1.240997e-32
3705.060000 6.688735e-16 9.818746e-33
3707.060000 5.000663e-16 8.702136e-33
3709.060000 5.033234e-16 8.804986e-33
3711.060000 6.639489e-16 1.024597e-32
3713.060000 7.240344e-16 1.308325e-32
3715.060000 4.426170e-16 1.365337e-32
3717.060000 -1.366059e-16 1.105273e-32
3719.060000 -2.495581e-16 8.799182e-33
3721.060000 -2.517404e-16 8.203320e-33
3723.060000 -2.126353e-16 8.992772e-33
3725.060000 -1.724118e-16 1.110865e-32
3727.060000 -8.051581e-16 1.305160e-32
3729.060000 -3.469983e-16 1.109030e-32
3731.060000 2.598575e-17 8.531242e-33
3733.060000 3.498278e-16 7.301867e-33
3735.060000 2.062888e-16 7.408816e-33
3737.060000 -4.022617e-16 9.257083e-33
3739.060000 -6.863127e-18 1.122797e-32
3741.060000 7.682661e-16 1.044224e-32
3743.060000 4.299743e-16 8.416808e-33
3745.060000 1.142962e-16 7.275461e-33
3747.060000 -7.394726e-19 7.250900e-33
3749.060000 6.316532e-17 8.251304e-33
3751.060000 1.081287e-16 1.050888e-32
3753.060000 8.553115e-16 1.092804e-32
3755.060000 5.041211e-16 9.335440e-33
3757.060000 5.846973e-16 7.798256e-33
3759.060000 9.040751e-16 7.407308e-33
3761.060000 1.037595e-15 8.051828e-33
3763.060000 5.184248e-16 9.804711e-33
3765.060000 3.822046e-16 1.017521e-32
3767.060000 1.219821e-15 8.687699e-33
3769.060000 1.475951e-15 7.541122e-33
3771.060000 1.649870e-15 7.298082e-33
3773.060000 1.315925e-15 8.202081e-33
3775.060000 1.087574e-16 1.060287e-32
3777.060000 -3.339383e-16 1.240425e-32
3779.060000 -7.928811e-16 1.172486e-32
3781.060000 -2.158802e-16 9.538331e-33
3783.060000 -3.485424e-16 8.651446e-33
3785.060000 -5.915311e-16 8.875866e-33
3787.060000 -3.443716e-16 9.514561e-33
3789.060000 -8.678551e-17 1.023446e-32
3791.060000 1.230632e-16 9.418628e-33
3793.060000 -2.785079e-16 7.826532e-33
3795.060000 -4.517283e-16 6.784636e-33
3797.060000 -3.590872e-16 6.736331e-33
3799.060000 -5.688252e-17 7.603812e-33
3801.060000 3.530826e-16 9.359802e-33
3803.060000 6.601164e-16 9.761653e-33
3805.060000 -4.476599e-17 8.554983e-33
3807.060000 4.288834e-17 7.318678e-33
3809.060000 2.440347e-16 7.020510e-33
3811.060000 1.772534e-16 7.644238e-33
3813.060000 -2.412975e-16 8.956447e-33
3815.060000 -2.827776e-16 8.928021e-33
3817.060000 2.458546e-16 7.496011e-33
3819.060000 6.160561e-16 6.068477e-33
3821.060000 5.498543e-16 5.663111e-33
3823.060000 3.686342e-16 6.089567e-33
3825.060000 5.656204e-16 6.895975e-33
3827.060000 1.507968e-15 6.880008e-33
3829.060000 1.225857e-15 6.396145e-33
3831.060000 9.967609e-16 5.446263e-33
3833.060000 9.048677e-16 4.947335e-33
3835.060000 6.999498e-16 5.180336e-33
3837.060000 3.473642e-16 6.192513e-33
3839.060000 4.117832e-16 7.308605e-33
3841.060000 1.097173e-15 7.219516e-33
3843.060000 3.938982e-16 6.824385e-33
3845.060000 7.930103e-17 6.266073e-33
3847.060000 -1.686867e-16 6.405766e-33
3849.060000 -5.426259e-16 7.337732e-33
3851.060000 -9.504724e-16 8.849107e-33
3853.060000 -6.759337e-16 8.660119e-33
3855.060000 -5.107143e-16 6.926629e-33
3857.060000 -5.322307e-17 5.603217e-33
3859.060000 1.286488e-16 5.346666e-33
3861.060000 -3.404051e-17 6.037070e-33
3863.060000 -2.590635e-16 7.708954e-33
3865.060000 1.465209e-16 8.143577e-33
3867.060000 4.996691e-16 6.752525e-33
3869.060000 5.357644e-16 5.499130e-33
3871.060000 7.723273e-16 4.984767e-33
3873.060000 1.007559e-15 5.231157e-33
3875.060000 1.013953e-15 6.269818e-33
3877.060000 1.288408e-15 6.890861e-33
3879.060000 7.682555e-16 6.631462e-33
3881.060000 5.228983e-16 5.756813e-33
3883.060000 8.993587e-16 5.063809e-33
3885.060000 1.207624e-15 5.115971e-33
3887.060000 1.090011e-15 5.938246e-33
3889.060000 1.112574e-15 7.172687e-33
3891.060000 1.584718e-15 7.268453e-33
3893.060000 1.531144e-15 6.302484e-33
3895.060000 1.260618e-15 5.708826e-33
3897.060000 1.268954e-15 5.719023e-33
3899.060000 1.331796e-15 6.369067e-33
3901.060000 5.868611e-16 7.822062e-33
3903.060000 2.899707e-16 7.857638e-33
3905.060000 6.573175e-16 6.577175e-33
3907.060000 6.887009e-16 5.921409e-33
3909.060000 9.061227e-16 5.802207e-33
3911.060000 1.019104e-15 6.467895e-33
3913.060000 4.378871e-16 8.070263e-33
3915.060000 -7.573884e-16 9.095714e-33
3917.060000 -4.900057e-16 7.489539e-33
3919.060000 1.934585e-16 5.794274e-33
3921.060000 4.465996e-16 5.171075e-33
3923.060000 3.946762e-16 5.351836e-33
3925.060000 3.805341e-16 6.058648e-33
3927.060000 6.011943e-16 6.120541e-33
3929.060000 7.153028e-16 5.076090e-33
3931.060000 7.076434e-16 3.829727e-33
3933.060000 8.530580e-16 3.320177e-33
3935.060000 9.636178e-16 3.464421e-33
3937.060000 8.526609e-16 4.379506e-33
3939.060000 4.141616e-16 6.086566e-33
3941.060000 3.527750e-16 6.581668e-33
3943.060000 8.595286e-16 5.476883e-33
3945.060000 1.009726e-15 4.993295e-33
3947.060000 6.300063e-16 5.200324e-33
3949.060000 -4.628038e-17 6.238521e-33
3951.060000 -4.361253e-16 7.760347e-33
3953.060000 5.221453e-16 7.654292e-33
3955.060000 3.172085e-16 6.645726e-33
3957.060000 3.674533e-16 5.538620e-33
3959.060000 5.022186e-16 5.096273e-33
3961.060000 6.273829e-16 5.274603e-33
3963.060000 6.977226e-16 5.662029e-33
3965.060000 7.924849e-16 5.397826e-33
3967.060000 2.706392e-16 4.631139e-33
3969.060000 1.584525e-16 3.997977e-33
3971.060000 2.138610e-16 3.975605e-33
3973.060000 6.303877e-16 4.524115e-33
3975.060000 1.441434e-15 5.688700e-33
3977.060000 2.056794e-15 6.929945e-33
3979.060000 1.581937e-15 7.222444e-33
3981.060000 1.327105e-15 6.277538e-33
3983.060000 1.128883e-15 5.753606e-33
3985.060000 1.076907e-15 5.975684e-33
3987.060000 1.200117e-15 6.976581e-33
3989.060000 1.420770e-15 8.444826e-33
3991.060000 1.471785e-15 8.518446e-33
3993.060000 1.511294e-15 7.414091e-33
3995.060000 1.411534e-15 6.482326e-33
3997.060000 1.629915e-15 6.319979e-33
3999.060000 2.189529e-15 6.955183e-33
4001.060000 2.754281e-15 8.307243e-33
4003.060000 2.883860e-15 8.630729e-33
4005.060000 3.034203e-15 7.338981e-33
4007.060000 2.922261e-15 6.525805e-33
4009.060000 2.400072e-15 6.586385e-33
4011.060000 1.630930e-15 7.637917e-33
4013.060000 9.109112e-16 9.500349e-33
4015.060000 4.690227e-16 1.068272e-32
4017.060000 3.345555e-16 9.628593e-33
4019.060000 5.610310e-16 7.870491e-33
4021.060000 6.843122e-16 7.074924e-33
4023.060000 6.998343e-16 7.293076e-33
4025.060000 7.243084e-16 8.303149e-33
4027.060000 9.769123e-16 9.302607e-33
4029.060000 7.912771e-16 8.673829e-33
4031.060000 3.278630e-16 7.141459e-33
4033.060000 3.167130e-16 6.290742e-33
4035.060000 7.043664e-16 6.323943e-33
4037.060000 1.140504e-15 7.183038e-33
4039.060000 1.008450e-15 8.784819e-33
4041.060000 4.923597e-16 8.807845e-33
4043.060000 5.786988e-16 6.883938e-33
4045.060000 1.031563e-15 5.664181e-33
4047.060000 1.754105e-15 5.371832e-33
4049.060000 2.253956e-15 5.897832e-33
4051.060000 1.933345e-15 7.251990e-33
4053.060000 1.771190e-15 7.605933e-33
4055.060000 1.430042e-15 6.555147e-33
4057.060000 1.474691e-15 5.489374e-33
4059.060000 1.373071e-15 5.232939e-33
4061.060000 1.192531e-15 5.736486e-33
4063.060000 1.133320e-15 6.715121e-33
4065.060000 1.088695e-15 7.487824e-33
4067.060000 5.654076e-17 7.510124e-33
4069.060000 7.312430e-16 6.127282e-33
4071.060000 1.202510e-15 5.517955e-33
4073.060000 1.501291e-15 5.686561e-33
4075.060000 1.688748e-15 6.463460e-33
4077.060000 1.228318e-15 7.657776e-33
4079.060000 1.198282e-15 7.505101e-33
4081.060000 1.210131e-15 6.450957e-33
4083.060000 1.362194e-15 5.688662e-33
4085.060000 1.626063e-15 5.728812e-33
4087.060000 1.883883e-15 6.592796e-33
4089.060000 1.941152e-15 8.076839e-33
4091.060000 1.930435e-15 8.121321e-33
4093.060000 1.753873e-15 6.863576e-33
4095.060000 1.701185e-15 5.759418e-33
4097.060000 1.434631e-15 5.522067e-33
4099.060000 1.030243e-15 6.088414e-33
4101.060000 7.723129e-16 7.096680e-33
4103.060000 5.446212e-16 7.734572e-33
4105.060000 3.161898e-16 7.362400e-33
4107.060000 9.511317e-17 6.555206e-33
4109.060000 3.610993e-17 6.283483e-33
4111.060000 -5.814094e-18 6.874931e-33
4113.060000 -1.879181e-16 8.317186e-33
4115.060000 -3.594233e-16 9.470127e-33
4117.060000 3.938758e-16 8.420118e-33
4119.060000 3.035896e-16 6.965727e-33
4121.060000 9.432998e-17 6.291858e-33
4123.060000 2.265713e-16 6.423884e-33
4125.060000 7.126652e-16 7.087548e-33
4127.060000 7.692783e-16 8.044131e-33
4129.060000 9.162511e-16 7.592478e-33
4131.060000 7.394977e-16 6.183322e-33
4133.060000 9.706578e-16 5.331258e-33
4135.060000 1.196123e-15 5.308969e-33
4137.060000 1.237546e-15 6.101686e-33
4139.060000 1.196643e-15 7.439091e-33
4141.060000 9.134333e-16 7.568715e-33
4143.060000 4.122014e-16 6.378905e-33
4145.060000 5.574896e-16 5.454311e-33
4147.060000 7.132479e-16 5.247589e-33
4149.060000 8.201555e-16 5.763270e-33
4151.060000 1.049476e-15 6.648725e-33
4153.060000 1.092628e-15 7.011143e-33
4155.060000 4.179388e-16 6.415257e-33
4157.060000 6.538225e-16 5.430339e-33
4159.060000 1.152778e-15 5.005773e-33
4161.060000 1.448093e-15 5.302551e-33
4163.060000 1.317045e-15 6.303237e-33
4165.060000 1.230555e-15 7.155051e-33
4167.060000 1.008948e-15 6.610913e-33
4169.060000 8.536006e-16 5.449824e-33
4171.060000 6.323978e-16 4.954564e-33
4173.060000 4.763246e-16 5.117281e-33
4175.060000 4.619205e-16 5.851073e-33
4177.060000 5.344113e-16 6.932022e-33
4179.060000 3.454976e-16 6.898788e-33
4181.060000 6.442624e-16 5.590542e-33
4183.060000 9.928149e-16 4.752020e-33
4185.060000 1.097635e-15 4.642042e-33
4187.060000 9.134160e-16 5.222607e-33
4189.060000 6.270586e-16 6.450534e-33
4191.060000 5.928380e-16 6.811781e-33
4193.060000 6.818776e-16 5.797942e-33
4195.060000 9.017813e-16 4.889825e-33
4197.060000 1.042131e-15 4.584467e-33
4199.060000 1.034201e-15 4.912653e-33
4201.060000 9.054531e-16 5.821218e-33
