# OBJECT: AT2019sgh
# TELESCOPE: MMT
# INSTRUMENT: Binospec
# DATE-OBS: 2019-10-27
# MJD: 58783.40016
# EXPTIME: 1200
# SLIT: 1.0
# DISPERSER: 270
# SOURCE: FLEET
# FILTER: Clear
# FLUX_STANDARD: G191B2B
# EXTINCTION_CORRECTED: NO
# PHOTOMETRY_CALIBRATED: NO
# FLUX_UNITS: erg/cm2/s/A
# QUALITY: 
# COMMENT: 
Wavelength Flux Sigma
5.262826490999999805e+03 4.810920000000000282e-17 3.380793999999999993e-18
5.264129393999999593e+03 4.563613999999999913e-17 3.173167000000000119e-18
5.265432313000000249e+03 4.947517999999999746e-17 3.410489000000000049e-18
5.266735246000000188e+03 4.773607999999999721e-17 3.135487000000000178e-18
5.268038193000000319e+03 4.354879000000000230e-17 3.219444999999999974e-18
5.269341155000000072e+03 4.586192000000000040e-17 3.229164999999999873e-18
5.270644132000000354e+03 3.972216000000000065e-17 3.036073000000000053e-18
5.271947122999999920e+03 4.822107000000000221e-17 3.471964000000000333e-18
5.273250127999999677e+03 5.125397000000000092e-17 3.126588999999999965e-18
5.274553149000000303e+03 4.380634000000000290e-17 3.207198999999999878e-18
5.275856182999999874e+03 4.821595999999999778e-17 3.282404999999999830e-18
5.277159233000000313e+03 5.232054000000000032e-17 3.381157999999999862e-18
5.278462295999999697e+03 5.325196000000000087e-17 3.421420999999999908e-18
5.279765374999999949e+03 3.864526999999999805e-17 2.973200999999999992e-18
5.281068468000000394e+03 4.377167000000000184e-17 3.204539000000000001e-18
5.282371575000000121e+03 4.028598000000000016e-17 2.923771999999999991e-18
5.283674697000000378e+03 4.943303999999999777e-17 3.309630999999999981e-18
5.284977832999999919e+03 4.349766999999999852e-17 3.056001000000000045e-18
5.286280983999999989e+03 4.806868999999999933e-17 3.155671999999999890e-18
5.287584149999999681e+03 5.213010000000000274e-17 3.071471999999999983e-18
5.288887329999999565e+03 4.793782000000000027e-17 2.777339999999999968e-18
5.290190524999999980e+03 4.665430999999999808e-17 3.141259999999999877e-18
5.291493733999999677e+03 4.098919999999999757e-17 3.183747000000000027e-18
5.292796957999999904e+03 5.132062000000000048e-17 3.216908000000000139e-18
5.294100196000000324e+03 5.409411000000000066e-17 3.454194999999999823e-18
5.295403449000000364e+03 4.664711999999999835e-17 3.480195999999999813e-18
5.296706715999999687e+03 4.168171999999999856e-17 3.044128000000000046e-18
5.298009998000000451e+03 4.605625999999999840e-17 3.313509999999999866e-18
5.299313294999999925e+03 4.986348000000000024e-17 3.672301999999999890e-18
5.300616605999999592e+03 4.339736000000000094e-17 3.340840999999999987e-18
5.301919931000000361e+03 4.570736000000000174e-17 3.351588999999999924e-18
5.303223270999999841e+03 4.082863000000000243e-17 3.121607999999999961e-18
5.304526625999999851e+03 5.117777999999999948e-17 3.253464999999999813e-18
5.305829995000000054e+03 4.373556999999999939e-17 3.185486000000000015e-18
5.307133378999999877e+03 5.450960000000000152e-17 3.345287000000000017e-18
5.308436776999999893e+03 5.134157999999999856e-17 3.331068000000000154e-18
5.309740190000000439e+03 4.664337000000000174e-17 3.197837999999999978e-18
5.311043617000000268e+03 5.383814999999999729e-17 3.509453999999999815e-18
5.312347058999999717e+03 4.379272000000000220e-17 3.273578999999999905e-18
5.313650515000000269e+03 4.400322999999999785e-17 3.270979999999999908e-18
5.314953986000000441e+03 4.371252999999999985e-17 3.003673000000000133e-18
5.316257472000000234e+03 4.690216999999999916e-17 3.031066000000000031e-18
5.317560972000000220e+03 4.047561000000000183e-17 2.986446000000000032e-18
5.318864486000000397e+03 4.414541999999999879e-17 3.206727999999999859e-18
5.320168015000000196e+03 4.277812000000000145e-17 3.167753000000000034e-18
5.321471558999999615e+03 4.570895999999999717e-17 2.825032000000000161e-18
5.322775117000000137e+03 4.448670999999999738e-17 3.251185999999999981e-18
5.324078690000000279e+03 4.527054000000000163e-17 3.027550000000000118e-18
5.325382276999999704e+03 4.091288000000000104e-17 3.045485999999999989e-18
5.326685878999999659e+03 3.956127000000000150e-17 3.132912999999999917e-18
5.327989494999999806e+03 4.199115999999999990e-17 3.211614999999999916e-18
5.329293125999999575e+03 4.932856999999999728e-17 3.104077999999999870e-18
5.330596771000000444e+03 3.990078999999999829e-17 3.016370999999999894e-18
5.331900431000000026e+03 4.607179999999999855e-17 3.065549999999999839e-18
5.333204104999999799e+03 4.809351999999999706e-17 3.401274000000000133e-18
5.334507794000000104e+03 4.896679000000000228e-17 3.308912000000000085e-18
5.335811498000000029e+03 5.424073999999999724e-17 3.515314000000000183e-18
5.337115216000000146e+03 5.079154000000000175e-17 3.434272000000000087e-18
5.338418948999999884e+03 4.177879999999999836e-17 2.949103999999999942e-18
5.339722695999999814e+03 4.236615000000000163e-17 3.210702999999999871e-18
5.341026456999999937e+03 4.368151999999999928e-17 3.135235999999999839e-18
5.342330234000000019e+03 4.797588999999999933e-17 3.105218999999999824e-18
5.343634023999999954e+03 5.053303000000000143e-17 3.332758000000000181e-18
5.344937829999999849e+03 4.788595000000000210e-17 3.145469999999999950e-18
5.346241648999999597e+03 4.136873999999999979e-17 3.094305000000000038e-18
5.347545484000000215e+03 4.109092000000000014e-17 2.969334000000000027e-18
5.348849333000000115e+03 4.148146999999999842e-17 2.918991000000000186e-18
5.350153196000000207e+03 4.838117000000000185e-17 3.176223000000000036e-18
5.351457073999999920e+03 4.175723999999999737e-17 3.183635999999999905e-18
5.352760965999999826e+03 4.578281999999999903e-17 3.224882999999999898e-18
5.354064873000000262e+03 4.116503999999999832e-17 3.088450999999999822e-18
5.355368795000000318e+03 4.691140999999999958e-17 3.438594000000000178e-18
5.356672730999999658e+03 5.305417999999999975e-17 3.478093999999999853e-18
5.357976682000000437e+03 3.366565999999999902e-17 2.636824999999999834e-18
5.359280646999999590e+03 4.909609999999999870e-17 3.103088000000000155e-18
5.360584625999999844e+03 3.963915000000000066e-17 2.949058000000000058e-18
5.361888621000000057e+03 4.034369999999999896e-17 2.881624999999999872e-18
5.363192629000000125e+03 4.482684000000000144e-17 3.068618999999999957e-18
5.364496653000000151e+03 4.463273999999999721e-17 3.277084000000000180e-18
5.365800690000000031e+03 4.254461999999999726e-17 2.934141999999999960e-18
5.367104742999999871e+03 4.454937000000000040e-17 2.979495999999999850e-18
5.368408809999999903e+03 4.320537999999999713e-17 3.087412000000000147e-18
5.369712891000000127e+03 3.879740000000000281e-17 2.987179000000000027e-18
5.371016986999999972e+03 4.642901000000000283e-17 3.288690999999999844e-18
5.372321097000000009e+03 4.381384000000000228e-17 3.237917000000000102e-18
5.373625221999999667e+03 4.693686000000000279e-17 3.272558999999999813e-18
5.374929361999999855e+03 5.394920000000000256e-17 3.518786000000000005e-18
5.376233516000000236e+03 4.948594000000000155e-17 3.179735999999999872e-18
5.377537685000000238e+03 4.180849000000000240e-17 3.177491000000000005e-18
5.378841868000000431e+03 4.562877999999999919e-17 3.310999000000000049e-18
5.380146064999999908e+03 4.604109999999999763e-17 2.922144000000000126e-18
5.381450278000000253e+03 3.888860000000000121e-17 3.243972000000000029e-18
5.382754504000000452e+03 4.348054000000000114e-17 3.055556999999999941e-18
5.384058745999999701e+03 5.390741000000000149e-17 3.488877999999999933e-18
5.385363000999999713e+03 4.198240999999999754e-17 3.096141999999999945e-18
5.386667271999999684e+03 4.193029000000000124e-17 2.816684999999999815e-18
5.387971556999999848e+03 4.676989000000000128e-17 3.384043999999999956e-18
5.389275856000000203e+03 4.311115000000000190e-17 3.183645000000000134e-18
5.390580170000000180e+03 4.040500999999999852e-17 3.131035999999999892e-18
5.391884498000000349e+03 4.277823000000000013e-17 3.139546000000000011e-18
5.393188841000000139e+03 4.430078999999999953e-17 3.101687999999999916e-18
5.394493198999999549e+03 4.217562999999999997e-17 3.136434999999999982e-18
5.395797571000000062e+03 4.500590999999999998e-17 3.151220999999999990e-18
5.397101956999999857e+03 4.390785999999999834e-17 3.226500000000000126e-18
5.398406358000000182e+03 4.524028999999999980e-17 3.257677999999999962e-18
5.399710774000000129e+03 4.672009000000000020e-17 3.119837000000000188e-18
5.401015204000000267e+03 4.913317999999999728e-17 3.310565999999999969e-18
5.402319649000000027e+03 4.387307000000000039e-17 3.069892000000000181e-18
5.403624107999999978e+03 5.439273000000000254e-17 3.575299999999999765e-18
5.404928581999999551e+03 4.319882000000000107e-17 3.202343999999999991e-18
5.406233070000000225e+03 4.307171000000000298e-17 3.063399999999999816e-18
5.407537572999999611e+03 4.049848999999999935e-17 3.102800000000000161e-18
5.408842090000000098e+03 4.438208999999999924e-17 3.114741000000000088e-18
5.410146622000000207e+03 4.129449000000000035e-17 2.964629999999999994e-18
5.411451167999999598e+03 5.275722000000000099e-17 3.352410999999999995e-18
5.412755729000000429e+03 4.875358999999999790e-17 3.200717000000000023e-18
5.414060304999999971e+03 4.777005000000000105e-17 2.826469000000000055e-18
5.415364894999999706e+03 4.557897999999999812e-17 3.111723000000000109e-18
5.416669498999999632e+03 4.399305999999999847e-17 3.091209999999999901e-18
5.417974118000000090e+03 4.869357000000000028e-17 3.269009999999999833e-18
5.419278752000000168e+03 4.737053000000000304e-17 3.091665000000000027e-18
5.420583400000000438e+03 5.489902999999999807e-17 3.361330999999999868e-18
5.421888061999999991e+03 4.999780000000000062e-17 3.345011999999999839e-18
5.423192740000000413e+03 4.956463000000000279e-17 3.084514000000000133e-18
5.424497430999999779e+03 4.495500000000000153e-17 3.144052999999999921e-18
5.425802136999999675e+03 4.401087000000000284e-17 3.308908000000000112e-18
5.427106858000000102e+03 4.582626999999999705e-17 3.063431999999999986e-18
5.428411592999999812e+03 4.294572999999999867e-17 3.118058999999999981e-18
5.429716343000000052e+03 4.784519999999999868e-17 3.297196999999999990e-18
5.431021106999999574e+03 4.469443000000000231e-17 3.030861999999999858e-18
5.432325885999999628e+03 4.396902999999999845e-17 3.228834999999999968e-18
5.433630680000000211e+03 4.265565999999999817e-17 3.323258999999999859e-18
5.434935486999999739e+03 5.076984000000000132e-17 3.273705000000000023e-18
5.436240310000000136e+03 5.192448000000000183e-17 3.379674000000000187e-18
5.437545146999999815e+03 4.487785999999999857e-17 3.221707999999999913e-18
5.438849997999999687e+03 4.579589999999999834e-17 3.283946000000000183e-18
5.440154864000000089e+03 4.533809999999999759e-17 3.276741999999999971e-18
5.441459745000000112e+03 4.807100000000000252e-17 3.336236000000000156e-18
5.442764640000000327e+03 4.780041000000000156e-17 3.046838000000000165e-18
5.444069548999999824e+03 4.091103999999999952e-17 2.970198999999999906e-18
5.445374472999999853e+03 4.379766000000000026e-17 3.308467999999999982e-18
5.446679412000000411e+03 4.903358000000000129e-17 3.233011999999999973e-18
5.447984365000000253e+03 5.185503000000000102e-17 3.477088000000000245e-18
5.449289332999999715e+03 4.820830000000000255e-17 3.326988000000000173e-18
5.450594315000000279e+03 4.220239000000000151e-17 3.138019000000000143e-18
5.451899311000000125e+03 4.939749999999999927e-17 3.368079000000000057e-18
5.453204322999999931e+03 4.048940000000000274e-17 3.086444000000000091e-18
5.454509347999999591e+03 4.939838000000000107e-17 3.315110999999999816e-18
5.455814389000000119e+03 3.904280000000000306e-17 3.071816999999999884e-18
5.457119442999999592e+03 4.460024999999999809e-17 3.486075000000000149e-18
5.458424512999999934e+03 4.611197000000000163e-17 3.101783000000000145e-18
5.459729596999999558e+03 4.800015999999999928e-17 3.256354999999999880e-18
5.461034695000000283e+03 4.371054000000000068e-17 3.029560999999999822e-18
5.462339807999999721e+03 4.454403999999999860e-17 3.159298000000000028e-18
5.463644935000000260e+03 4.134364000000000136e-17 3.157388999999999832e-18
5.464950077000000420e+03 4.665249999999999732e-17 3.299807999999999906e-18
5.466255234000000200e+03 4.876989000000000296e-17 3.377480000000000073e-18
5.467560405000000173e+03 5.273390000000000257e-17 3.284052000000000049e-18
5.468865590000000338e+03 4.064389000000000167e-17 3.200937000000000088e-18
5.470170790000000125e+03 5.007458999999999880e-17 3.401533000000000033e-18
5.471476005000000441e+03 4.300703000000000003e-17 3.077953999999999839e-18
5.472781234000000040e+03 4.553416000000000023e-17 3.177789000000000124e-18
5.474086476999999832e+03 4.365478999999999850e-17 3.171089999999999895e-18
5.475391735000000153e+03 4.236175999999999699e-17 3.139799000000000144e-18
5.476697008000000096e+03 4.469290999999999864e-17 3.336244000000000103e-18
5.478002295000000231e+03 4.748888999999999876e-17 3.235693999999999894e-18
5.479307596999999987e+03 4.104241999999999920e-17 3.069378999999999867e-18
5.480612912999999935e+03 4.490376000000000087e-17 3.169438000000000191e-18
5.481918244000000414e+03 4.304729999999999742e-17 3.017707000000000177e-18
5.483223589000000175e+03 4.222187000000000104e-17 2.944241000000000109e-18
5.484528948999999557e+03 4.493625000000000000e-17 2.465298999999999997e-18
5.485834323000000040e+03 4.787719000000000154e-17 3.302282000000000067e-18
5.487139712000000145e+03 4.273588999999999948e-17 3.011825000000000150e-18
5.488445115000000442e+03 4.550247999999999702e-17 3.136781000000000165e-18
5.489750533000000360e+03 4.661856000000000041e-17 3.168512999999999943e-18
5.491055964999999560e+03 5.094887000000000090e-17 3.423196000000000039e-18
5.492361412000000200e+03 4.578983999999999855e-17 3.340298999999999963e-18
5.493666873000000123e+03 5.308155000000000241e-17 3.341514999999999895e-18
5.494972348999999667e+03 4.528378000000000295e-17 3.350162000000000155e-18
5.496277839999999742e+03 4.376757000000000045e-17 3.136580000000000069e-18
5.497583345000000008e+03 4.238515999999999950e-17 3.120253999999999991e-18
5.498888863999999558e+03 4.303666000000000254e-17 3.140115999999999847e-18
5.500194397999999637e+03 4.245326000000000301e-17 3.340317000000000035e-18
5.501499947000000247e+03 5.065613000000000041e-17 3.255784000000000147e-18
5.502805510000000140e+03 4.127217999999999881e-17 2.953931000000000017e-18
5.504111087000000225e+03 4.233870000000000106e-17 2.977157000000000035e-18
5.505416678999999931e+03 4.852458999999999704e-17 3.049513000000000037e-18
5.506722286000000167e+03 4.450628999999999739e-17 3.167312000000000007e-18
5.508027906999999686e+03 4.144268999999999776e-17 3.193022999999999823e-18
5.509333542999999736e+03 3.744395000000000174e-17 2.861681999999999885e-18
5.510639192999999977e+03 4.568014000000000290e-17 3.231815999999999906e-18
5.511944857000000411e+03 4.640748000000000260e-17 3.255861999999999817e-18
5.513250536999999895e+03 4.522119999999999785e-17 3.334271999999999848e-18
5.514556230000000141e+03 4.887704000000000166e-17 3.446851000000000164e-18
5.515861938000000009e+03 4.856291999999999859e-17 3.348723000000000081e-18
5.517167661000000408e+03 4.210966000000000123e-17 2.923488999999999867e-18
5.518473398000000088e+03 5.320147000000000076e-17 3.331809999999999992e-18
5.519779150000000300e+03 4.351271000000000241e-17 3.183194999999999878e-18
5.521084915999999794e+03 4.348735000000000149e-17 3.105186000000000142e-18
5.522390696999999818e+03 4.638318000000000189e-17 3.455442000000000029e-18
5.523696493000000373e+03 3.704697000000000248e-17 2.876666999999999809e-18
5.525002301999999872e+03 3.916231999999999947e-17 3.026814000000000047e-18
5.526308127000000241e+03 4.482020999999999949e-17 3.065326000000000186e-18
5.527613965999999891e+03 4.020177000000000052e-17 3.051703000000000177e-18
5.528919818999999734e+03 4.649107000000000294e-17 3.116327999999999940e-18
5.530225687000000107e+03 4.351100000000000213e-17 3.002421999999999954e-18
5.531531568999999763e+03 4.710330999999999931e-17 3.253363999999999816e-18
5.532837465999999949e+03 4.309222000000000196e-17 3.223486000000000121e-18
5.534143377999999757e+03 4.264921999999999900e-17 3.131142000000000144e-18
5.535449303999999756e+03 4.336019999999999828e-17 3.131523000000000189e-18
5.536755243999999948e+03 3.861202999999999837e-17 3.125996000000000187e-18
5.538061198999999760e+03 4.854607999999999830e-17 3.404998000000000192e-18
5.539367167999999765e+03 3.731107000000000095e-17 3.005526999999999831e-18
5.540673152000000300e+03 3.789135000000000137e-17 2.898022999999999852e-18
5.541979150999999547e+03 4.093304999999999960e-17 3.033115999999999954e-18
5.543285163999999895e+03 3.929536000000000227e-17 3.021871999999999878e-18
5.544591191999999864e+03 3.370690000000000050e-17 2.543099999999999973e-18
5.545897234000000026e+03 3.541190000000000183e-17 2.732087999999999972e-18
5.547203290000000379e+03 4.028711999999999830e-17 2.931307999999999903e-18
5.548509361000000354e+03 4.124294000000000004e-17 3.057347999999999965e-18
5.549815446999999949e+03 4.981706999999999896e-17 3.105153000000000074e-18
5.551121546999999737e+03 3.525393999999999901e-17 2.692376000000000179e-18
5.552427662000000055e+03 4.408057999999999999e-17 3.123038000000000191e-18
5.553733790999999655e+03 4.024691000000000242e-17 2.943415999999999962e-18
5.555039934999999787e+03 3.938259999999999874e-17 3.045135999999999833e-18
5.556346093000000110e+03 3.894960999999999932e-17 2.978190999999999840e-18
5.557652264999999716e+03 3.723559999999999930e-17 3.393452000000000022e-18
5.558958453000000191e+03 3.561524000000000032e-17 2.952870999999999809e-18
5.560264653999999609e+03 4.154137999999999735e-17 2.976756000000000125e-18
5.561570870999999897e+03 4.638398999999999781e-17 3.153856000000000130e-18
5.562877101000000039e+03 3.781488999999999924e-17 3.025939000000000042e-18
5.564183347000000140e+03 4.023644999999999978e-17 2.995462000000000031e-18
5.565489606000000094e+03 4.125508000000000220e-17 3.108107999999999994e-18
5.566795881000000008e+03 5.236949000000000036e-17 3.406166999999999958e-18
5.568102168999999776e+03 3.968294999999999730e-17 2.889959999999999913e-18
5.569408473000000413e+03 3.645557999999999935e-17 3.002925000000000143e-18
5.570714791000000332e+03 3.686425000000000166e-17 3.013243000000000076e-18
5.572021123000000443e+03 4.008706999999999912e-17 2.854038999999999825e-18
5.573327470000000176e+03 3.712037999999999907e-17 3.039193999999999823e-18
5.574633831000000100e+03 4.432980000000000273e-17 3.263663000000000165e-18
5.575940206999999646e+03 6.106225000000000186e-17 4.034166000000000109e-18
5.577246597000000293e+03 4.991054999999999979e-17 3.625368999999999710e-18
5.578553001999999651e+03 3.135249000000000195e-17 3.194647000000000100e-18
5.579859422000000450e+03 4.529841999999999874e-17 3.336589999999999900e-18
5.581165855000000192e+03 4.055534000000000071e-17 3.171384999999999939e-18
5.582472303999999895e+03 4.546741000000000018e-17 3.090663000000000007e-18
5.583778766999999789e+03 3.721826000000000275e-17 3.023769000000000153e-18
5.585085243999999875e+03 3.746689000000000078e-17 2.814001000000000100e-18
5.586391735999999582e+03 3.746613000000000203e-17 2.915719000000000178e-18
5.587698242999999820e+03 3.881607000000000026e-17 2.993167999999999818e-18
5.589004764000000250e+03 3.432371999999999812e-17 2.886725999999999842e-18
5.590311298999999963e+03 3.680301000000000182e-17 2.949177000000000127e-18
5.591617849000000206e+03 4.191561999999999853e-17 3.314536000000000110e-18
5.592924414000000070e+03 4.620018000000000217e-17 2.987467000000000021e-18
5.594230993000000126e+03 3.392501000000000219e-17 2.779623000000000158e-18
5.595537586000000374e+03 3.498594999999999833e-17 2.884039999999999947e-18
5.596844194000000243e+03 4.098771000000000082e-17 2.976236000000000146e-18
5.598150816999999734e+03 4.105785000000000066e-17 3.092364999999999954e-18
5.599457454000000325e+03 4.150361999999999795e-17 2.993162999999999948e-18
5.600764105000000200e+03 4.337657000000000307e-17 3.167910999999999937e-18
5.602070770999999695e+03 3.630205999999999833e-17 2.640282000000000046e-18
5.603377451999999721e+03 4.151469000000000169e-17 2.906484000000000011e-18
5.604684146999999939e+03 4.729856999999999807e-17 3.328960000000000042e-18
5.605990856999999778e+03 3.805029999999999851e-17 2.932659000000000181e-18
5.607297580999999809e+03 4.175958999999999952e-17 3.153198000000000114e-18
5.608604319000000032e+03 4.155826000000000277e-17 2.931763000000000028e-18
5.609911071999999876e+03 3.597551000000000218e-17 2.808912999999999946e-18
5.611217840000000251e+03 4.276156999999999825e-17 3.083020999999999844e-18
5.612524621999999908e+03 4.121330999999999752e-17 2.998465000000000014e-18
5.613831419000000096e+03 3.869852999999999865e-17 2.970295000000000033e-18
5.615138229999999567e+03 3.562362000000000150e-17 2.955471999999999984e-18
5.616445055000000139e+03 3.866754000000000063e-17 2.865098999999999980e-18
5.617751895999999761e+03 3.995209000000000047e-17 3.195743999999999964e-18
5.619058750000000146e+03 3.400991000000000086e-17 2.717203000000000147e-18
5.620365619000000152e+03 4.227380999999999893e-17 2.838391000000000014e-18
5.621672502999999779e+03 3.707155000000000209e-17 2.986049999999999992e-18
5.622979400999999598e+03 3.842023999999999733e-17 2.890620000000000108e-18
5.624286313999999948e+03 3.711268999999999692e-17 2.852185000000000127e-18
5.625593240999999580e+03 4.260289000000000181e-17 3.057114000000000187e-18
5.626900182999999743e+03 3.833331000000000052e-17 2.822267999999999826e-18
5.628207139000000097e+03 3.533317999999999983e-17 2.844857999999999873e-18
5.629514110000000073e+03 3.596446999999999919e-17 2.814476000000000092e-18
5.630821095000000241e+03 3.969581999999999744e-17 2.994713000000000144e-18
5.632128095000000030e+03 3.934178999999999995e-17 2.882880999999999921e-18
5.633435109000000011e+03 4.046945999999999975e-17 3.042337999999999920e-18
5.634742137999999613e+03 3.290313999999999762e-17 2.531462999999999932e-18
5.636049181000000317e+03 3.519734000000000195e-17 2.674602000000000184e-18
5.637356238999999732e+03 3.744262000000000084e-17 2.928716999999999852e-18
5.638663311000000249e+03 3.288180000000000017e-17 2.639886999999999903e-18
5.639970398000000387e+03 3.702407000000000240e-17 2.752142000000000081e-18
5.641277498999999807e+03 3.760611999999999846e-17 3.028893000000000065e-18
5.642584614999999758e+03 3.381614999999999705e-17 2.800891999999999918e-18
5.643891744999999901e+03 3.221500000000000307e-17 2.832511000000000165e-18
5.645198889999999665e+03 3.600112000000000123e-17 2.828664999999999963e-18
5.646506048999999621e+03 3.816842000000000047e-17 2.844927000000000085e-18
5.647813223000000107e+03 3.224571000000000219e-17 2.485761000000000065e-18
5.649120410999999876e+03 3.458399000000000205e-17 2.779350000000000160e-18
5.650427614000000176e+03 4.563038999999999898e-17 3.150124000000000125e-18
5.651734830999999758e+03 3.173964000000000224e-17 2.800992999999999915e-18
5.653042062999999871e+03 3.605975000000000259e-17 2.802481999999999846e-18
5.654349309000000176e+03 3.340369999999999737e-17 2.660587000000000109e-18
5.655656570000000102e+03 3.968735000000000014e-17 2.807305999999999844e-18
5.656963845000000219e+03 3.997458999999999862e-17 2.992657000000000068e-18
5.658271134999999958e+03 3.215918000000000116e-17 2.814255000000000129e-18
5.659578438999999889e+03 3.460727999999999971e-17 2.617000000000000019e-18
5.660885758000000351e+03 2.786926000000000111e-17 2.525949000000000132e-18
5.662193091000000095e+03 3.556210000000000277e-17 2.671790000000000171e-18
5.663500439000000370e+03 3.978384000000000139e-17 3.038706999999999912e-18
5.664807802000000265e+03 3.327230000000000129e-17 2.746826999999999813e-18
5.666115178000000014e+03 4.078408999999999728e-17 2.978357999999999972e-18
5.667422569999999723e+03 3.966161999999999804e-17 3.103141999999999985e-18
5.668729975000000195e+03 3.653940000000000142e-17 3.005023000000000130e-18
5.670037395999999717e+03 3.818526999999999896e-17 2.847256000000000159e-18
5.671344831000000340e+03 3.661900999999999725e-17 2.872891999999999997e-18
5.672652280000000246e+03 3.096829999999999876e-17 2.653400000000000071e-18
5.673959743999999773e+03 3.553349999999999970e-17 2.823245000000000110e-18
5.675267222000000402e+03 4.022491000000000053e-17 2.909024999999999819e-18
5.676574714999999742e+03 3.734178999999999827e-17 2.935450000000000046e-18
5.677882222000000183e+03 2.825510000000000306e-17 2.512393000000000156e-18
5.679189744000000246e+03 3.160525000000000214e-17 2.554951999999999823e-18
5.680497279999999591e+03 3.863947999999999895e-17 2.822281000000000028e-18
5.681804831000000377e+03 3.442564999999999986e-17 2.786737000000000011e-18
5.683112396000000444e+03 3.580718999999999721e-17 3.013030999999999957e-18
5.684419976000000133e+03 3.482184999999999779e-17 2.749813999999999904e-18
5.685727571000000353e+03 3.598929999999999692e-17 2.835904999999999933e-18
5.687035179000000426e+03 3.535102999999999701e-17 2.933606000000000089e-18
5.688342802999999549e+03 2.969787000000000204e-17 2.685434999999999840e-18
5.689650440999999773e+03 3.915968000000000023e-17 3.026920999999999811e-18
5.690958093000000190e+03 3.532659000000000301e-17 2.757919000000000139e-18
5.692265760000000228e+03 3.412247999999999749e-17 2.914083999999999878e-18
5.693573440999999548e+03 3.612123000000000235e-17 2.694752999999999931e-18
5.694881137000000308e+03 4.167989000000000140e-17 2.959155000000000029e-18
5.696188847000000351e+03 4.190211000000000267e-17 3.061861000000000027e-18
5.697496572000000015e+03 3.958486000000000062e-17 2.888481000000000107e-18
5.698804310999999871e+03 3.016695999999999775e-17 2.462377000000000144e-18
5.700112065000000257e+03 3.871745999999999859e-17 3.028668000000000130e-18
5.701419832999999926e+03 3.351801999999999939e-17 2.751379999999999992e-18
5.702727616000000125e+03 3.601016999999999888e-17 2.848742000000000014e-18
5.704035413999999946e+03 3.524558000000000039e-17 2.649395999999999965e-18
5.705343224999999620e+03 4.160465000000000148e-17 3.057190999999999959e-18
5.706651052000000163e+03 3.459273000000000005e-17 2.768387000000000028e-18
5.707958891999999651e+03 3.638193000000000282e-17 2.851246000000000166e-18
5.709266748000000007e+03 3.442445000000000020e-17 2.770676999999999883e-18
5.710574617999999646e+03 3.296960999999999878e-17 2.608279000000000063e-18
5.711882502000000386e+03 3.281258000000000109e-17 2.558361999999999869e-18
5.713190400999999838e+03 4.422134999999999774e-17 3.172577000000000032e-18
5.714498314000000391e+03 3.699166999999999939e-17 2.649129000000000119e-18
5.715806241999999656e+03 4.221563000000000284e-17 3.064684999999999959e-18
5.717114184000000023e+03 2.973382999999999889e-17 2.505775000000000058e-18
5.718422141000000011e+03 3.473491000000000278e-17 2.875393000000000073e-18
5.719730112000000190e+03 3.335610000000000080e-17 2.674350999999999845e-18
5.721038097999999991e+03 3.492613000000000168e-17 2.808831999999999816e-18
5.722346097999999984e+03 2.768825000000000056e-17 2.519619999999999925e-18
5.723654112999999597e+03 3.433883000000000173e-17 2.656833999999999956e-18
5.724962142000000313e+03 3.029075000000000193e-17 2.586060999999999832e-18
5.726270185999999740e+03 3.492713999999999856e-17 2.585195999999999953e-18
5.727578244000000268e+03 2.997593999999999983e-17 2.536178999999999884e-18
5.728886317000000417e+03 3.609293999999999894e-17 2.807207000000000026e-18
5.730194403999999849e+03 3.951113999999999821e-17 3.003689000000000026e-18
5.731502505999999812e+03 3.658072000000000082e-17 2.860118999999999872e-18
5.732810621999999967e+03 3.356083000000000171e-17 2.743736000000000035e-18
5.734118752999999742e+03 3.618428000000000295e-17 2.932698000000000016e-18
5.735426897999999710e+03 3.255338000000000173e-17 2.555851999999999949e-18
5.736735058000000208e+03 3.463540000000000292e-17 2.770803000000000000e-18
5.738043231999999989e+03 3.422748999999999936e-17 2.872844999999999831e-18
5.739351421000000300e+03 3.598041999999999948e-17 2.884536999999999984e-18
5.740659623999999894e+03 3.505142999999999900e-17 2.713401999999999931e-18
5.741967840999999680e+03 3.257207000000000174e-17 2.696315999999999944e-18
5.743276074000000335e+03 3.303967000000000070e-17 2.655498000000000058e-18
5.744584319999999934e+03 3.554071000000000199e-17 2.723091999999999839e-18
5.745892581000000064e+03 3.493510999999999961e-17 3.038938999999999896e-18
5.747200856999999814e+03 3.759556999999999970e-17 2.831723999999999955e-18
5.748509146999999757e+03 3.833883999999999713e-17 2.933800000000000135e-18
5.749817452000000230e+03 3.362550000000000030e-17 2.628245999999999889e-18
5.751125770999999986e+03 3.430183000000000108e-17 2.642156999999999892e-18
5.752434105000000272e+03 4.135668999999999992e-17 3.022537999999999840e-18
5.753742452999999841e+03 3.268459000000000120e-17 2.763625000000000192e-18
5.755050814999999602e+03 3.256784999999999731e-17 2.881283000000000047e-18
5.756359193000000232e+03 2.805006000000000249e-17 2.510465999999999889e-18
5.757667583999999806e+03 3.356624000000000144e-17 2.834416999999999899e-18
5.758975989999999911e+03 4.077124999999999789e-17 2.972635000000000130e-18
5.760284410999999636e+03 3.243919000000000095e-17 2.648969000000000037e-18
