#OBJECT = ATLAS20biwy
#MJD-OBS = 59214.582662
#DATE-OBS = 2020-12-31T13:59:02
#EXPTIME = 1520.000000
#AIRMASS = 1.502000
#
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
#FLUXCAL = RELATIVE
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3301.060000 -3.743000e-16 1.828230e-32
3303.440000 -2.129279e-16 1.700838e-32
3305.820000 -2.509847e-16 1.635956e-32
3308.200000 -4.561686e-16 1.538506e-32
3310.580000 -4.714838e-16 1.469375e-32
3312.960000 -2.061006e-16 1.439436e-32
3315.340000 -1.445012e-16 1.401802e-32
3317.720000 -2.398506e-16 1.371384e-32
3320.100000 -1.137895e-16 1.360245e-32
3322.480000 -2.690916e-16 1.371329e-32
3324.860000 -2.916580e-16 1.340187e-32
3327.240000 -1.578607e-16 1.303581e-32
3329.620000 -3.385586e-16 1.331188e-32
3332.000000 -4.864598e-18 1.326980e-32
3334.380000 4.312598e-17 1.282436e-32
3336.760000 -2.075358e-16 1.283071e-32
3339.140000 -8.935059e-17 1.253221e-32
3341.520000 -4.614699e-17 1.233894e-32
3343.900000 -1.356595e-16 1.212437e-32
3346.280000 -5.171984e-17 1.171795e-32
3348.660000 -2.538047e-17 1.123963e-32
3351.040000 -1.374659e-17 1.118340e-32
3353.420000 -8.754392e-17 1.093177e-32
3355.800000 -2.411386e-16 1.066876e-32
3358.180000 -1.333437e-16 1.003074e-32
3360.560000 -1.866910e-16 9.396302e-33
3362.940000 -2.123775e-16 9.273569e-33
3365.320000 -2.623197e-16 9.389648e-33
3367.700000 -2.246595e-16 9.472249e-33
3370.080000 -3.107857e-16 9.181791e-33
3372.460000 -1.854228e-16 9.254178e-33
3374.840000 -2.674150e-16 9.283651e-33
3377.220000 -1.568152e-16 9.264403e-33
3379.600000 -2.341969e-16 8.959719e-33
3381.980000 -3.561589e-16 8.640487e-33
3384.360000 -1.726417e-16 8.751809e-33
3386.740000 -1.129030e-16 8.811542e-33
3389.120000 -2.134386e-16 8.442421e-33
3391.500000 -4.809562e-17 8.286326e-33
3393.880000 -7.795774e-17 8.075492e-33
3396.260000 -2.349111e-16 8.731319e-33
3398.640000 -1.943257e-16 8.731135e-33
3401.020000 -2.590070e-16 8.499657e-33
3403.400000 -2.296754e-16 8.195534e-33
3405.780000 -1.561017e-16 7.837471e-33
3408.160000 -2.691915e-16 7.456557e-33
3410.540000 -2.106771e-16 7.284856e-33
3412.920000 -2.044814e-16 7.039887e-33
3415.300000 -6.751553e-17 6.911897e-33
3417.680000 -8.440843e-17 7.240426e-33
3420.060000 2.081545e-17 7.201876e-33
3422.440000 -5.772760e-17 7.052863e-33
3424.820000 3.935596e-18 6.971640e-33
3427.200000 -2.082492e-16 6.710909e-33
3429.580000 -1.905830e-16 6.547027e-33
3431.960000 4.986675e-18 6.542924e-33
3434.340000 8.665500e-17 6.326237e-33
3436.720000 1.757011e-17 6.012494e-33
3439.100000 -1.088797e-16 5.531949e-33
3441.480000 -6.344704e-17 5.139921e-33
3443.860000 -6.275009e-17 5.045038e-33
3446.240000 7.514751e-17 5.284313e-33
3448.620000 1.047565e-16 5.648649e-33
3451.000000 3.781271e-17 5.670493e-33
3453.380000 -8.732430e-19 5.569706e-33
3455.760000 -6.499595e-17 5.325128e-33
3458.140000 -4.483547e-17 5.106423e-33
3460.520000 1.008730e-16 4.979692e-33
3462.900000 9.836814e-17 5.014505e-33
3465.280000 9.287043e-18 5.054533e-33
3467.660000 -6.746482e-17 4.904458e-33
3470.040000 1.671311e-17 4.958445e-33
3472.420000 2.959435e-17 4.715546e-33
