# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = AT2021cvd
# CHANNEL = B+R
# EXPNUM = 21_065_025
# MJD-OBS = 59279.449844
# DATE-OBS = 2021-03-06T10:47:51
# EXPTIME = 2200.0s
# AIRMASS = 1.11
# RA = 13:06:23.23
# DEC = 29:39:27.90
# wl fl err
# [A] [erg/s/cm2/A]
3402.860000 1.133733e-17 1.007399e-17
3405.860000 -2.079618e-19 1.034454e-17
3408.860000 -8.601287e-18 9.487108e-18
3411.860000 -4.104552e-18 8.813710e-18
3414.860000 -5.953770e-18 9.747118e-18
3417.860000 3.092430e-18 1.012457e-17
3420.860000 1.836750e-17 9.164584e-18
3423.860000 1.128727e-17 9.033701e-18
3426.860000 4.215910e-18 1.009127e-17
3429.860000 -2.871349e-18 9.955106e-18
3432.860000 6.234155e-18 8.863000e-18
3435.860000 5.654371e-18 8.908319e-18
3438.860000 2.923969e-18 9.920500e-18
3441.860000 -4.894029e-18 9.653744e-18
3444.860000 8.301059e-18 8.589942e-18
3447.860000 1.112874e-17 8.814383e-18
3450.860000 1.189702e-17 9.703867e-18
3453.860000 2.612482e-17 9.385944e-18
3456.860000 2.042148e-17 8.435547e-18
3459.860000 8.522706e-18 8.776648e-18
3462.860000 -2.135496e-18 9.339515e-18
3465.860000 4.412961e-18 8.878742e-18
3468.860000 -1.502509e-18 8.142038e-18
3471.860000 -1.520905e-19 8.948948e-18
3474.860000 -7.537984e-19 9.332286e-18
3477.860000 -1.295496e-17 8.460379e-18
3480.860000 -5.815445e-18 8.166551e-18
3483.860000 -3.445670e-18 9.067431e-18
3486.860000 -3.054669e-18 9.301626e-18
3489.860000 8.745249e-18 8.612623e-18
3492.860000 4.290124e-18 8.207469e-18
3495.860000 -9.036426e-18 8.992466e-18
3498.860000 -1.520049e-17 9.124805e-18
3501.860000 -5.650016e-18 8.055492e-18
3504.860000 7.879162e-18 7.982793e-18
3507.860000 9.302853e-18 8.969297e-18
3510.860000 4.703033e-18 8.811190e-18
3513.860000 -1.464131e-18 7.628733e-18
3516.860000 -5.561662e-20 7.667548e-18
3519.860000 3.793036e-18 8.499015e-18
3522.860000 2.062748e-18 8.225193e-18
3525.860000 -2.651881e-18 7.238344e-18
3528.860000 -2.985188e-18 7.578417e-18
3531.860000 1.199657e-18 8.271885e-18
3534.860000 1.082873e-17 8.037295e-18
3537.860000 1.269837e-17 7.474256e-18
3540.860000 7.537907e-18 7.966858e-18
3543.860000 -1.340439e-19 8.350797e-18
3546.860000 4.441142e-19 7.943992e-18
3549.860000 -8.622044e-18 7.486457e-18
3552.860000 1.903917e-18 8.334300e-18
3555.860000 1.301697e-17 8.714631e-18
3558.860000 1.299431e-17 7.957024e-18
3561.860000 4.554968e-19 7.492609e-18
3564.860000 1.850450e-17 8.685525e-18
3567.860000 1.702870e-17 8.682862e-18
3570.860000 7.680969e-18 7.497727e-18
3573.860000 -4.898570e-18 7.303327e-18
3576.860000 -3.985038e-18 8.276273e-18
3579.860000 1.252718e-17 8.324472e-18
3582.860000 3.925130e-18 7.111022e-18
3585.860000 4.309173e-18 7.216484e-18
3588.860000 9.975539e-21 7.817711e-18
3591.860000 8.429369e-18 7.754525e-18
3594.860000 7.314158e-18 6.923116e-18
3597.860000 9.116092e-18 7.320475e-18
3600.860000 1.061867e-17 7.926206e-18
3603.860000 6.802168e-18 7.453142e-18
3606.860000 2.739829e-18 6.787962e-18
3609.860000 8.225699e-18 7.292821e-18
3612.860000 4.882176e-18 7.742411e-18
3615.860000 1.732657e-17 7.216895e-18
3618.860000 1.542205e-17 6.804410e-18
3621.860000 1.421941e-17 7.457359e-18
3624.860000 1.976811e-17 7.810141e-18
3627.860000 2.355547e-17 7.186920e-18
3630.860000 1.352099e-17 6.823469e-18
3633.860000 1.250191e-17 7.675871e-18
3636.860000 2.416134e-17 8.012562e-18
3639.860000 2.036806e-17 7.001353e-18
3642.860000 2.067439e-17 6.931018e-18
3645.860000 2.563638e-17 7.973288e-18
3648.860000 2.286836e-17 7.838762e-18
3651.860000 2.350666e-17 6.903683e-18
3654.860000 1.254384e-17 6.825783e-18
3657.860000 1.774816e-17 7.708172e-18
3660.860000 1.985854e-17 7.501292e-18
3663.860000 2.334138e-17 6.730253e-18
3666.860000 2.325367e-17 6.995535e-18
3669.860000 1.595191e-17 7.538457e-18
3672.860000 1.151532e-17 7.177971e-18
3675.860000 2.083687e-18 6.405678e-18
3678.860000 8.665444e-18 6.851501e-18
3681.860000 1.838230e-17 7.315954e-18
3684.860000 1.091235e-17 6.819568e-18
3687.860000 1.618357e-18 6.251588e-18
3690.860000 1.225343e-17 6.969138e-18
3693.860000 1.739377e-17 7.286429e-18
3696.860000 8.800629e-18 6.577351e-18
3699.860000 3.047589e-18 6.269706e-18
3702.860000 1.782028e-18 7.066505e-18
3705.860000 1.467406e-17 7.368856e-18
3708.860000 8.446119e-18 6.587258e-18
3711.860000 -5.171431e-18 6.339097e-18
3714.860000 1.722210e-18 7.382446e-18
3717.860000 6.045433e-18 7.378005e-18
3720.860000 4.345254e-18 6.422696e-18
3723.860000 5.174842e-18 6.500046e-18
3726.860000 8.015965e-18 7.236197e-18
3729.860000 7.730021e-18 7.138626e-18
3732.860000 -4.025219e-19 6.274273e-18
3735.860000 2.475000e-18 6.484733e-18
3738.860000 1.499594e-18 7.124044e-18
3741.860000 8.016500e-20 6.839235e-18
3744.860000 8.547269e-18 6.256713e-18
3747.860000 1.565502e-17 6.775232e-18
3750.860000 1.879555e-17 7.287768e-18
3753.860000 1.742677e-17 6.844903e-18
3756.860000 1.083231e-17 6.289251e-18
3759.860000 1.095977e-17 6.841357e-18
3762.860000 1.428042e-17 7.123036e-18
3765.860000 1.533940e-17 6.576977e-18
3768.860000 8.390009e-18 6.116385e-18
3771.860000 3.070574e-18 6.758872e-18
3774.860000 9.329261e-18 7.011847e-18
3777.860000 2.015393e-17 6.328784e-18
3780.860000 1.234250e-17 6.107913e-18
3783.860000 2.678772e-18 6.816136e-18
3786.860000 -1.962640e-18 6.743619e-18
3789.860000 6.679996e-19 5.907400e-18
3792.860000 6.418353e-18 6.035697e-18
3795.860000 8.067636e-18 6.793424e-18
3798.860000 1.045169e-17 6.668400e-18
3801.860000 6.006580e-18 5.803276e-18
3804.860000 7.631306e-18 6.016064e-18
3807.860000 1.207188e-17 6.607005e-18
3810.860000 -7.713685e-19 6.214718e-18
3813.860000 1.079272e-17 5.779635e-18
3816.860000 2.141045e-17 6.312012e-18
3819.860000 3.219644e-17 6.951068e-18
3822.860000 2.371510e-17 6.402416e-18
3825.860000 9.277678e-18 5.648501e-18
3828.860000 1.333888e-17 6.085428e-18
3831.860000 1.457253e-17 6.488328e-18
3834.860000 1.433211e-17 6.038962e-18
3837.860000 1.040331e-17 5.693070e-18
3840.860000 -3.146759e-19 6.212670e-18
3843.860000 9.494796e-18 6.500695e-18
3846.860000 1.233590e-17 5.976197e-18
3849.860000 9.250066e-18 5.766800e-18
3852.860000 7.107150e-18 6.510360e-18
3855.860000 7.016952e-18 6.570097e-18
3858.860000 5.700966e-18 5.804245e-18
3861.860000 5.061387e-18 5.774771e-18
3864.860000 6.381387e-18 6.507551e-18
3867.860000 5.275540e-18 6.439980e-18
3870.860000 5.068327e-18 5.655448e-18
3873.860000 1.149190e-17 5.836898e-18
3876.860000 1.355058e-17 6.476605e-18
3879.860000 1.727823e-17 6.282742e-18
3882.860000 9.577983e-18 5.572471e-18
3885.860000 5.139055e-18 5.771724e-18
3888.860000 1.581822e-17 6.274182e-18
3891.860000 2.104780e-17 6.015760e-18
3894.860000 1.273410e-17 5.453109e-18
3897.860000 9.552925e-18 5.795130e-18
3900.860000 9.437633e-18 6.103956e-18
3903.860000 1.167789e-17 5.641232e-18
3906.860000 8.674993e-18 5.341662e-18
3909.860000 1.866223e-17 5.974883e-18
3912.860000 2.614981e-17 6.273495e-18
3915.860000 1.867336e-17 5.611770e-18
3918.860000 1.727702e-17 5.424769e-18
3921.860000 1.267383e-17 6.028891e-18
3924.860000 5.484485e-18 6.107521e-18
3927.860000 8.924153e-18 5.469489e-18
3930.860000 1.402459e-17 5.470146e-18
3933.860000 1.225702e-17 6.128832e-18
3936.860000 8.308144e-18 6.108449e-18
3939.860000 6.400015e-18 5.339695e-18
3942.860000 1.827987e-17 5.559112e-18
3945.860000 2.148251e-17 6.228273e-18
3948.860000 1.093091e-17 5.983903e-18
3951.860000 1.534378e-17 5.380392e-18
3954.860000 2.057067e-17 5.693283e-18
3957.860000 2.473838e-17 6.290531e-18
3960.860000 2.927572e-17 6.008095e-18
3963.860000 2.464273e-17 5.520813e-18
3966.860000 1.483489e-17 5.860552e-18
3969.860000 2.195178e-17 6.374211e-18
3972.860000 2.626792e-17 6.006467e-18
3975.860000 1.953938e-17 5.673182e-18
3978.860000 1.498499e-17 6.221608e-18
3981.860000 1.592525e-17 6.568580e-18
3984.860000 2.015601e-17 6.079275e-18
3987.860000 2.262620e-17 5.869046e-18
3990.860000 1.604906e-17 6.526910e-18
3993.860000 1.113849e-17 6.513007e-18
3996.860000 1.427823e-17 5.716024e-18
3999.860000 1.844404e-17 5.591099e-18
4002.860000 1.180925e-17 6.217125e-18
4005.860000 1.653894e-17 6.155865e-18
4008.860000 1.632285e-17 5.339032e-18
4011.860000 1.115383e-17 5.286233e-18
4014.860000 1.149400e-17 5.774721e-18
4017.860000 2.487246e-17 5.792261e-18
4020.860000 2.102459e-17 5.139995e-18
4023.860000 1.926440e-17 5.297072e-18
4026.860000 9.025161e-18 5.612189e-18
4029.860000 9.937799e-18 5.393088e-18
4032.860000 1.566418e-17 5.027805e-18
4035.860000 1.047965e-17 5.249788e-18
4038.860000 8.850015e-18 5.553968e-18
4041.860000 1.579995e-17 5.288213e-18
4044.860000 7.839505e-18 4.911257e-18
4047.860000 9.204985e-18 5.369369e-18
4050.860000 1.934104e-17 5.670906e-18
4053.860000 1.796714e-17 5.185974e-18
4056.860000 1.734806e-17 4.958504e-18
4059.860000 1.914237e-17 5.562559e-18
4062.860000 1.485330e-17 5.615467e-18
4065.860000 1.402226e-17 5.035758e-18
4068.860000 1.125637e-17 5.032251e-18
4071.860000 1.904932e-17 5.859836e-18
4074.860000 1.537532e-17 5.900874e-18
4077.860000 1.359334e-17 5.203461e-18
4080.860000 2.115716e-17 5.338211e-18
4083.860000 1.187110e-17 5.929983e-18
4086.860000 1.079327e-17 5.807215e-18
4089.860000 1.560273e-17 5.225232e-18
4092.860000 1.992382e-17 5.460905e-18
4095.860000 1.380288e-17 5.913802e-18
4098.860000 8.310202e-18 5.624371e-18
4101.860000 1.911594e-17 5.173940e-18
4104.860000 2.197821e-17 5.472446e-18
4107.860000 1.194035e-17 5.721705e-18
4110.860000 7.515768e-18 5.306874e-18
4113.860000 1.488150e-17 4.966370e-18
4116.860000 2.023666e-17 5.410618e-18
4119.860000 1.117992e-17 5.513282e-18
4122.860000 1.392331e-17 5.076077e-18
4125.860000 1.671294e-17 4.855003e-18
4128.860000 1.523041e-17 5.364476e-18
4131.860000 1.363078e-17 5.455127e-18
4134.860000 1.438767e-17 4.894266e-18
4137.860000 1.500544e-17 4.773207e-18
4140.860000 1.707464e-17 5.464315e-18
4143.860000 1.777531e-17 5.538152e-18
4146.860000 5.274716e-18 4.682041e-18
4149.860000 1.020879e-17 4.741576e-18
4152.860000 1.357704e-17 5.404578e-18
4155.860000 2.183815e-17 5.413228e-18
4158.860000 1.418338e-17 4.733784e-18
4161.860000 1.151051e-17 4.829871e-18
4164.860000 1.465081e-17 5.381916e-18
4167.860000 2.378223e-17 5.286411e-18
4170.860000 1.605267e-17 4.739253e-18
4173.860000 1.621792e-17 5.021035e-18
4176.860000 1.449899e-17 5.309385e-18
4179.860000 1.271102e-17 5.000743e-18
4182.860000 9.753015e-18 4.573100e-18
4185.860000 1.909995e-17 5.040874e-18
4188.860000 1.575808e-17 5.240125e-18
4191.860000 1.570157e-17 4.888865e-18
4194.860000 1.556970e-17 4.621699e-18
4197.860000 1.966017e-17 5.139769e-18
4200.860000 1.541050e-17 5.190300e-18
4203.860000 1.987047e-17 4.766026e-18
4206.860000 2.533879e-17 4.672835e-18
4209.860000 2.356831e-17 5.247238e-18
4212.860000 1.154145e-17 5.209356e-18
4215.860000 9.546447e-18 4.641329e-18
4218.860000 1.260910e-17 4.648241e-18
4221.860000 1.886731e-17 5.348344e-18
4224.860000 2.526093e-17 5.325953e-18
4227.860000 1.762631e-17 4.587323e-18
4230.860000 1.959454e-17 4.747009e-18
4233.860000 2.525915e-17 5.272032e-18
4236.860000 2.661890e-17 5.163289e-18
4239.860000 2.344551e-17 4.586495e-18
4242.860000 1.012344e-17 4.681162e-18
4245.860000 9.839411e-18 5.056454e-18
4248.860000 1.733123e-17 4.887337e-18
4251.860000 2.640588e-17 4.615675e-18
4254.860000 1.812549e-17 4.891743e-18
4257.860000 1.791506e-17 5.192368e-18
4260.860000 2.148059e-17 4.852920e-18
4263.860000 2.929567e-17 4.613832e-18
4266.860000 2.099204e-17 4.952410e-18
4269.860000 2.176104e-17 5.199111e-18
4272.860000 2.332315e-17 4.759037e-18
4275.860000 2.176561e-17 4.582385e-18
4278.860000 2.372731e-17 5.199301e-18
4281.860000 1.676580e-17 5.162643e-18
4284.860000 1.099466e-17 4.530038e-18
4287.860000 1.143820e-17 4.511237e-18
4290.860000 1.610770e-17 5.187740e-18
4293.860000 1.870102e-17 5.179555e-18
4296.860000 2.287938e-17 4.598975e-18
4299.860000 2.700807e-17 4.715847e-18
4302.860000 1.657891e-17 5.077039e-18
4305.860000 1.882993e-17 4.941137e-18
4308.860000 2.430020e-17 4.507185e-18
4311.860000 2.054762e-17 4.683194e-18
4314.860000 2.107158e-17 5.087479e-18
4317.860000 1.908841e-17 4.863971e-18
4320.860000 1.545484e-17 4.424469e-18
4323.860000 1.497440e-17 4.743178e-18
4326.860000 1.846955e-17 5.051480e-18
4329.860000 1.577183e-17 4.662239e-18
4332.860000 1.777514e-17 4.414562e-18
4335.860000 1.771959e-17 4.859523e-18
4338.860000 1.405141e-17 4.994724e-18
4341.860000 1.469070e-17 4.563023e-18
4344.860000 1.605781e-17 4.420096e-18
4347.860000 1.806935e-17 4.994125e-18
4350.860000 1.779467e-17 5.108493e-18
4353.860000 1.385255e-17 4.465539e-18
4356.860000 1.699095e-17 4.415198e-18
4359.860000 2.275512e-17 5.164017e-18
4362.860000 1.524998e-17 5.051912e-18
4365.860000 1.790277e-17 4.418336e-18
4368.860000 2.241103e-17 4.532615e-18
4371.860000 2.720904e-17 5.100415e-18
4374.860000 1.677385e-17 4.887471e-18
4377.860000 1.528145e-17 4.367440e-18
4380.860000 1.101692e-17 4.496883e-18
4383.860000 1.519179e-17 4.968329e-18
4386.860000 1.726529e-17 4.752209e-18
4389.860000 1.699055e-17 4.340159e-18
4392.860000 1.473092e-17 4.605140e-18
4395.860000 1.478968e-17 4.927745e-18
4398.860000 1.530158e-17 4.634759e-18
4401.860000 1.514114e-17 4.316236e-18
4404.860000 1.598607e-17 4.721627e-18
4407.860000 1.696267e-17 4.946390e-18
4410.860000 1.248519e-17 4.492745e-18
4413.860000 1.095520e-17 4.313306e-18
4416.860000 1.722271e-17 4.876602e-18
4419.860000 1.667211e-17 4.956219e-18
4422.860000 1.589270e-17 4.412152e-18
4425.860000 1.346025e-17 4.309055e-18
4428.860000 1.388701e-17 4.950929e-18
4431.860000 1.329829e-17 4.941953e-18
4434.860000 1.246797e-17 4.312435e-18
4437.860000 1.716884e-17 4.370313e-18
4440.860000 1.725632e-17 4.907233e-18
4443.860000 1.563210e-17 4.812826e-18
4446.860000 1.431275e-17 4.249320e-18
4449.860000 1.881614e-17 4.432037e-18
4452.860000 1.687705e-17 4.829526e-18
4455.860000 1.197638e-17 4.612097e-18
4458.860000 1.147879e-17 4.178806e-18
4461.860000 1.296425e-17 4.470008e-18
4464.860000 1.193748e-17 4.760646e-18
4467.860000 1.444025e-17 4.536015e-18
4470.860000 1.938619e-17 4.280520e-18
4473.860000 1.726223e-17 4.635536e-18
4476.860000 1.856343e-17 4.830825e-18
4479.860000 2.323131e-17 4.481706e-18
4482.860000 2.640643e-17 4.306519e-18
4485.860000 2.456713e-17 4.778785e-18
4488.860000 1.598134e-17 4.816696e-18
4491.860000 1.420368e-17 4.313416e-18
4494.860000 1.888088e-17 4.294218e-18
4497.860000 2.238565e-17 4.943070e-18
4500.860000 2.348859e-17 4.927894e-18
4503.860000 2.443566e-17 4.368864e-18
4506.860000 2.598477e-17 4.370955e-18
4509.860000 2.834731e-17 4.916073e-18
4512.860000 2.555449e-17 4.846911e-18
4515.860000 1.878668e-17 4.242755e-18
4518.860000 1.554855e-17 4.309947e-18
4521.860000 1.572942e-17 4.733775e-18
4524.860000 2.173914e-17 4.635086e-18
4527.860000 2.467893e-17 4.218190e-18
4530.860000 1.966928e-17 4.445781e-18
4533.860000 1.837449e-17 4.742096e-18
4536.860000 1.753087e-17 4.484026e-18
4539.860000 1.900052e-17 4.160570e-18
4542.860000 2.336451e-17 4.577317e-18
4545.860000 1.682326e-17 4.724514e-18
4548.860000 1.092257e-17 4.289253e-18
