#OBJECT = eow
#MJD-OBS = 58614.539132
#DATE-OBS = 2019-05-11T12:56:21
#EXPTIME = 1820.000000
#AIRMASS = 1.055000
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3305.060000 -2.142146e-18 2.032803e-33
3307.060000 -2.709995e-18 1.838975e-33
3309.060000 2.158249e-17 1.910107e-33
3311.060000 6.016214e-17 2.180649e-33
3313.060000 5.079406e-17 2.430376e-33
3315.060000 3.681053e-17 2.241653e-33
3317.060000 6.322184e-17 1.847761e-33
3319.060000 5.571820e-17 1.614856e-33
3321.060000 6.643023e-17 1.650734e-33
3323.060000 9.419016e-17 1.966868e-33
3325.060000 6.102357e-17 2.259292e-33
3327.060000 5.695423e-17 2.193097e-33
3329.060000 4.170262e-17 1.907308e-33
3331.060000 4.495608e-17 1.646401e-33
3333.060000 3.800107e-17 1.563260e-33
3335.060000 1.446713e-17 1.662901e-33
3337.060000 -1.394013e-17 1.993945e-33
3339.060000 -1.136047e-17 2.065769e-33
3341.060000 6.466821e-17 1.812109e-33
3343.060000 5.986733e-17 1.480781e-33
3345.060000 5.852772e-17 1.374061e-33
3347.060000 4.574992e-17 1.459825e-33
3349.060000 -3.048074e-18 1.621756e-33
3351.060000 -1.410184e-17 1.755957e-33
3353.060000 2.313574e-17 1.598451e-33
3355.060000 -2.311894e-17 1.277982e-33
3357.060000 -2.754167e-17 1.161199e-33
3359.060000 -3.282535e-18 1.216105e-33
3361.060000 1.238018e-17 1.414692e-33
3363.060000 -2.346902e-17 1.565444e-33
3365.060000 6.368907e-18 1.525916e-33
3367.060000 2.569903e-17 1.327033e-33
3369.060000 -9.387467e-18 1.170465e-33
3371.060000 -1.372390e-18 1.182627e-33
3373.060000 5.079136e-17 1.365973e-33
3375.060000 3.550081e-17 1.558725e-33
3377.060000 4.804942e-17 1.536489e-33
3379.060000 4.611347e-17 1.275702e-33
3381.060000 3.609712e-17 1.081596e-33
3383.060000 2.956856e-17 1.027641e-33
3385.060000 2.565723e-17 1.110930e-33
3387.060000 1.798417e-17 1.311056e-33
3389.060000 1.919594e-17 1.351891e-33
3391.060000 3.526661e-17 1.171545e-33
3393.060000 4.823790e-17 1.004814e-33
3395.060000 4.264811e-17 9.711606e-34
3397.060000 2.872823e-17 1.065342e-33
3399.060000 2.458466e-17 1.209300e-33
3401.060000 4.896737e-17 1.348558e-33
3403.060000 6.172671e-17 1.215082e-33
3405.060000 6.362489e-17 9.939983e-34
3407.060000 7.265239e-17 8.985614e-34
3409.060000 7.179842e-17 9.243347e-34
3411.060000 5.774864e-17 1.041902e-33
3413.060000 6.140724e-17 1.190841e-33
3415.060000 3.312299e-17 1.130846e-33
3417.060000 1.346022e-17 9.426727e-34
3419.060000 2.450203e-17 8.210523e-34
3421.060000 3.482034e-17 8.101939e-34
3423.060000 3.552952e-17 9.024912e-34
3425.060000 4.248701e-17 1.059449e-33
3427.060000 6.054759e-17 1.077250e-33
3429.060000 7.616338e-17 9.063736e-34
3431.060000 3.372676e-17 7.502002e-34
3433.060000 1.697455e-17 7.120093e-34
3435.060000 3.911997e-17 7.827907e-34
3437.060000 7.207233e-17 9.419847e-34
3439.060000 6.113982e-17 9.690357e-34
3441.060000 5.290206e-17 8.405323e-34
3443.060000 4.459201e-17 6.952031e-34
3445.060000 3.839914e-17 6.417393e-34
3447.060000 1.671973e-17 6.793900e-34
3449.060000 -2.028073e-17 7.837156e-34
3451.060000 5.727255e-18 8.929879e-34
3453.060000 3.186658e-17 8.409375e-34
3455.060000 5.524903e-17 7.081909e-34
3457.060000 6.797428e-17 6.274101e-34
3459.060000 5.817084e-17 6.289796e-34
3461.060000 3.435317e-17 6.927312e-34
3463.060000 3.761465e-17 7.988890e-34
3465.060000 3.204609e-17 8.081171e-34
3467.060000 1.895281e-17 6.629696e-34
3469.060000 -1.048825e-17 5.569286e-34
3471.060000 -1.121185e-17 5.425396e-34
3473.060000 1.672679e-17 6.130663e-34
3475.060000 3.408372e-17 7.390825e-34
3477.060000 4.254670e-17 7.943239e-34
3479.060000 3.017571e-17 6.783343e-34
3481.060000 9.549381e-18 5.752653e-34
3483.060000 5.357964e-18 5.481646e-34
