4511.68896484375 -1.724551E-18 2.302309E-17 2.013959E-16  0.
4515.13364219666 -5.670273E-17 2.911068E-17 3.313542E-16  0.
4518.57831954957 8.509067E-16 2.652309E-17 -5.677496E-16  0.
4522.02299690247 1.785827E-16 2.479659E-17 7.190549E-17  0.
4525.46767425538 2.673636E-16 2.314293E-17 -4.450029E-17  0.
4528.91235160828 3.070808E-16 2.526966E-17 -4.173084E-17  0.
4532.35702896119 2.913229E-16 2.332194E-17 -5.999869E-17  0.
4535.80170631409 1.593248E-17 2.485719E-17 2.437151E-16  0.
4539.246383667 5.115020E-17 2.906580E-17 2.123640E-16  0.
4542.6910610199 -2.709936E-17 2.868946E-17 2.912275E-16  0.
4546.13573837281 2.165833E-16 2.443964E-17 5.510085E-17  0.
4549.58041572571 -1.090120E-17 2.675138E-17 2.502290E-16  0.
4553.02509307862 4.636024E-16 2.415647E-17 -1.889725E-16  0.
4556.46977043152 1.325832E-16 2.235265E-17 9.897088E-17  0.
4559.91444778443 2.564407E-16 2.282591E-17 1.893773E-18  0.
4563.35912513733 2.400805E-16 2.256372E-17 2.446286E-17  0.
4566.80380249024 1.043717E-16 2.217628E-17 1.608293E-16  0.
4570.24847984314 2.631244E-16 2.497563E-17 7.406950E-17  0.
4573.69315719605 1.218541E-16 2.253120E-17 1.424537E-16  0.
4577.13783454896 1.352110E-17 2.053062E-17 2.073979E-16  0.
4580.58251190186 1.994437E-16 2.257577E-17 8.941687E-17  0.
4584.02718925476 2.789799E-16 2.058358E-17 -4.904456E-17  0.
4587.47186660767 1.734858E-16 2.258488E-17 1.100811E-16  0.
4590.91654396058 4.745271E-16 2.108286E-17 -2.126685E-16  0.
4594.36122131348 1.987640E-16 2.646771E-17 1.431208E-16  0.
4597.80589866639 4.091004E-16 2.265658E-17 -1.174910E-16  0.
4601.25057601929 2.227903E-16 2.121828E-17 3.190362E-17  0.
4604.6952533722 3.580202E-16 2.105016E-17 -1.018019E-16  0.
4608.1399307251 2.739937E-16 2.099193E-17 -1.807839E-17  0.
4611.58460807801 1.713019E-16 2.037317E-17 6.009824E-17  0.
4615.02928543091 2.048964E-16 2.036187E-17 3.654126E-17  0.
4618.47396278382 -4.255471E-18 2.249395E-17 2.167300E-16  0.
4621.91864013672 3.643500E-16 2.106983E-17 -1.097714E-16  0.
4625.36331748963 1.724757E-16 2.223913E-17 1.147957E-16  0.
4628.80799484253 -1.437322E-17 3.014502E-17 2.767925E-16  0.
4632.25267219544 3.035345E-16 2.544245E-17 -2.913663E-17  0.
4635.69734954834 5.589892E-16 2.664672E-17 -2.350105E-16  0.
4639.14202690125 5.263862E-16 2.491325E-17 -2.227591E-16  0.
4642.58670425416 3.311460E-16 2.241420E-17 -2.545971E-17  0.
4646.03138160706 1.233694E-16 2.258247E-17 1.790926E-16  0.
4649.47605895997 1.735774E-16 2.124123E-17 9.465947E-17  0.
4652.92073631287 3.656307E-16 2.272549E-17 -3.999890E-17  0.
4656.36541366578 1.079973E-16 2.303767E-17 2.157156E-16  0.
4659.81009101868 2.583484E-16 2.088239E-17 1.328862E-17  0.
4663.25476837159 3.490904E-16 2.334072E-17 2.081848E-18  0.
4666.69944572449 3.012566E-16 2.261987E-17 3.151565E-17  0.
4670.1441230774 2.612013E-16 2.405615E-17 4.976169E-17  0.
4673.5888004303 3.344367E-16 2.506880E-17 -1.654176E-17  0.
4677.03347778321 3.201492E-16 2.774556E-17 4.961019E-17  0.
4680.47815513611 2.126573E-16 3.288822E-17 1.656445E-16  0.
4683.92283248902 5.747743E-16 3.136460E-17 -2.001140E-16  0.
