#OBJECT = 20vau
#MJD-OBS = 59158.205486
#DATE-OBS = 2020-11-05T04:55:54
#EXPTIME = 1820.000000
#AIRMASS = 1.711000
# 
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
#FLUXCAL = RELATIVE
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
5002.060000 2.068118e-17 1.033778e-17
5009.060000 2.068118e-17 1.033778e-17
5016.060000 2.068118e-17 1.033778e-17
5023.060000 2.068118e-17 1.033778e-17
5030.060000 2.068118e-17 1.033778e-17
5037.060000 2.068118e-17 1.033778e-17
5044.060000 2.068118e-17 1.033778e-17
5051.060000 2.782275e-17 1.095877e-17
5058.060000 3.035997e-17 1.439088e-17
5065.060000 3.035997e-17 1.439088e-17
5072.060000 3.035997e-17 1.439088e-17
5079.060000 3.035997e-17 1.439088e-17
5086.060000 3.035997e-17 1.439088e-17
5093.060000 3.035997e-17 1.439088e-17
5100.060000 3.035997e-17 1.439088e-17
5107.060000 3.035997e-17 1.439088e-17
5114.060000 3.035997e-17 1.439088e-17
5121.060000 3.035997e-17 1.439088e-17
5128.060000 3.035997e-17 1.439088e-17
5135.060000 3.035997e-17 1.439088e-17
5142.060000 3.035997e-17 1.439088e-17
5149.060000 3.035997e-17 1.439088e-17
5156.060000 3.035997e-17 1.439088e-17
5163.060000 3.035997e-17 1.439088e-17
5170.060000 3.035997e-17 1.439088e-17
5177.060000 3.035997e-17 1.439088e-17
5184.060000 3.035997e-17 1.439088e-17
5191.060000 3.035997e-17 1.439088e-17
5198.060000 3.035997e-17 1.439088e-17
5205.060000 4.014637e-17 8.612489e-18
5212.060000 4.048849e-17 8.251501e-18
5219.060000 4.619760e-17 8.416014e-18
5226.060000 3.290164e-17 8.209689e-18
5233.060000 4.035967e-17 7.914636e-18
5240.060000 3.693346e-17 7.988911e-18
5247.060000 1.651156e-17 7.560869e-18
5254.060000 3.767062e-17 7.755755e-18
5261.060000 2.878689e-17 7.578215e-18
5268.060000 3.731822e-17 7.194127e-18
5275.060000 3.136126e-17 7.221214e-18
5282.060000 4.473686e-17 7.114027e-18
5289.060000 3.986311e-17 6.760322e-18
5296.060000 4.040829e-17 6.732017e-18
5303.060000 5.062421e-17 6.499557e-18
5310.060000 4.302474e-17 6.516975e-18
5317.060000 5.433750e-17 6.451544e-18
5324.060000 4.753753e-17 6.002040e-18
5331.060000 5.076327e-17 6.097384e-18
5338.060000 4.049584e-17 5.810990e-18
5345.060000 4.077639e-17 5.852240e-18
5352.060000 4.586741e-17 5.847944e-18
5359.060000 4.273500e-17 5.536245e-18
5366.060000 4.018370e-17 5.559263e-18
5373.060000 4.307632e-17 5.435373e-18
5380.060000 3.860221e-17 5.321787e-18
5387.060000 4.243004e-17 5.367887e-18
5394.060000 3.460127e-17 5.014119e-18
5401.060000 4.033594e-17 5.178363e-18
5408.060000 3.273628e-17 5.029046e-18
5415.060000 4.492142e-17 5.023286e-18
5422.060000 3.119120e-17 4.946167e-18
5429.060000 4.317714e-17 4.894376e-18
5436.060000 4.034698e-17 5.079291e-18
5443.060000 3.612676e-17 5.035782e-18
5450.060000 3.431505e-17 4.741669e-18
5457.060000 3.681554e-17 4.811819e-18
5464.060000 3.165232e-17 4.642078e-18
5471.060000 2.665566e-17 4.657033e-18
5478.060000 3.365900e-17 4.692292e-18
5485.060000 3.316419e-17 4.467392e-18
5492.060000 2.863632e-17 4.522910e-18
5499.060000 3.241979e-17 4.479964e-18
5506.060000 3.461132e-17 4.479370e-18
5513.060000 3.377449e-17 4.437124e-18
5520.060000 3.515669e-17 4.283170e-18
5527.060000 2.890154e-17 4.377358e-18
5534.060000 3.407575e-17 4.365585e-18
5541.060000 2.967664e-17 4.297645e-18
5548.060000 2.560541e-17 4.296603e-18
5555.060000 3.623629e-17 4.236263e-18
5562.060000 3.609765e-17 4.528684e-18
5569.060000 2.809693e-17 4.915283e-18
5576.060000 5.891848e-17 7.013829e-18
5583.060000 2.587121e-17 6.034475e-18
5590.060000 3.323508e-17 4.340045e-18
5597.060000 3.722047e-17 4.242041e-18
5604.060000 3.750227e-17 4.244591e-18
5611.060000 4.430951e-17 4.081575e-18
5618.060000 4.275784e-17 4.188064e-18
5625.060000 4.668528e-17 4.148806e-18
5632.060000 5.042872e-17 4.152187e-18
5639.060000 4.083877e-17 4.071176e-18
5646.060000 5.030714e-17 4.064782e-18
5653.060000 4.928866e-17 4.103022e-18
5660.060000 6.102726e-17 4.152322e-18
5667.060000 5.046333e-17 3.978668e-18
5674.060000 5.097601e-17 4.033703e-18
5681.060000 5.608871e-17 3.978565e-18
5688.060000 6.311546e-17 4.184234e-18
5695.060000 6.123345e-17 4.174231e-18
5702.060000 5.737175e-17 3.946729e-18
5709.060000 5.972994e-17 4.003050e-18
5716.060000 5.819630e-17 3.923535e-18
5723.060000 6.235971e-17 4.046570e-18
5730.060000 5.713997e-17 3.988103e-18
5737.060000 6.066757e-17 3.830186e-18
5744.060000 6.518029e-17 3.933400e-18
5751.060000 5.994361e-17 3.848899e-18
5758.060000 6.128676e-17 3.837158e-18
5765.060000 5.699317e-17 3.835649e-18
5772.060000 5.590720e-17 3.695222e-18
5779.060000 5.745963e-17 3.801795e-18
5786.060000 5.449770e-17 3.731138e-18
5793.060000 5.871455e-17 3.721005e-18
5800.060000 5.642297e-17 3.746091e-18
5807.060000 5.161943e-17 3.610863e-18
5814.060000 5.872946e-17 3.845824e-18
5821.060000 6.385762e-17 3.857047e-18
5828.060000 5.482388e-17 3.601849e-18
5835.060000 5.754140e-17 3.697043e-18
5842.060000 5.677129e-17 3.597054e-18
5849.060000 5.964889e-17 3.704344e-18
5856.060000 6.352171e-17 3.761201e-18
5863.060000 6.426009e-17 3.718118e-18
5870.060000 6.191935e-17 3.908141e-18
5877.060000 6.047147e-17 3.758590e-18
5884.060000 5.728918e-17 4.222163e-18
5891.060000 5.956104e-17 5.205796e-18
5898.060000 5.598132e-17 4.509538e-18
5905.060000 5.700933e-17 3.899845e-18
5912.060000 6.673284e-17 3.889292e-18
5919.060000 6.653567e-17 3.817111e-18
5926.060000 6.621939e-17 3.814570e-18
5933.060000 6.768818e-17 3.755576e-18
5940.060000 5.993025e-17 3.727728e-18
5947.060000 5.262628e-17 3.718970e-18
5954.060000 5.973035e-17 3.677146e-18
5961.060000 5.395425e-17 3.593270e-18
5968.060000 5.725083e-17 3.539661e-18
5975.060000 5.093647e-17 3.657315e-18
5982.060000 4.304074e-17 3.501447e-18
5989.060000 4.800591e-17 3.339799e-18
5996.060000 4.069596e-17 3.381424e-18
6003.060000 5.403386e-17 3.413181e-18
6010.060000 5.096201e-17 3.344547e-18
6017.060000 5.228204e-17 3.380001e-18
6024.060000 4.672183e-17 3.210785e-18
6031.060000 4.477701e-17 3.315452e-18
6038.060000 4.681372e-17 3.267615e-18
6045.060000 4.890514e-17 3.193636e-18
6052.060000 4.505550e-17 3.190881e-18
6059.060000 3.669101e-17 3.044273e-18
6066.060000 4.034779e-17 3.211380e-18
6073.060000 3.837537e-17 3.159005e-18
6080.060000 3.640645e-17 3.008875e-18
6087.060000 4.263761e-17 3.125791e-18
6094.060000 4.737415e-17 3.052781e-18
6101.060000 4.248172e-17 3.119040e-18
6108.060000 3.972642e-17 3.126807e-18
6115.060000 3.797342e-17 2.962903e-18
6122.060000 4.198102e-17 3.039840e-18
6129.060000 3.954409e-17 2.962220e-18
6136.060000 4.356500e-17 3.048260e-18
6143.060000 4.298632e-17 3.100572e-18
6150.060000 4.264740e-17 2.927792e-18
6157.060000 3.722781e-17 2.966526e-18
6164.060000 3.511885e-17 2.942317e-18
6171.060000 3.909098e-17 2.979167e-18
6178.060000 4.260861e-17 3.031890e-18
6185.060000 3.483873e-17 2.859755e-18
6192.060000 3.370392e-17 2.985916e-18
6199.060000 3.870731e-17 3.040347e-18
6206.060000 3.817690e-17 2.936852e-18
6213.060000 4.072335e-17 2.998399e-18
6220.060000 4.534439e-17 2.995705e-18
6227.060000 4.665757e-17 3.099431e-18
6234.060000 4.421974e-17 3.341698e-18
6241.060000 4.636089e-17 3.216754e-18
6248.060000 4.843803e-17 3.079568e-18
6255.060000 5.386619e-17 3.202159e-18
6262.060000 4.658245e-17 3.241279e-18
6269.060000 4.795876e-17 3.130069e-18
6276.060000 4.309027e-17 2.943984e-18
6283.060000 4.486055e-17 3.158718e-18
6290.060000 4.016300e-17 3.591996e-18
6297.060000 5.669954e-17 6.468736e-18
6304.060000 5.538266e-17 6.849201e-18
6311.060000 5.470500e-17 3.693485e-18
6318.060000 6.250761e-17 3.235396e-18
6325.060000 5.948921e-17 3.283359e-18
6332.060000 6.091648e-17 3.208829e-18
6339.060000 5.135041e-17 3.023659e-18
