#OBJECT = ASeqv
#MJD-OBS = 58930.382801
#DATE-OBS = 2020-03-22T09:11:14
#EXPTIME = 2420.000000
#AIRMASS = 1.420000
#TELESCOPE = UH88
#INSTRUMENT = SNIFS
#WL FL ERR
#[Ang] [erg/s/cm2/A] [erg/s/cm2/A]
3305.060000 1.918198e-16 3.863699e-33
3307.060000 1.804416e-16 3.479914e-33
3309.060000 2.644949e-16 3.586448e-33
3311.060000 3.853360e-16 4.078888e-33
3313.060000 2.907500e-16 4.542134e-33
3315.060000 3.066350e-16 4.263007e-33
3317.060000 2.905051e-16 3.438394e-33
3319.060000 2.948416e-16 3.029780e-33
3321.060000 2.398786e-16 3.079209e-33
3323.060000 1.606019e-16 3.571155e-33
3325.060000 2.421199e-16 4.132948e-33
3327.060000 2.286273e-16 3.932167e-33
3329.060000 3.211986e-16 3.448462e-33
3331.060000 3.509559e-16 3.006424e-33
3333.060000 3.636049e-16 2.904556e-33
3335.060000 3.921246e-16 3.175307e-33
3337.060000 4.406088e-16 3.857959e-33
3339.060000 2.726753e-16 3.821082e-33
3341.060000 2.226145e-16 3.212938e-33
3343.060000 3.008082e-16 2.739683e-33
3345.060000 2.896726e-16 2.541195e-33
3347.060000 2.037079e-16 2.678241e-33
3349.060000 1.454559e-16 3.075714e-33
3351.060000 2.634677e-16 3.390984e-33
3353.060000 3.206997e-16 2.997802e-33
3355.060000 4.339102e-16 2.534903e-33
3357.060000 4.503158e-16 2.303744e-33
3359.060000 3.527291e-16 2.376332e-33
3361.060000 1.893483e-16 2.676164e-33
3363.060000 8.812023e-17 2.987537e-33
3365.060000 1.134137e-16 2.911571e-33
3367.060000 2.910801e-16 2.556565e-33
3369.060000 3.372078e-16 2.293732e-33
3371.060000 3.113543e-16 2.296575e-33
3373.060000 2.902302e-16 2.553539e-33
3375.060000 3.401731e-16 3.046108e-33
3377.060000 3.502273e-16 3.023305e-33
3379.060000 3.873645e-16 2.478717e-33
3381.060000 3.692993e-16 2.114950e-33
3383.060000 3.652927e-16 2.016598e-33
3385.060000 3.680869e-16 2.180264e-33
3387.060000 3.325060e-16 2.532705e-33
3389.060000 2.748555e-16 2.643412e-33
3391.060000 3.564414e-16 2.356237e-33
3393.060000 3.970776e-16 1.935202e-33
3395.060000 4.007707e-16 1.849677e-33
3397.060000 3.979139e-16 2.033889e-33
3399.060000 4.111339e-16 2.356914e-33
3401.060000 3.906145e-16 2.629430e-33
3403.060000 3.716050e-16 2.371745e-33
3405.060000 4.127415e-16 1.942246e-33
3407.060000 4.235325e-16 1.736632e-33
3409.060000 4.012615e-16 1.780280e-33
