# DICHROIC = D55
# HA = +00:42:04.9
# ANGLE = 27 deg  17 min
# OBSERVER = jan van roestel
# OBSLST = 04:21:01.5
# OBJECT = ZTFJ19acblzux
# CASSPA = 15.00
# PARALLAC = 13.84
# HOURANG = W00:42:04.9
# CCDTEMP = 161.64
# LAMPS = 0000000
# RA = 03:37:57.91
# GRATING = 600/4000
# APERTURE = 1.0
# TELFOCUS = 43.57 mm
# AIRMASS = 1.296
# DEC = -04:59:31.6
# UTSHUT = 2019-10-01T11:28:50.525
# EXPTIME = 2400
lambda_AA flux
8231.200 7.0315e-17
8232.725 6.9963e-17
8234.250 6.8364e-17
8235.775 6.9399e-17
8237.300 7.1291e-17
8238.825 7.2532e-17
8240.350 7.5464e-17
8241.875 7.4697e-17
8243.400 6.9937e-17
8244.925 6.859e-17
8246.450 7.0391e-17
8247.975 7.3475e-17
8249.500 7.42e-17
8251.025 6.896e-17
8252.550 6.8595e-17
8254.075 7.157e-17
8255.600 7.2854e-17
8257.125 7.3527e-17
8258.650 7.0815e-17
8260.175 6.9787e-17
8261.700 7.0703e-17
8263.225 7.2333e-17
8264.750 7.0408e-17
8266.275 6.9392e-17
8267.800 6.8773e-17
8269.325 7.0393e-17
8270.850 6.7979e-17
8272.375 6.6548e-17
8273.900 6.6532e-17
8275.425 6.8126e-17
8276.950 6.9738e-17
8278.475 7.2886e-17
8280.000 7.5173e-17
8281.525 7.619e-17
8283.050 7.4113e-17
8284.575 6.8896e-17
8286.100 6.9219e-17
8287.625 6.413e-17
8289.150 6.363e-17
8290.675 7.3557e-17
8292.200 7.595e-17
8293.725 7.659e-17
8295.250 8.5924e-17
8296.775 8.2469e-17
8298.300 7.426e-17
8299.825 6.6604e-17
8301.350 6.8713e-17
8302.875 6.8521e-17
8304.400 6.976e-17
8305.925 7.3467e-17
8307.450 7.2411e-17
8308.975 7.5779e-17
8310.500 7.5722e-17
8312.025 7.4276e-17
8313.550 7.5104e-17
8315.075 7.3421e-17
8316.600 7.293e-17
8318.125 7.0319e-17
8319.650 6.9777e-17
8321.175 7.1768e-17
8322.700 7.0369e-17
8324.225 7.056e-17
8325.750 7.0488e-17
8327.275 6.8257e-17
8328.800 6.3241e-17
8330.325 6.2063e-17
8331.850 6.8814e-17
8333.375 7.1449e-17
8334.900 6.418e-17
8336.425 6.3309e-17
8337.950 6.8059e-17
8339.475 6.8391e-17
8341.000 8.019e-17
8342.525 8.64e-17
8344.050 7.6144e-17
8345.575 6.4165e-17
8347.100 5.9056e-17
8348.625 6.6648e-17
8350.150 6.872e-17
8351.675 6.4403e-17
8353.200 6.1655e-17
8354.725 5.7137e-17
8356.250 5.4857e-17
8357.775 5.7228e-17
8359.300 5.9963e-17
8360.825 5.6238e-17
8362.350 5.1987e-17
8363.875 5.6103e-17
8365.400 5.7828e-17
8366.925 5.1493e-17
8368.450 5.0747e-17
8369.975 5.6556e-17
8371.500 5.8951e-17
8373.025 5.6493e-17
8374.550 5.4904e-17
8376.075 5.4089e-17
8377.600 5.873e-17
8379.125 6.3275e-17
8380.650 5.7813e-17
8382.175 5.3712e-17
8383.700 5.3752e-17
8385.225 5.541e-17
8386.750 5.6427e-17
8388.275 5.3553e-17
8389.800 5.2101e-17
8391.325 4.967e-17
8392.850 4.6147e-17
8394.375 4.8179e-17
8395.900 5.806e-17
8397.425 6.3937e-17
8398.950 6.7887e-17
8400.475 5.1508e-17
8402.000 4.187e-17
8403.525 4.4378e-17
8405.050 4.6763e-17
8406.575 4.7486e-17
8408.100 5.0407e-17
8409.625 4.965e-17
8411.150 5.4765e-17
8412.675 6.0496e-17
8414.200 5.4493e-17
8415.725 4.2051e-17
8417.250 3.9919e-17
8418.775 4.2293e-17
8420.300 4.7468e-17
8421.825 4.6359e-17
8423.350 4.5645e-17
8424.875 4.8247e-17
8426.400 5.1064e-17
8427.925 5.2093e-17
8429.450 5.3675e-17
8430.975 4.2311e-17
8432.500 3.7966e-17
8434.025 4.2985e-17
8435.550 4.3119e-17
8437.075 4.087e-17
8438.600 4.466e-17
8440.125 4.4696e-17
8441.650 4.4202e-17
8443.175 4.4296e-17
8444.700 4.3304e-17
8446.225 4.1922e-17
8447.750 4.5301e-17
8449.275 4.8492e-17
8450.800 4.7744e-17
8452.325 4.3509e-17
8453.850 3.8831e-17
8455.375 3.972e-17
8456.900 4.4822e-17
8458.425 4.6307e-17
8459.950 4.5482e-17
8461.475 4.9764e-17
8463.000 4.7376e-17
8464.525 4.7142e-17
8466.050 4.4801e-17
8467.575 3.6664e-17
8469.100 3.7648e-17
8470.625 3.9961e-17
8472.150 4.0959e-17
8473.675 4.3116e-17
8475.200 4.4119e-17
8476.725 4.1921e-17
8478.250 4.1725e-17
8479.775 4.3129e-17
8481.300 4.3248e-17
8482.825 4.2424e-17
8484.350 4.2233e-17
8485.875 4.2081e-17
8487.400 4.2573e-17
8488.925 4.3272e-17
8490.450 4.4867e-17
8491.975 4.5708e-17
8493.500 4.6868e-17
8495.025 4.3697e-17
8496.550 4.3743e-17
8498.075 4.3914e-17
8499.600 4.6433e-17
8501.125 5.0529e-17
8502.650 4.5008e-17
8504.175 3.821e-17
8505.700 3.9151e-17
8507.225 3.9308e-17
8508.750 4.1231e-17
8510.275 4.53e-17
8511.800 4.8561e-17
8513.325 4.6422e-17
8514.850 4.7075e-17
8516.375 4.5001e-17
8517.900 4.2982e-17
8519.425 4.146e-17
8520.950 3.9631e-17
8522.475 4.3433e-17
8524.000 4.5429e-17
8525.525 3.8868e-17
8527.050 4.2277e-17
8528.575 4.5417e-17
8530.100 4.4841e-17
8531.625 4.2379e-17
8533.150 4.3155e-17
8534.675 4.6473e-17
8536.200 4.298e-17
8537.725 4.3685e-17
8539.250 4.67e-17
8540.775 4.745e-17
8542.300 4.1398e-17
8543.825 4.1172e-17
8545.350 4.5982e-17
8546.875 4.4312e-17
8548.400 4.1598e-17
8549.925 4.2772e-17
8551.450 4.106e-17
8552.975 4.07e-17
8554.500 3.5912e-17
8556.025 3.4506e-17
8557.550 4.1893e-17
8559.075 4.3359e-17
8560.600 4.1121e-17
8562.125 4.3025e-17
8563.650 4.4194e-17
8565.175 4.5381e-17
8566.700 4.3698e-17
8568.225 4.1782e-17
8569.750 4.7222e-17
8571.275 4.9015e-17
8572.800 4.6268e-17
8574.325 4.4836e-17
8575.850 4.4104e-17
8577.375 4.5567e-17
8578.900 4.5822e-17
8580.425 4.3192e-17
8581.950 4.4248e-17
8583.475 4.8009e-17
8585.000 4.5911e-17
8586.525 4.4119e-17
8588.050 4.4671e-17
8589.575 4.6549e-17
8591.100 4.5475e-17
8592.625 4.3725e-17
8594.150 5.1423e-17
8595.675 5.0424e-17
8597.200 4.5869e-17
8598.725 4.5336e-17
8600.250 4.6686e-17
8601.775 4.7346e-17
8603.300 4.336e-17
8604.825 4.1118e-17
8606.350 4.6094e-17
8607.875 4.9242e-17
8609.400 4.7609e-17
8610.925 5.1568e-17
8612.450 5.3145e-17
8613.975 5.0574e-17
8615.500 5.4139e-17
8617.025 4.9537e-17
8618.550 4.9677e-17
8620.075 4.7697e-17
8621.600 4.4589e-17
8623.125 4.4757e-17
8624.650 4.9852e-17
8626.175 5.1961e-17
8627.700 5.5245e-17
8629.225 5.0126e-17
8630.750 4.7881e-17
8632.275 5.2901e-17
8633.800 5.4199e-17
8635.325 5.1421e-17
8636.850 4.8769e-17
8638.375 4.5787e-17
8639.900 4.7969e-17
8641.425 5.0028e-17
8642.950 5.1239e-17
8644.475 5.3231e-17
8646.000 5.5386e-17
8647.525 5.864e-17
8649.050 6.0334e-17
8650.575 6.3212e-17
8652.100 6.2705e-17
8653.625 5.404e-17
8655.150 5.4031e-17
8656.675 6.1896e-17
8658.200 6.5505e-17
8659.725 6.3729e-17
8661.250 5.9585e-17
8662.775 5.9329e-17
8664.300 5.9634e-17
8665.825 6.0003e-17
8667.350 5.8371e-17
8668.875 5.7334e-17
8670.400 5.9155e-17
8671.925 6.0416e-17
8673.450 5.9279e-17
8674.975 5.5074e-17
8676.500 5.4256e-17
8678.025 5.5851e-17
8679.550 5.8161e-17
8681.075 6.0705e-17
8682.600 6.2455e-17
8684.125 6.4218e-17
8685.650 6.5002e-17
8687.175 6.4632e-17
8688.700 6.1928e-17
8690.225 6.1171e-17
8691.750 6.2687e-17
8693.275 6.615e-17
8694.800 6.754e-17
8696.325 6.8113e-17
8697.850 7.0551e-17
8699.375 6.6344e-17
8700.900 6.3166e-17
8702.425 6.7512e-17
8703.950 6.7388e-17
8705.475 6.6568e-17
8707.000 6.8836e-17
8708.525 7.113e-17
8710.050 7.2631e-17
8711.575 7.1197e-17
8713.100 6.8597e-17
8714.625 7.1431e-17
8716.150 7.2488e-17
8717.675 6.945e-17
8719.200 7.0102e-17
8720.725 6.9751e-17
8722.250 6.597e-17
8723.775 6.9707e-17
8725.300 7.153e-17
8726.825 7.268e-17
8728.350 7.5496e-17
8729.875 7.3716e-17
8731.400 7.3173e-17
8732.925 7.4139e-17
8734.450 7.2487e-17
8735.975 7.1573e-17
8737.500 7.2844e-17
8739.025 7.5903e-17
8740.550 7.173e-17
8742.075 6.6304e-17
8743.600 6.976e-17
8745.125 7.4478e-17
8746.650 6.993e-17
8748.175 7.1743e-17
8749.700 7.3172e-17
8751.225 6.9975e-17
8752.750 7.1822e-17
8754.275 7.4301e-17
8755.800 7.9085e-17
8757.325 8.6176e-17
8758.850 8.6058e-17
8760.375 8.105e-17
8761.900 7.8091e-17
8763.425 8.2321e-17
8764.950 8.6532e-17
8766.475 8.2199e-17
8768.000 7.8246e-17
8769.525 7.8233e-17
8771.050 8.4438e-17
8772.575 8.7219e-17
8774.100 8.8263e-17
8775.625 8.4922e-17
8777.150 7.9614e-17
8778.675 8.2994e-17
8780.200 7.9089e-17
8781.725 7.5727e-17
8783.250 8.5529e-17
8784.775 8.8097e-17
8786.300 9.2143e-17
8787.825 1.0061e-16
8789.350 1.0133e-16
8790.875 9.3317e-17
8792.400 8.0328e-17
8793.925 7.8081e-17
8795.450 8.0453e-17
8796.975 8.2464e-17
8798.500 8.4739e-17
8800.025 8.473e-17
8801.550 8.3485e-17
8803.075 8.376e-17
8804.600 8.721e-17
8806.125 9.0636e-17
8807.650 9.2243e-17
8809.175 9.1194e-17
8810.700 8.7312e-17
8812.225 8.4994e-17
8813.750 8.7694e-17
8815.275 9.0065e-17
8816.800 9.0453e-17
8818.325 8.9346e-17
8819.850 8.56e-17
8821.375 8.9532e-17
8822.900 1.1141e-16
8824.425 1.0225e-16
8825.950 9.6076e-17
8827.475 9.8917e-17
8829.000 9.0377e-17
8830.525 8.161e-17
8832.050 8.4247e-17
8833.575 8.9087e-17
8835.100 8.7495e-17
8836.625 8.4868e-17
8838.150 8.7344e-17
8839.675 8.6723e-17
8841.200 8.5107e-17
8842.725 8.503e-17
8844.250 8.0892e-17
8845.775 8.5652e-17
8847.300 9.1735e-17
8848.825 8.8108e-17
8850.350 8.5922e-17
8851.875 8.6305e-17
8853.400 8.8535e-17
8854.925 8.8743e-17
8856.450 8.2986e-17
8857.975 8.5091e-17
8859.500 8.8177e-17
8861.025 8.5112e-17
8862.550 8.9662e-17
8864.075 9.3258e-17
8865.600 8.3127e-17
8867.125 7.8533e-17
8868.650 8.1702e-17
8870.175 8.5799e-17
8871.700 8.4485e-17
8873.225 8.4434e-17
8874.750 8.5978e-17
8876.275 8.6737e-17
8877.800 8.7098e-17
8879.325 8.2179e-17
8880.850 8.0939e-17
8882.375 8.8607e-17
8883.900 9.3654e-17
8885.425 9.5059e-17
8886.950 8.8583e-17
8888.475 8.1856e-17
8890.000 8.2871e-17
8891.525 8.4328e-17
8893.050 8.6329e-17
8894.575 8.4698e-17
8896.100 8.2038e-17
8897.625 8.5565e-17
8899.150 8.6799e-17
8900.675 8.391e-17
8902.200 8.7208e-17
8903.725 8.5731e-17
8905.250 7.4766e-17
8906.775 7.5708e-17
8908.300 7.8816e-17
8909.825 8.1548e-17
8911.350 8.6217e-17
8912.875 8.507e-17
8914.400 8.9263e-17
8915.925 1.0459e-16
8917.450 1.0122e-16
8918.975 8.6694e-17
8920.500 8.0767e-17
8922.025 7.3162e-17
8923.550 7.251e-17
8925.075 7.5745e-17
8926.600 8.0397e-17
8928.125 8.3606e-17
8929.650 8.4021e-17
8931.175 8.0585e-17
8932.700 7.6815e-17
8934.225 8.0378e-17
8935.750 8.104e-17
8937.275 8.4264e-17
8938.800 9.1431e-17
8940.325 9.0335e-17
8941.850 8.8671e-17
8943.375 7.9378e-17
8944.900 7.3786e-17
8946.425 7.7457e-17
8947.950 8.1049e-17
8949.475 8.3732e-17
8951.000 7.8444e-17
8952.525 7.3489e-17
8954.050 8.4843e-17
8955.575 8.7574e-17
8957.100 8.7651e-17
8958.625 7.9518e-17
8960.150 6.9895e-17
8961.675 6.6234e-17
8963.200 7.1733e-17
8964.725 7.292e-17
8966.250 6.9677e-17
8967.775 6.684e-17
8969.300 6.7848e-17
8970.825 7.0492e-17
8972.350 7.2419e-17
8973.875 7.1797e-17
8975.400 6.9643e-17
8976.925 6.938e-17
8978.450 6.9908e-17
8979.975 7.2151e-17
8981.500 6.8439e-17
8983.025 6.3532e-17
8984.550 7.0033e-17
8986.075 7.2743e-17
8987.600 6.7342e-17
8989.125 6.4453e-17
8990.650 6.704e-17
8992.175 7.0466e-17
8993.700 6.7742e-17
8995.225 6.6891e-17
8996.750 7.2629e-17
8998.275 7.2895e-17
8999.800 7.0298e-17
9001.325 6.6394e-17
9002.850 6.3868e-17
9004.375 6.5691e-17
9005.900 6.2985e-17
9007.425 6.2064e-17
9008.950 6.3593e-17
9010.475 6.4728e-17
9012.000 6.5418e-17
9013.525 6.7241e-17
9015.050 6.7976e-17
9016.575 7.0289e-17
9018.100 7.1013e-17
9019.625 7.1457e-17
9021.150 7.0547e-17
9022.675 6.6945e-17
9024.200 6.595e-17
9025.725 6.9599e-17
9027.250 6.9236e-17
9028.775 6.8477e-17
9030.300 6.9125e-17
9031.825 6.9689e-17
9033.350 6.9282e-17
9034.875 7.2502e-17
9036.400 7.3747e-17
9037.925 7.2501e-17
9039.450 6.5856e-17
9040.975 6.6252e-17
9042.500 6.7164e-17
9044.025 6.3338e-17
9045.550 6.485e-17
9047.075 7.3012e-17
9048.600 7.441e-17
9050.125 6.674e-17
9051.650 6.2475e-17
9053.175 6.9565e-17
9054.700 7.1996e-17
9056.225 6.7867e-17
9057.750 6.8603e-17
9059.275 6.654e-17
9060.800 6.5806e-17
9062.325 6.6647e-17
9063.850 6.6313e-17
9065.375 6.814e-17
9066.900 6.9935e-17
9068.425 6.6262e-17
9069.950 6.0677e-17
9071.475 6.4665e-17
9073.000 6.8009e-17
9074.525 7.1146e-17
9076.050 7.4749e-17
9077.575 7.2291e-17
9079.100 6.9352e-17
9080.625 6.5919e-17
9082.150 6.4919e-17
9083.675 6.6072e-17
9085.200 6.4527e-17
9086.725 6.3734e-17
9088.250 6.726e-17
9089.775 6.7768e-17
9091.300 6.6013e-17
9092.825 6.6309e-17
9094.350 6.731e-17
9095.875 6.458e-17
9097.400 6.4114e-17
9098.925 7.0326e-17
9100.450 7.2344e-17
9101.975 6.8217e-17
9103.500 6.3876e-17
9105.025 6.0858e-17
9106.550 6.4727e-17
9108.075 6.9283e-17
9109.600 6.5544e-17
9111.125 6.5057e-17
9112.650 6.4592e-17
9114.175 6.3728e-17
9115.700 6.3098e-17
9117.225 6.0231e-17
9118.750 5.6407e-17
9120.275 5.8057e-17
9121.800 6.0203e-17
9123.325 5.846e-17
9124.850 5.8615e-17
9126.375 5.742e-17
9127.900 5.7282e-17
9129.425 6.059e-17
9130.950 5.8352e-17
9132.475 5.4856e-17
9134.000 5.6455e-17
9135.525 5.7559e-17
9137.050 5.5508e-17
9138.575 5.9641e-17
9140.100 5.9795e-17
9141.625 5.7613e-17
9143.150 5.7191e-17
9144.675 5.8776e-17
9146.200 5.8633e-17
9147.725 5.6741e-17
9149.250 5.6592e-17
9150.775 5.1758e-17
9152.300 4.6346e-17
9153.825 4.5754e-17
9155.350 5.0441e-17
9156.875 5.3695e-17
9158.400 5.4092e-17
9159.925 5.1966e-17
9161.450 5.0251e-17
9162.975 4.7697e-17
9164.500 4.5827e-17
9166.025 4.8458e-17
9167.550 5.2389e-17
9169.075 5.02e-17
9170.600 4.5988e-17
9172.125 4.5352e-17
9173.650 4.4342e-17
9175.175 4.3475e-17
9176.700 4.3381e-17
9178.225 4.6294e-17
9179.750 4.7539e-17
9181.275 4.6213e-17
9182.800 4.6738e-17
9184.325 4.5159e-17
9185.850 4.5231e-17
9187.375 4.903e-17
9188.900 4.817e-17
9190.425 4.796e-17
9191.950 4.745e-17
9193.475 4.5129e-17
9195.000 4.5734e-17
9196.525 4.4976e-17
9198.050 4.5015e-17
9199.575 4.7332e-17
9201.100 4.7069e-17
9202.625 4.6949e-17
9204.150 4.5197e-17
9205.675 4.4078e-17
9207.200 4.7019e-17
9208.725 4.8273e-17
9210.250 4.667e-17
9211.775 4.6259e-17
9213.300 4.8188e-17
9214.825 4.8583e-17
9216.350 4.6054e-17
9217.875 4.1061e-17
9219.400 4.3315e-17
9220.925 4.4656e-17
9222.450 3.9207e-17
9223.975 4.1934e-17
9225.500 4.596e-17
9227.025 4.5329e-17
9228.550 4.658e-17
9230.075 4.6581e-17
9231.600 4.8051e-17
9233.125 4.7045e-17
9234.650 4.6427e-17
9236.175 4.9142e-17
9237.700 4.8312e-17
9239.225 4.5619e-17
9240.750 4.8157e-17
9242.275 4.7258e-17
9243.800 4.3348e-17
9245.325 4.6051e-17
9246.850 4.7548e-17
9248.375 4.7597e-17
9249.900 4.6523e-17
9251.425 4.7839e-17
9252.950 5.0071e-17
9254.475 4.9559e-17
9256.000 4.8432e-17
9257.525 5.0803e-17
9259.050 5.2175e-17
9260.575 5.2582e-17
9262.100 5.0644e-17
9263.625 5.135e-17
9265.150 5.1407e-17
9266.675 5.0205e-17
9268.200 5.2051e-17
9269.725 5.0023e-17
9271.250 4.8351e-17
9272.775 5.0784e-17
9274.300 5.062e-17
9275.825 4.7908e-17
9277.350 4.7064e-17
9278.875 4.7984e-17
9280.400 4.7867e-17
9281.925 4.6964e-17
9283.450 5.0061e-17
9284.975 4.9716e-17
9286.500 4.8828e-17
9288.025 5.0708e-17
9289.550 5.4057e-17
9291.075 5.3212e-17
9292.600 4.8714e-17
9294.125 4.8585e-17
9295.650 4.8075e-17
9297.175 4.8259e-17
9298.700 4.8033e-17
9300.225 4.645e-17
9301.750 5.1042e-17
9303.275 5.5037e-17
9304.800 5.4774e-17
9306.325 5.6371e-17
9307.850 4.8771e-17
9309.375 4.169e-17
9310.900 5.2637e-17
9312.425 5.6986e-17
9313.950 3.8784e-17
9315.475 3.0459e-17
9317.000 4.1833e-17
9318.525 4.9906e-17
9320.050 5.3388e-17
9321.575 5.159e-17
9323.100 4.7393e-17
9324.625 4.4887e-17
9326.150 4.3643e-17
9327.675 4.8748e-17
9329.200 5.1551e-17
9330.725 4.7208e-17
9332.250 4.456e-17
9333.775 5.2106e-17
9335.300 5.2333e-17
9336.825 4.4445e-17
9338.350 4.0082e-17
9339.875 3.5276e-17
9341.400 3.4773e-17
9342.925 3.8552e-17
9344.450 4.4742e-17
9345.975 4.8412e-17
9347.500 4.9976e-17
9349.025 5.0638e-17
9350.550 4.6901e-17
9352.075 4.3898e-17
9353.600 4.0911e-17
9355.125 4.0013e-17
9356.650 4.5775e-17
9358.175 4.8467e-17
9359.700 5.3609e-17
9361.225 5.2127e-17
9362.750 4.7213e-17
9364.275 4.9217e-17
9365.800 4.7578e-17
9367.325 4.4849e-17
9368.850 4.0865e-17
9370.375 4.8372e-17
9371.900 7.1631e-17
9373.425 6.7348e-17
9374.950 5.8073e-17
9376.475 2.8406e-17
9378.000 2.1396e-17
9379.525 4.0015e-17
9381.050 5.1299e-17
9382.575 5.1948e-17
9384.100 5.1342e-17
9385.625 4.847e-17
9387.150 5.5207e-17
9388.675 5.8197e-17
9390.200 5.7748e-17
9391.725 6.0179e-17
9393.250 5.9877e-17
9394.775 5.644e-17
9396.300 5.302e-17
9397.825 5.1351e-17
9399.350 4.9045e-17
9400.875 5.7291e-17
9402.400 5.7502e-17
9403.925 4.9066e-17
9405.450 5.2753e-17
9406.975 5.5225e-17
9408.500 5.0463e-17
9410.025 5.0352e-17
9411.550 5.0285e-17
9413.075 5.0911e-17
9414.600 5.4447e-17
9416.125 5.7487e-17
9417.650 5.4739e-17
9419.175 5.0439e-17
9420.700 5.1184e-17
9422.225 4.9564e-17
9423.750 4.6056e-17
9425.275 4.5776e-17
9426.800 5.2446e-17
9428.325 5.5314e-17
9429.850 5.383e-17
9431.375 5.521e-17
9432.900 5.2475e-17
9434.425 5.0908e-17
9435.950 5.6013e-17
9437.475 5.5506e-17
9439.000 5.2469e-17
9440.525 5.2525e-17
9442.050 4.8919e-17
9443.575 5.3321e-17
9445.100 5.6283e-17
9446.625 5.9891e-17
9448.150 5.8363e-17
9449.675 5.729e-17
9451.200 5.4367e-17
9452.725 5.0308e-17
9454.250 5.6973e-17
9455.775 6.2871e-17
9457.300 5.8744e-17
9458.825 4.8259e-17
9460.350 4.6583e-17
9461.875 5.3144e-17
9463.400 5.7039e-17
9464.925 5.5222e-17
9466.450 5.4254e-17
9467.975 5.8593e-17
9469.500 5.4871e-17
9471.025 6.2309e-17
9472.550 7.4485e-17
9474.075 8.2898e-17
9475.600 7.8456e-17
9477.125 6.1883e-17
9478.650 4.3627e-17
9480.175 4.4586e-17
9481.700 5.4168e-17
9483.225 5.7246e-17
9484.750 5.88e-17
9486.275 6.4301e-17
9487.800 6.3453e-17
9489.325 5.6772e-17
9490.850 5.2912e-17
9492.375 5.1239e-17
9493.900 4.8998e-17
9495.425 4.5212e-17
9496.950 4.5134e-17
9498.475 5.2418e-17
9500.000 5.8204e-17
9501.525 6.1134e-17
9503.050 5.9842e-17
9504.575 5.8537e-17
9506.100 5.6928e-17
9507.625 5.9112e-17
9509.150 6.2612e-17
9510.675 5.6413e-17
9512.200 5.0332e-17
9513.725 5.0944e-17
9515.250 5.8216e-17
9516.775 5.5912e-17
9518.300 5.0353e-17
9519.825 5.0401e-17
9521.350 4.7769e-17
9522.875 4.97e-17
9524.400 5.2196e-17
9525.925 5.2937e-17
9527.450 5.5668e-17
9528.975 6.2906e-17
9530.500 6.2838e-17
9532.025 5.6404e-17
9533.550 5.4032e-17
9535.075 5.7673e-17
9536.600 5.6156e-17
9538.125 5.235e-17
9539.650 5.2597e-17
9541.175 5.4871e-17
9542.700 5.2638e-17
9544.225 5.0191e-17
9545.750 5.6303e-17
9547.275 6.1672e-17
9548.800 6.7918e-17
9550.325 6.9648e-17
9551.850 5.2388e-17
9553.375 4.2801e-17
9554.900 4.6363e-17
9556.425 5.4659e-17
9557.950 5.5838e-17
9559.475 5.6788e-17
9561.000 5.6451e-17
9562.525 5.9075e-17
9564.050 6.843e-17
9565.575 6.5781e-17
9567.100 5.7844e-17
9568.625 5.1138e-17
9570.150 5.4308e-17
9571.675 5.8452e-17
9573.200 6.1936e-17
9574.725 5.6048e-17
9576.250 5.447e-17
9577.775 5.1075e-17
9579.300 5.1501e-17
9580.825 5.9858e-17
9582.350 6.2471e-17
9583.875 6.0354e-17
9585.400 5.3784e-17
9586.925 4.8243e-17
9588.450 4.8928e-17
9589.975 5.2254e-17
9591.500 5.4166e-17
9593.025 5.7099e-17
9594.550 5.9994e-17
9596.075 6.4503e-17
9597.600 6.203e-17
9599.125 5.9563e-17
9600.650 5.8737e-17
9602.175 5.8411e-17
9603.700 6.5241e-17
9605.225 6.6903e-17
9606.750 5.88e-17
9608.275 5.3918e-17
9609.800 5.7333e-17
9611.325 6.1982e-17
9612.850 6.3155e-17
9614.375 6.2639e-17
9615.900 6.5087e-17
9617.425 6.4314e-17
9618.950 5.5545e-17
9620.475 5.5662e-17
9622.000 5.6998e-17
9623.525 5.1133e-17
9625.050 5.2803e-17
9626.575 6.2715e-17
9628.100 6.6532e-17
9629.625 6.3864e-17
9631.150 6.3334e-17
9632.675 6.0639e-17
9634.200 5.6548e-17
9635.725 5.5837e-17
9637.250 5.9099e-17
9638.775 6.1755e-17
9640.300 6.1085e-17
9641.825 5.911e-17
9643.350 5.4887e-17
9644.875 5.4421e-17
9646.400 5.884e-17
9647.925 6.6207e-17
9649.450 6.8012e-17
9650.975 6.6609e-17
9652.500 6.8858e-17
9654.025 6.5202e-17
9655.550 6.1688e-17
9657.075 6.5623e-17
9658.600 6.3713e-17
9660.125 5.6814e-17
9661.650 5.3936e-17
9663.175 6.1509e-17
9664.700 6.2753e-17
9666.225 6.0546e-17
9667.750 6.8257e-17
9669.275 6.8029e-17
9670.800 6.4042e-17
9672.325 6.6439e-17
9673.850 6.4854e-17
9675.375 6.5904e-17
9676.900 6.8928e-17
9678.425 6.3298e-17
9679.950 5.9344e-17
9681.475 6.8291e-17
9683.000 6.6537e-17
9684.525 5.9718e-17
9686.050 6.0083e-17
9687.575 6.6645e-17
9689.100 6.6909e-17
9690.625 6.9356e-17
9692.150 7.0709e-17
9693.675 6.8945e-17
9695.200 6.9917e-17
9696.725 6.7956e-17
9698.250 6.6044e-17
9699.775 6.5435e-17
9701.300 5.8226e-17
9702.825 6.104e-17
9704.350 6.6643e-17
9705.875 6.6224e-17
9707.400 6.9342e-17
9708.925 8.2444e-17
9710.450 8.2103e-17
9711.975 6.7502e-17
9713.500 6.1992e-17
9715.025 6.8206e-17
9716.550 8.4687e-17
9718.075 8.3096e-17
9719.600 6.919e-17
9721.125 6.0575e-17
9722.650 6.0657e-17
9724.175 6.5626e-17
9725.700 6.5081e-17
9727.225 6.2947e-17
9728.750 6.2107e-17
9730.275 6.2513e-17
9731.800 6.6472e-17
9733.325 6.9738e-17
9734.850 6.972e-17
9736.375 7.1281e-17
9737.900 6.9339e-17
9739.425 6.6396e-17
9740.950 6.3159e-17
9742.475 5.6136e-17
9744.000 5.9558e-17
9745.525 6.5905e-17
9747.050 6.1533e-17
9748.575 5.8139e-17
9750.100 6.3548e-17
9751.625 7.0071e-17
9753.150 7.2149e-17
9754.675 6.7358e-17
9756.200 6.2308e-17
9757.725 6.7428e-17
9759.250 6.9196e-17
9760.775 7.0626e-17
9762.300 7.0759e-17
9763.825 6.7869e-17
9765.350 6.7707e-17
9766.875 6.2653e-17
9768.400 6.1262e-17
9769.925 6.637e-17
9771.450 6.4809e-17
9772.975 6.1445e-17
9774.500 6.3722e-17
9776.025 6.5186e-17
9777.550 5.6531e-17
9779.075 6.0792e-17
9780.600 6.5501e-17
9782.125 6.2727e-17
9783.650 5.8275e-17
9785.175 5.8406e-17
9786.700 7.1128e-17
9788.225 8.4431e-17
9789.750 7.9317e-17
9791.275 7.2176e-17
9792.800 5.8819e-17
9794.325 5.5271e-17
9795.850 7.2153e-17
9797.375 7.2725e-17
9798.900 6.4715e-17
9800.425 6.2694e-17
9801.950 6.5274e-17
9803.475 6.2115e-17
9805.000 5.9723e-17
9806.525 5.8273e-17
9808.050 5.8468e-17
9809.575 7.0742e-17
9811.100 7.8285e-17
9812.625 6.6699e-17
9814.150 5.9978e-17
9815.675 6.4824e-17
9817.200 6.9092e-17
9818.725 7.0934e-17
9820.250 7.1162e-17
9821.775 6.8403e-17
9823.300 6.7579e-17
9824.825 6.8001e-17
9826.350 6.5583e-17
9827.875 6.651e-17
9829.400 6.8195e-17
9830.925 6.7424e-17
9832.450 7.0283e-17
9833.975 7.0888e-17
9835.500 7.0556e-17
9837.025 6.8063e-17
9838.550 5.9664e-17
9840.075 5.8177e-17
9841.600 6.3034e-17
9843.125 6.6852e-17
9844.650 7.0266e-17
9846.175 7.6344e-17
9847.700 8.6164e-17
9849.225 7.7991e-17
9850.750 6.2408e-17
