# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = ATLAS21hhc
# CHANNEL = B+R
# EXPNUM = 21_065_027
# MJD-OBS = 59279.482413
# DATE-OBS = 2021-03-06T11:34:45
# EXPTIME = 2200.0s
# AIRMASS = 1.12
# RA = 10:37:14.41
# DEC = 04:33:08.09
# wl fl err
# [A] [erg/s/cm2/A]
3402.860000 8.785118e-17 1.030331e-17
3405.860000 8.704550e-17 1.069342e-17
3408.860000 9.130406e-17 9.882420e-18
3411.860000 8.888877e-17 9.346449e-18
3414.860000 7.816655e-17 1.015793e-17
3417.860000 8.131347e-17 1.038804e-17
3420.860000 9.315918e-17 9.541162e-18
3423.860000 7.722048e-17 9.120643e-18
3426.860000 6.085501e-17 1.008764e-17
3429.860000 9.029395e-17 1.039454e-17
3432.860000 9.984133e-17 9.269945e-18
3435.860000 9.588388e-17 9.269656e-18
3438.860000 9.236750e-17 1.035577e-17
3441.860000 8.985688e-17 1.023573e-17
3444.860000 8.631568e-17 8.971091e-18
3447.860000 7.847443e-17 9.128986e-18
3450.860000 8.038821e-17 9.952234e-18
3453.860000 9.052266e-17 9.782430e-18
3456.860000 8.704252e-17 8.709760e-18
3459.860000 8.871038e-17 9.269383e-18
3462.860000 9.364734e-17 1.008232e-17
3465.860000 9.495736e-17 9.517651e-18
3468.860000 7.407701e-17 8.554942e-18
3471.860000 8.009625e-17 9.405857e-18
3474.860000 1.012333e-16 1.003031e-17
3477.860000 9.657117e-17 9.242885e-18
3480.860000 9.163142e-17 8.692747e-18
3483.860000 9.917211e-17 9.710937e-18
3486.860000 9.589972e-17 9.943630e-18
3489.860000 9.617856e-17 9.031076e-18
3492.860000 1.001988e-16 8.897245e-18
3495.860000 8.384986e-17 9.762152e-18
3498.860000 8.407854e-17 9.899010e-18
3501.860000 6.792143e-17 8.453312e-18
3504.860000 8.199447e-17 8.498066e-18
3507.860000 8.168591e-17 9.453190e-18
3510.860000 9.249481e-17 9.508123e-18
3513.860000 9.299329e-17 8.339663e-18
3516.860000 9.555224e-17 8.633775e-18
3519.860000 1.067360e-16 9.645657e-18
3522.860000 1.123275e-16 9.369041e-18
3525.860000 1.072963e-16 8.337982e-18
3528.860000 9.355948e-17 8.588091e-18
3531.860000 8.892971e-17 9.156990e-18
3534.860000 1.143945e-16 8.992581e-18
3537.860000 1.080344e-16 8.240009e-18
3540.860000 1.096863e-16 8.931868e-18
3543.860000 1.131240e-16 9.559392e-18
3546.860000 8.992743e-17 8.624659e-18
3549.860000 9.931787e-17 8.275526e-18
3552.860000 9.447158e-17 9.121208e-18
3555.860000 9.442252e-17 9.477751e-18
3558.860000 9.747264e-17 8.537244e-18
3561.860000 9.229875e-17 8.267805e-18
3564.860000 9.548946e-17 9.409763e-18
3567.860000 9.153774e-17 9.420140e-18
3570.860000 9.580630e-17 8.316100e-18
3573.860000 9.189002e-17 8.229891e-18
3576.860000 9.613344e-17 9.421968e-18
3579.860000 7.573996e-17 9.039089e-18
3582.860000 9.378263e-17 8.085733e-18
3585.860000 9.519952e-17 8.188171e-18
3588.860000 1.011596e-16 9.044426e-18
3591.860000 9.171659e-17 8.613534e-18
3594.860000 9.445150e-17 7.750869e-18
3597.860000 9.286726e-17 8.042203e-18
3600.860000 1.043933e-16 8.825386e-18
3603.860000 1.000490e-16 8.389228e-18
3606.860000 9.723269e-17 7.612425e-18
3609.860000 1.048569e-16 8.208624e-18
3612.860000 9.684729e-17 8.567509e-18
3615.860000 1.009352e-16 8.010171e-18
3618.860000 9.924039e-17 7.519026e-18
3621.860000 1.070497e-16 8.347096e-18
3624.860000 1.073942e-16 8.675457e-18
3627.860000 1.099604e-16 7.959226e-18
3630.860000 1.086346e-16 7.666970e-18
3633.860000 1.079473e-16 8.582054e-18
3636.860000 1.001000e-16 8.640078e-18
3639.860000 9.854562e-17 7.633494e-18
3642.860000 9.387324e-17 7.610027e-18
3645.860000 9.820240e-17 8.765367e-18
3648.860000 9.247549e-17 8.760891e-18
3651.860000 8.617263e-17 7.466912e-18
3654.860000 9.043787e-17 7.563634e-18
3657.860000 1.020305e-16 8.437530e-18
3660.860000 9.549906e-17 8.209974e-18
3663.860000 8.835831e-17 7.256852e-18
3666.860000 9.226901e-17 7.688949e-18
3669.860000 1.145497e-16 8.543753e-18
3672.860000 1.092318e-16 8.072620e-18
3675.860000 1.058169e-16 7.276525e-18
3678.860000 9.202290e-17 7.576147e-18
