# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2021gbm
# CHANNEL = B+R
# EXPNUM = 21_083_022
# MJD-OBS = 59297.317101
# DATE-OBS = 2021-03-24T07:36:42
# EXPTIME = 1800.0s
# AIRMASS = 1.35
# RA = 11:42:01.00
# DEC = -04:12:31.39
# wl fl err
# [A] [erg/s/cm2/A]
3402.860000 -9.788805e-18 1.936181e-17
3405.860000 -3.095073e-17 1.992619e-17
3408.860000 -1.182619e-17 1.816445e-17
3411.860000 6.707973e-18 1.713191e-17
3414.860000 2.448567e-17 1.922195e-17
3417.860000 -4.725297e-18 1.931832e-17
3420.860000 -3.138188e-17 1.716250e-17
3423.860000 -2.092096e-17 1.687642e-17
3426.860000 -1.196516e-17 1.903573e-17
3429.860000 -2.229127e-18 1.926514e-17
3432.860000 5.879712e-18 1.720192e-17
3435.860000 -9.020770e-18 1.723544e-17
3438.860000 -3.526046e-17 1.896224e-17
3441.860000 4.097900e-18 1.879411e-17
3444.860000 1.808732e-17 1.637150e-17
3447.860000 -1.618549e-18 1.642670e-17
3450.860000 -6.983852e-18 1.821321e-17
3453.860000 1.515389e-17 1.817378e-17
3456.860000 -6.660393e-18 1.633742e-17
3459.860000 -2.869788e-17 1.704652e-17
3462.860000 -3.282388e-17 1.836737e-17
3465.860000 -1.041351e-17 1.725798e-17
3468.860000 1.405989e-17 1.610693e-17
3471.860000 5.153124e-18 1.744803e-17
3474.860000 3.851436e-18 1.847088e-17
3477.860000 2.817974e-18 1.692186e-17
3480.860000 -1.954065e-18 1.592766e-17
3483.860000 -1.395737e-17 1.765562e-17
3486.860000 -9.834856e-18 1.838101e-17
3489.860000 2.976747e-17 1.664941e-17
3492.860000 3.139954e-17 1.583066e-17
3495.860000 2.559217e-17 1.755169e-17
3498.860000 -5.460858e-18 1.744792e-17
3501.860000 -1.886826e-17 1.528648e-17
3504.860000 1.347608e-17 1.558578e-17
3507.860000 4.700341e-17 1.778148e-17
3510.860000 3.642284e-17 1.735444e-17
3513.860000 2.155452e-17 1.509843e-17
3516.860000 3.545184e-17 1.545134e-17
3519.860000 2.468866e-17 1.706898e-17
3522.860000 2.152497e-18 1.648045e-17
3525.860000 9.485732e-18 1.489635e-17
3528.860000 3.221101e-17 1.561541e-17
3531.860000 1.229233e-17 1.676591e-17
3534.860000 5.457009e-18 1.591746e-17
3537.860000 2.007701e-17 1.489281e-17
3540.860000 1.368306e-17 1.620724e-17
3543.860000 -1.172541e-17 1.698999e-17
3546.860000 2.617529e-18 1.591959e-17
3549.860000 -1.714855e-18 1.515772e-17
3552.860000 -2.146670e-17 1.657383e-17
3555.860000 -9.787013e-18 1.711419e-17
3558.860000 1.393397e-17 1.546041e-17
3561.860000 1.909027e-17 1.495689e-17
3564.860000 2.968438e-17 1.687830e-17
3567.860000 3.883793e-17 1.708243e-17
3570.860000 3.229470e-17 1.488712e-17
3573.860000 3.844617e-17 1.451325e-17
3576.860000 7.232329e-18 1.615414e-17
3579.860000 1.195071e-17 1.609236e-17
3582.860000 1.300747e-17 1.408623e-17
3585.860000 3.437214e-17 1.416214e-17
3588.860000 9.991724e-18 1.541843e-17
3591.860000 1.364701e-18 1.489553e-17
3594.860000 -8.827045e-20 1.345469e-17
3597.860000 -9.767402e-18 1.437282e-17
3600.860000 1.593472e-17 1.589214e-17
3603.860000 3.717313e-17 1.530789e-17
3606.860000 4.635819e-17 1.399434e-17
3609.860000 2.176816e-17 1.463361e-17
3612.860000 2.617863e-17 1.526812e-17
3615.860000 2.192227e-17 1.431473e-17
3618.860000 1.559128e-17 1.340984e-17
3621.860000 1.534392e-17 1.462444e-17
3624.860000 8.491929e-19 1.511400e-17
3627.860000 -6.226459e-18 1.384280e-17
